isotope,a,z,yield,mass,metallicity,irv,mass_ej,massfrac,ysign
Hg00,200.0,80.0,6.2937e-10,1.3,0.002,0.0,0.6746000000000001,9.329528609546395e-10,1.0
Hg01,201.0,80.0,2.6998e-10,1.3,0.002,0.0,0.6746000000000001,4.002075303883782e-10,1.0
Hg02,202.0,80.0,1.1446e-09,1.3,0.002,0.0,0.6746000000000001,1.6967091609842866e-09,1.0
Hg03,203.0,80.0,0.0,1.3,0.002,0.0,0.6746000000000001,0.0,0.0
Hg04,204.0,80.0,3.2685e-11,1.3,0.002,0.0,0.6746000000000001,4.84509338867477e-11,1.0
Tl03,203.0,81.0,5.0188e-10,1.3,0.002,0.0,0.6746000000000001,7.439667951378594e-10,1.0
Tl04,204.0,81.0,0.0,1.3,0.002,0.0,0.6746000000000001,0.0,0.0
Tl05,205.0,81.0,1.2604e-09,1.3,0.002,0.0,0.6746000000000001,1.868366439371479e-09,1.0
Pb04,204.0,82.0,6.5318e-10,1.3,0.002,0.0,0.6746000000000001,9.682478505781202e-10,1.0
Pb05,205.0,82.0,8.7776e-11,1.3,0.002,0.0,0.6746000000000001,1.3011562407352503e-10,1.0
Pb06,206.0,82.0,7.8024e-09,1.3,0.002,0.0,0.6746000000000001,1.1565965016305956e-08,1.0
Pb07,207.0,82.0,1.0416e-08,1.3,0.002,0.0,0.6746000000000001,1.544026089534539e-08,1.0
Pb08,208.0,82.0,1.1241e-07,1.3,0.002,0.0,0.6746000000000001,1.666320782686036e-07,1.0
Pb09,209.0,82.0,0.0,1.3,0.002,0.0,0.6746000000000001,0.0,0.0
Pb10,210.0,82.0,0.0,1.3,0.002,0.0,0.6746000000000001,0.0,0.0
Bi09,209.0,83.0,8.0308e-10,1.3,0.002,0.0,0.6746000000000001,1.1904536021345982e-09,1.0
Bi10,210.0,83.0,0.0,1.3,0.002,0.0,0.6746000000000001,0.0,0.0
Po10,210.0,84.0,0.0,1.3,0.002,0.0,0.6746000000000001,0.0,0.0
H,1.0,1.0,1.286,2.5,0.003,0.0,1.8464,0.6964904679376083,1.0
He4,4.0,2.0,0.53235,2.5,0.003,0.0,1.8464,0.2883178076256499,1.0
C12,12.0,6.0,0.01304,2.5,0.003,0.0,1.8464,0.007062391681109185,1.0
C13,13.0,6.0,2.3957e-05,2.5,0.003,0.0,1.8464,1.2974978336221838e-05,1.0
C14,14.0,6.0,7.3793e-10,2.5,0.003,0.0,1.8464,3.996587954939341e-10,1.0
N14,14.0,7.0,0.00084747,2.5,0.003,0.0,1.8464,0.0004589850519930676,1.0
N15,15.0,7.0,4.5886e-07,2.5,0.003,0.0,1.8464,2.4851603119584054e-07,1.0
O16,16.0,8.0,0.0025474,2.5,0.003,0.0,1.8464,0.001379657712305026,1.0
O17,17.0,8.0,1.979e-05,2.5,0.003,0.0,1.8464,1.071815424610052e-05,1.0
O18,18.0,8.0,3.3269e-06,2.5,0.003,0.0,1.8464,1.8018305892547659e-06,1.0
F18,18.0,9.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
F19,19.0,9.0,1.3025e-06,2.5,0.003,0.0,1.8464,7.054267764298094e-07,1.0
Ne20,20.0,10.0,0.00042594,2.5,0.003,0.0,1.8464,0.00023068674176776428,1.0
Ne21,21.0,10.0,1.4244e-06,2.5,0.003,0.0,1.8464,7.714471403812825e-07,1.0
Ne22,22.0,10.0,0.00077437,2.5,0.003,0.0,1.8464,0.0004193944974003466,1.0
Na22,22.0,11.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Na23,23.0,11.0,2.558e-05,2.5,0.003,0.0,1.8464,1.3853986135181974e-05,1.0
Na24,24.0,11.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Mg24,24.0,12.0,0.00022527,2.5,0.003,0.0,1.8464,0.00012200498266897746,1.0
Mg25,25.0,12.0,3.5856e-05,2.5,0.003,0.0,1.8464,1.9419410745233966e-05,1.0
Mg26,26.0,12.0,4.1342e-05,2.5,0.003,0.0,1.8464,2.2390597920277296e-05,1.0
Al26,26.0,13.0,7.9943e-08,2.5,0.003,0.0,1.8464,4.329668544194108e-08,1.0
Al27,27.0,13.0,2.6008e-05,2.5,0.003,0.0,1.8464,1.408578856152513e-05,1.0
Si28,28.0,14.0,0.00027761,2.5,0.003,0.0,1.8464,0.0001503520363951473,1.0
Si29,29.0,14.0,1.473e-05,2.5,0.003,0.0,1.8464,7.977686308492201e-06,1.0
Si30,30.0,14.0,1.0358e-05,2.5,0.003,0.0,1.8464,5.609835355285961e-06,1.0
Si31,31.0,14.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Si32,32.0,14.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
P31,31.0,15.0,2.8171e-06,2.5,0.003,0.0,1.8464,1.5257257365684576e-06,1.0
P32,32.0,15.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
P33,33.0,15.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
S32,32.0,16.0,0.0001455,2.5,0.003,0.0,1.8464,7.880199306759099e-05,1.0
S33,33.0,16.0,1.246e-06,2.5,0.003,0.0,1.8464,6.748266897746967e-07,1.0
S34,34.0,16.0,7.0673e-06,2.5,0.003,0.0,1.8464,3.827610485268631e-06,1.0
S35,35.0,16.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
S36,36.0,16.0,4.2011e-08,2.5,0.003,0.0,1.8464,2.2752924610051993e-08,1.0
Cl35,35.0,17.0,1.4845e-06,2.5,0.003,0.0,1.8464,8.039969670710571e-07,1.0
Cl36,36.0,17.0,9.4053e-10,2.5,0.003,0.0,1.8464,5.093858318890814e-10,1.0
Cl37,37.0,17.0,5.6794e-07,2.5,0.003,0.0,1.8464,3.075931542461005e-07,1.0
Ar36,36.0,18.0,3.3221e-05,2.5,0.003,0.0,1.8464,1.7992309358752167e-05,1.0
Ar37,37.0,18.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ar38,38.0,18.0,6.5025e-06,2.5,0.003,0.0,1.8464,3.521717937608319e-06,1.0
Ar39,39.0,18.0,1.1062e-11,2.5,0.003,0.0,1.8464,5.991117850953206e-12,1.0
Ar40,40.0,18.0,2.1095e-08,2.5,0.003,0.0,1.8464,1.1424935008665512e-08,1.0
Ar41,41.0,18.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ar42,42.0,18.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
K39,39.0,19.0,1.3977e-06,2.5,0.003,0.0,1.8464,7.569865684575389e-07,1.0
K40,40.0,19.0,6.3956e-09,2.5,0.003,0.0,1.8464,3.4638214904679373e-09,1.0
K41,41.0,19.0,1.2431e-07,2.5,0.003,0.0,1.8464,6.732560658578856e-08,1.0
K42,42.0,19.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
K43,43.0,19.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ca40,40.0,20.0,2.4945e-05,2.5,0.003,0.0,1.8464,1.3510073656845754e-05,1.0
Ca41,41.0,20.0,2.0304e-09,2.5,0.003,0.0,1.8464,1.0996533795493933e-09,1.0
Ca42,42.0,20.0,1.8843e-07,2.5,0.003,0.0,1.8464,1.0205264298093588e-07,1.0
Ca43,43.0,20.0,4.0078e-08,2.5,0.003,0.0,1.8464,2.170602253032929e-08,1.0
Ca44,44.0,20.0,6.0041e-07,2.5,0.003,0.0,1.8464,3.25178726169844e-07,1.0
Ca45,45.0,20.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ca46,46.0,20.0,1.8347e-09,2.5,0.003,0.0,1.8464,9.936633448873483e-10,1.0
Ca47,47.0,20.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ca48,48.0,20.0,5.802e-08,2.5,0.003,0.0,1.8464,3.142331022530329e-08,1.0
Sc45,45.0,21.0,1.9246e-08,2.5,0.003,0.0,1.8464,1.0423526863084922e-08,1.0
Sc46,46.0,21.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sc47,47.0,21.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sc48,48.0,21.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sc49,49.0,21.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ti46,46.0,22.0,9.9938e-08,2.5,0.003,0.0,1.8464,5.4125866551126515e-08,1.0
Ti47,47.0,22.0,8.971e-08,2.5,0.003,0.0,1.8464,4.858643847487002e-08,1.0
Ti48,48.0,22.0,8.9968e-07,2.5,0.003,0.0,1.8464,4.87261698440208e-07,1.0
Ti49,49.0,22.0,8.0748e-08,2.5,0.003,0.0,1.8464,4.3732668977469674e-08,1.0
Ti50,50.0,22.0,1.014e-07,2.5,0.003,0.0,1.8464,5.491767764298093e-08,1.0
V50,50.0,23.0,3.785e-10,2.5,0.003,0.0,1.8464,2.049935008665511e-10,1.0
V51,51.0,23.0,1.5829e-07,2.5,0.003,0.0,1.8464,8.572898613518197e-08,1.0
Cr50,50.0,24.0,3.01e-07,2.5,0.003,0.0,1.8464,1.6301993067590987e-07,1.0
Cr51,51.0,24.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cr52,52.0,24.0,6.1406e-06,2.5,0.003,0.0,1.8464,3.325714904679376e-06,1.0
Cr53,53.0,24.0,7.1078e-07,2.5,0.003,0.0,1.8464,3.8495450606585787e-07,1.0
Cr54,54.0,24.0,2.16e-07,2.5,0.003,0.0,1.8464,1.169844020797227e-07,1.0
Mn55,55.0,25.0,5.4583e-06,2.5,0.003,0.0,1.8464,2.9561850086655112e-06,1.0
Mn56,56.0,25.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Fe54,54.0,26.0,2.9036e-05,2.5,0.003,0.0,1.8464,1.572573656845754e-05,1.0
Fe55,55.0,26.0,1.6034e-12,2.5,0.003,0.0,1.8464,8.683925476603119e-13,1.0
Fe56,56.0,26.0,0.00047724,2.5,0.003,0.0,1.8464,0.0002584705372616984,1.0
Fe57,57.0,26.0,1.2743e-05,2.5,0.003,0.0,1.8464,6.9015381282495665e-06,1.0
Fe58,58.0,26.0,3.0193e-06,2.5,0.003,0.0,1.8464,1.6352361351819756e-06,1.0
Fe59,59.0,26.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Fe60,60.0,26.0,2.5725e-08,2.5,0.003,0.0,1.8464,1.393251733102253e-08,1.0
Co59,59.0,27.0,1.7192e-06,2.5,0.003,0.0,1.8464,9.311091854419411e-07,1.0
Co60,60.0,27.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ni58,58.0,28.0,1.9931e-05,2.5,0.003,0.0,1.8464,1.0794519064124783e-05,1.0
Ni59,59.0,28.0,1.5479e-08,2.5,0.003,0.0,1.8464,8.38334055459272e-09,1.0
Ni60,60.0,28.0,8.1988e-06,2.5,0.003,0.0,1.8464,4.440424610051993e-06,1.0
Ni61,61.0,28.0,4.5009e-07,2.5,0.003,0.0,1.8464,2.4376624783362215e-07,1.0
Ni62,62.0,28.0,1.2684e-06,2.5,0.003,0.0,1.8464,6.869584055459272e-07,1.0
Ni63,63.0,28.0,8.9308e-12,2.5,0.003,0.0,1.8464,4.836871750433275e-12,1.0
Ni64,64.0,28.0,3.7008e-07,2.5,0.003,0.0,1.8464,2.0043327556325822e-07,1.0
Ni65,65.0,28.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ni66,66.0,28.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cu63,63.0,29.0,2.9889e-07,2.5,0.003,0.0,1.8464,1.6187716637781627e-07,1.0
Cu64,64.0,29.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cu65,65.0,29.0,1.34e-07,2.5,0.003,0.0,1.8464,7.257365684575391e-08,1.0
Cu66,66.0,29.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cu67,67.0,29.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Zn64,64.0,30.0,4.2308e-07,2.5,0.003,0.0,1.8464,2.2913778162911612e-07,1.0
Zn65,65.0,30.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Zn66,66.0,30.0,2.7142e-07,2.5,0.003,0.0,1.8464,1.4699956672443673e-07,1.0
Zn67,67.0,30.0,4.2508e-08,2.5,0.003,0.0,1.8464,2.302209705372617e-08,1.0
Zn68,68.0,30.0,2.0052e-07,2.5,0.003,0.0,1.8464,1.0860051993067591e-07,1.0
Zn69,69.0,30.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Zn70,70.0,30.0,5.8647e-09,2.5,0.003,0.0,1.8464,3.1762889948006935e-09,1.0
Ga69,69.0,31.0,2.055e-08,2.5,0.003,0.0,1.8464,1.1129766031195839e-08,1.0
Ga70,70.0,31.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ga71,71.0,31.0,1.5139e-08,2.5,0.003,0.0,1.8464,8.199198440207972e-09,1.0
Ga72,72.0,31.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ga73,73.0,31.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ge70,70.0,32.0,2.6594e-08,2.5,0.003,0.0,1.8464,1.4403162911611785e-08,1.0
Ge71,71.0,32.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ge72,72.0,32.0,3.4518e-08,2.5,0.003,0.0,1.8464,1.8694757365684573e-08,1.0
Ge73,73.0,32.0,9.8908e-09,2.5,0.003,0.0,1.8464,5.356802426343154e-09,1.0
Ge74,74.0,32.0,4.6391e-08,2.5,0.003,0.0,1.8464,2.5125108318890815e-08,1.0
Ge75,75.0,32.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ge76,76.0,32.0,7.3017e-09,2.5,0.003,0.0,1.8464,3.954560225303293e-09,1.0
Ge77,77.0,32.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
As75,75.0,33.0,5.9161e-09,2.5,0.003,0.0,1.8464,3.2041269497400345e-09,1.0
As76,76.0,33.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
As77,77.0,33.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Se76,76.0,34.0,9.2867e-09,2.5,0.003,0.0,1.8464,5.029625216637781e-09,1.0
Se77,77.0,34.0,5.8283e-09,2.5,0.003,0.0,1.8464,3.1565749566724436e-09,1.0
Se78,78.0,34.0,1.9496e-08,2.5,0.003,0.0,1.8464,1.055892547660312e-08,1.0
Se79,79.0,34.0,1.3271e-09,2.5,0.003,0.0,1.8464,7.1875e-10,1.0
Se80,80.0,34.0,4.1705e-08,2.5,0.003,0.0,1.8464,2.258719670710572e-08,1.0
Se81,81.0,34.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Se82,82.0,34.0,4.9211e-09,2.5,0.003,0.0,1.8464,2.6652404679376084e-09,1.0
Br79,79.0,35.0,5.8863e-09,2.5,0.003,0.0,1.8464,3.1879874350086657e-09,1.0
Br80,80.0,35.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Br81,81.0,35.0,6.7311e-09,2.5,0.003,0.0,1.8464,3.6455264298093584e-09,1.0
Br82,82.0,35.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Br83,83.0,35.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Br84,84.0,35.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Kr80,80.0,36.0,1.4028e-09,2.5,0.003,0.0,1.8464,7.597487001733101e-10,1.0
Kr81,81.0,36.0,4.2037e-11,2.5,0.003,0.0,1.8464,2.2767006065857884e-11,1.0
Kr82,82.0,36.0,1.3103e-08,2.5,0.003,0.0,1.8464,7.096512131715771e-09,1.0
Kr83,83.0,36.0,8.3157e-09,2.5,0.003,0.0,1.8464,4.503737001733102e-09,1.0
Kr84,84.0,36.0,4.6572e-08,2.5,0.003,0.0,1.8464,2.522313691507799e-08,1.0
Kr85,85.0,36.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Kr86,86.0,36.0,1.8213e-08,2.5,0.003,0.0,1.8464,9.864059792027728e-09,1.0
Kr87,87.0,36.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Kr88,88.0,36.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Rb85,85.0,37.0,8.7392e-09,2.5,0.003,0.0,1.8464,4.733102253032929e-09,1.0
Rb86,86.0,37.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Rb87,87.0,37.0,6.0137e-09,2.5,0.003,0.0,1.8464,3.2569865684575387e-09,1.0
Rb88,88.0,37.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sr86,86.0,38.0,8.1788e-09,2.5,0.003,0.0,1.8464,4.429592720970538e-09,1.0
Sr87,87.0,38.0,5.939e-09,2.5,0.003,0.0,1.8464,3.2165294627383015e-09,1.0
Sr88,88.0,38.0,1.584e-07,2.5,0.003,0.0,1.8464,8.578856152512997e-08,1.0
Sr89,89.0,38.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sr90,90.0,38.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sr91,91.0,38.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sr92,92.0,38.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Y89,89.0,39.0,3.8557e-08,2.5,0.003,0.0,1.8464,2.0882257365684575e-08,1.0
Y90,90.0,39.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Y91,91.0,39.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Y92,92.0,39.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Y93,93.0,39.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Zr90,90.0,40.0,4.0727e-08,2.5,0.003,0.0,1.8464,2.205751733102253e-08,1.0
Zr91,91.0,40.0,1.2258e-08,2.5,0.003,0.0,1.8464,6.638864818024263e-09,1.0
Zr92,92.0,40.0,1.9747e-08,2.5,0.003,0.0,1.8464,1.069486568457539e-08,1.0
Zr93,93.0,40.0,4.9485e-09,2.5,0.003,0.0,1.8464,2.6800801559792024e-09,1.0
Zr94,94.0,40.0,2.588e-08,2.5,0.003,0.0,1.8464,1.4016464471403812e-08,1.0
Zr95,95.0,40.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Zr96,96.0,40.0,3.9365e-09,2.5,0.003,0.0,1.8464,2.131986568457539e-09,1.0
Zr97,97.0,40.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Nb93,93.0,41.0,1.6886e-09,2.5,0.003,0.0,1.8464,9.145363951473136e-10,1.0
Nb94,94.0,41.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Nb95,95.0,41.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Nb96,96.0,41.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Nb97,97.0,41.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Mo92,92.0,42.0,4.0327e-10,2.5,0.003,0.0,1.8464,2.1840879549393413e-10,1.0
Mo93,93.0,42.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Mo94,94.0,42.0,3.1485e-10,2.5,0.003,0.0,1.8464,1.7052101386481803e-10,1.0
Mo95,95.0,42.0,3.3124e-09,2.5,0.003,0.0,1.8464,1.7939774696707105e-09,1.0
Mo96,96.0,42.0,5.0772e-09,2.5,0.003,0.0,1.8464,2.7497833622183707e-09,1.0
Mo97,97.0,42.0,1.8422e-09,2.5,0.003,0.0,1.8464,9.977253032928941e-10,1.0
Mo98,98.0,42.0,6.4183e-09,2.5,0.003,0.0,1.8464,3.4761156845753895e-09,1.0
Mo99,99.0,42.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Mo00,100.0,42.0,7.6502e-10,2.5,0.003,0.0,1.8464,4.1433058925476605e-10,1.0
Tc97,97.0,43.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Tc98,98.0,43.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Tc99,99.0,43.0,2.7088e-10,2.5,0.003,0.0,1.8464,1.4670710571923743e-10,1.0
Ru96,96.0,44.0,1.0086e-10,2.5,0.003,0.0,1.8464,5.462521663778163e-11,1.0
Ru97,97.0,44.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ru98,98.0,44.0,3.4982e-11,2.5,0.003,0.0,1.8464,1.894605719237435e-11,1.0
Ru99,99.0,44.0,7.6841e-10,2.5,0.003,0.0,1.8464,4.161665944540728e-10,1.0
Ru00,100.0,44.0,3.0821e-09,2.5,0.003,0.0,1.8464,1.669248266897747e-09,1.0
Ru01,101.0,44.0,9.892e-10,2.5,0.003,0.0,1.8464,5.357452339688042e-10,1.0
Ru02,102.0,44.0,4.0545e-09,2.5,0.003,0.0,1.8464,2.1958947140381283e-09,1.0
Ru03,103.0,44.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ru04,104.0,44.0,8.5344e-10,2.5,0.003,0.0,1.8464,4.6221837088388215e-10,1.0
Ru05,105.0,44.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Ru06,106.0,44.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Rh03,103.0,45.0,1.1268e-09,2.5,0.003,0.0,1.8464,6.102686308492201e-10,1.0
Rh05,105.0,45.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Pd04,104.0,46.0,2.3469e-09,2.5,0.003,0.0,1.8464,1.2710680242634315e-09,1.0
Pd05,105.0,46.0,9.7875e-10,2.5,0.003,0.0,1.8464,5.300855719237434e-10,1.0
Pd06,106.0,46.0,3.2757e-09,2.5,0.003,0.0,1.8464,1.7741009532062393e-09,1.0
Pd07,107.0,46.0,5.3427e-10,2.5,0.003,0.0,1.8464,2.8935766897746966e-10,1.0
Pd08,108.0,46.0,4.0413e-09,2.5,0.003,0.0,1.8464,2.1887456672443676e-09,1.0
Pd09,109.0,46.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Pd10,110.0,46.0,7.2473e-10,2.5,0.003,0.0,1.8464,3.9250974870017334e-10,1.0
Ag07,107.0,47.0,3.0642e-10,2.5,0.003,0.0,1.8464,1.659553726169844e-10,1.0
Ag09,109.0,47.0,1.1912e-09,2.5,0.003,0.0,1.8464,6.451473136915077e-10,1.0
Ag11,111.0,47.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cd08,108.0,48.0,1.8947e-11,2.5,0.003,0.0,1.8464,1.0261590121317157e-11,1.0
Cd09,109.0,48.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cd10,110.0,48.0,3.1266e-09,2.5,0.003,0.0,1.8464,1.6933492201039861e-09,1.0
Cd11,111.0,48.0,1.3003e-09,2.5,0.003,0.0,1.8464,7.042352686308492e-10,1.0
Cd12,112.0,48.0,4.5596e-09,2.5,0.003,0.0,1.8464,2.4694540727902946e-09,1.0
Cd13,113.0,48.0,1.4324e-09,2.5,0.003,0.0,1.8464,7.757798960138648e-10,1.0
Cd14,114.0,48.0,6.6763e-09,2.5,0.003,0.0,1.8464,3.61584705372617e-09,1.0
Cd15,115.0,48.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cd16,116.0,48.0,1.2635e-09,2.5,0.003,0.0,1.8464,6.843045927209706e-10,1.0
In13,113.0,49.0,9.1723e-12,2.5,0.003,0.0,1.8464,4.9676668110918544e-12,1.0
In15,115.0,49.0,1.4598e-09,2.5,0.003,0.0,1.8464,7.906195840554593e-10,1.0
Sn14,114.0,50.0,2.9187e-11,2.5,0.003,0.0,1.8464,1.580751733102253e-11,1.0
Sn15,115.0,50.0,1.516e-11,2.5,0.003,0.0,1.8464,8.210571923743501e-12,1.0
Sn16,116.0,50.0,8.7465e-09,2.5,0.003,0.0,1.8464,4.73705589254766e-09,1.0
Sn17,117.0,50.0,2.9729e-09,2.5,0.003,0.0,1.8464,1.6101061525129982e-09,1.0
Sn18,118.0,50.0,1.3824e-08,2.5,0.003,0.0,1.8464,7.487001733102253e-09,1.0
Sn19,119.0,50.0,4.1667e-09,2.5,0.003,0.0,1.8464,2.256661611785095e-09,1.0
Sn20,120.0,50.0,2.3004e-08,2.5,0.003,0.0,1.8464,1.2458838821490467e-08,1.0
Sn21,121.0,50.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sn22,122.0,50.0,2.0685e-09,2.5,0.003,0.0,1.8464,1.1202881282495667e-09,1.0
Sn23,123.0,50.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sn24,124.0,50.0,3.1771e-10,2.5,0.003,0.0,1.8464,1.720699740034662e-10,1.0
Sb21,121.0,51.0,1.906e-09,2.5,0.003,0.0,1.8464,1.0322790294627382e-09,1.0
Sb22,122.0,51.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sb23,123.0,51.0,6.7093e-10,2.5,0.003,0.0,1.8464,3.6337196707105715e-10,1.0
Sb24,124.0,51.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Sb25,125.0,51.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Te22,122.0,52.0,2.5829e-09,2.5,0.003,0.0,1.8464,1.39888431542461e-09,1.0
Te23,123.0,52.0,8.6637e-10,2.5,0.003,0.0,1.8464,4.692211871750433e-10,1.0
Te24,124.0,52.0,5.3099e-09,2.5,0.003,0.0,1.8464,2.875812391681109e-09,1.0
Te25,125.0,52.0,2.1229e-09,2.5,0.003,0.0,1.8464,1.1497508665511265e-09,1.0
Te26,126.0,52.0,1.1135e-08,2.5,0.003,0.0,1.8464,6.03065424610052e-09,1.0
Te27,127.0,52.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Te28,128.0,52.0,3.4292e-09,2.5,0.003,0.0,1.8464,1.8572357019064124e-09,1.0
Te30,130.0,52.0,2.2362e-09,2.5,0.003,0.0,1.8464,1.2111135181975738e-09,1.0
I127,127.0,53.0,2.6774e-09,2.5,0.003,0.0,1.8464,1.4500649913344886e-09,1.0
I128,128.0,53.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
I129,129.0,53.0,3.4435e-11,2.5,0.003,0.0,1.8464,1.8649805025996534e-11,1.0
I130,130.0,53.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
I131,131.0,53.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
I132,132.0,53.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
I133,133.0,53.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Xe28,128.0,54.0,3.3121e-09,2.5,0.003,0.0,1.8464,1.7938149913344888e-09,1.0
Xe29,129.0,54.0,3.3146e-09,2.5,0.003,0.0,1.8464,1.7951689774696708e-09,1.0
Xe30,130.0,54.0,7.2099e-09,2.5,0.003,0.0,1.8464,3.904841854419411e-09,1.0
Xe31,131.0,54.0,3.5925e-09,2.5,0.003,0.0,1.8464,1.945678076256499e-09,1.0
Xe32,132.0,54.0,1.6526e-08,2.5,0.003,0.0,1.8464,8.950389948006932e-09,1.0
Xe33,133.0,54.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Xe34,134.0,54.0,2.7099e-09,2.5,0.003,0.0,1.8464,1.4676668110918544e-09,1.0
Xe35,135.0,54.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Xe36,136.0,54.0,6.288e-10,2.5,0.003,0.0,1.8464,3.4055459272097056e-10,1.0
Cs33,133.0,55.0,2.609e-09,2.5,0.003,0.0,1.8464,1.4130199306759098e-09,1.0
Cs34,134.0,55.0,0.0,2.5,0.003,0.0,1.8464,0.0,0.0
Cs35,135.0,55.0,1.6187e-09,2.5,0.003,0.0,1.8464,8.766789428076256e-10,1.0
