Isotope,A,Z,YIELD,MASS,METALLICITY,IRV
Hf76,17.0,72.0,1.1478e-10,2.0,0.014,30.0
Hf77,17.0,72.0,2.347e-10,2.0,0.014,30.0
Hf78,17.0,72.0,4.5395e-10,2.0,0.014,30.0
Hf79,17.0,72.0,2.0262e-10,2.0,0.014,30.0
Hf80,18.0,72.0,6.7999e-10,2.0,0.014,30.0
Hf81,18.0,72.0,0.0,2.0,0.014,30.0
Hf82,18.0,72.0,3.4194e-12,2.0,0.014,30.0
Hf83,18.0,72.0,0.0,2.0,0.014,30.0
Hf84,18.0,72.0,0.0,2.0,0.014,30.0
Ta79,17.0,73.0,0.0,2.0,0.014,30.0
Ta80,18.0,73.0,0.0,2.0,0.014,30.0
Ta81,18.0,73.0,1.9617e-10,2.0,0.014,30.0
Ta82,18.0,73.0,0.0,2.0,0.014,30.0
Ta83,18.0,73.0,0.0,2.0,0.014,30.0
Ta84,18.0,73.0,0.0,2.0,0.014,30.0
W180,18.0,74.0,9.9673e-13,2.0,0.014,30.0
W181,18.0,74.0,0.0,2.0,0.014,30.0
W182,18.0,74.0,3.5916e-10,2.0,0.014,30.0
W183,18.0,74.0,2.0713e-10,2.0,0.014,30.0
W184,18.0,74.0,4.8207e-10,2.0,0.014,30.0
W185,18.0,74.0,0.0,2.0,0.014,30.0
W186,18.0,74.0,2.886e-10,2.0,0.014,30.0
W187,18.0,74.0,0.0,2.0,0.014,30.0
W188,18.0,74.0,0.0,2.0,0.014,30.0
Re85,18.0,75.0,1.7284e-10,2.0,0.014,30.0
Re86,18.0,75.0,0.0,2.0,0.014,30.0
Re87,18.0,75.0,1.8258e-10,2.0,0.014,30.0
Re88,18.0,75.0,0.0,2.0,0.014,30.0
Re89,18.0,75.0,0.0,2.0,0.014,30.0
Os86,18.0,76.0,1.5536e-10,2.0,0.014,30.0
Os87,18.0,76.0,1.4802e-10,2.0,0.014,30.0
Os88,18.0,76.0,7.131e-10,2.0,0.014,30.0
Os89,18.0,76.0,7.7149e-10,2.0,0.014,30.0
Os90,19.0,76.0,1.3661e-09,2.0,0.014,30.0
Os91,19.0,76.0,0.0,2.0,0.014,30.0
Os92,19.0,76.0,1.9267e-09,2.0,0.014,30.0
Os93,19.0,76.0,0.0,2.0,0.014,30.0
Os94,19.0,76.0,0.0,2.0,0.014,30.0
Ir91,19.0,77.0,1.6802e-09,2.0,0.014,30.0
Ir92,19.0,77.0,0.0,2.0,0.014,30.0
Ir93,19.0,77.0,2.8436e-09,2.0,0.014,30.0
Ir94,19.0,77.0,0.0,2.0,0.014,30.0
Ir95,19.0,77.0,0.0,2.0,0.014,30.0
Pt92,19.0,78.0,1.3547e-10,2.0,0.014,30.0
Pt93,19.0,78.0,0.0,2.0,0.014,30.0
Pt94,19.0,78.0,3.3156e-09,2.0,0.014,30.0
Pt95,19.0,78.0,3.2797e-09,2.0,0.014,30.0
Pt96,19.0,78.0,2.7306e-09,2.0,0.014,30.0
Pt97,19.0,78.0,0.0,2.0,0.014,30.0
Pt98,19.0,78.0,6.9484e-10,2.0,0.014,30.0
Au97,19.0,79.0,1.4663e-09,2.0,0.014,30.0
Au98,19.0,79.0,0.0,2.0,0.014,30.0
Au99,19.0,79.0,0.0,2.0,0.014,30.0
Hg98,19.0,80.0,5.4541e-10,2.0,0.014,30.0
Hg99,19.0,80.0,6.0999e-10,2.0,0.014,30.0
Hg00,20.0,80.0,1.0274e-09,2.0,0.014,30.0
Hg01,20.0,80.0,5.3259e-10,2.0,0.014,30.0
Hg02,20.0,80.0,1.4392e-09,2.0,0.014,30.0
Hg03,20.0,80.0,0.0,2.0,0.014,30.0
Hg04,20.0,80.0,2.1277e-10,2.0,0.014,30.0
Tl03,20.0,81.0,6.3905e-10,2.0,0.014,30.0
Tl04,20.0,81.0,0.0,2.0,0.014,30.0
Tl05,20.0,81.0,1.5549e-09,2.0,0.014,30.0
Pb04,20.0,82.0,8.6368e-10,2.0,0.014,30.0
Pb05,20.0,82.0,3.3682e-11,2.0,0.014,30.0
Pb06,20.0,82.0,6.2921e-09,2.0,0.014,30.0
Pb07,20.0,82.0,6.7838e-09,2.0,0.014,30.0
Pb08,20.0,82.0,1.6371e-08,2.0,0.014,30.0
Pb09,20.0,82.0,0.0,2.0,0.014,30.0
Pb10,21.0,82.0,0.0,2.0,0.014,30.0
Bi09,20.0,83.0,1.0635e-09,2.0,0.014,30.0
Bi10,21.0,83.0,0.0,2.0,0.014,30.0
Po10,21.0,84.0,0.0,2.0,0.014,30.0
H,1.0,1.0,0.6089,1.5,0.006,60.0
He4,4.0,2.0,0.24794,1.5,0.006,60.0
C12,12.0,6.0,0.0034461,1.5,0.006,60.0
C13,13.0,6.0,2.5778e-05,1.5,0.006,60.0
C14,14.0,6.0,4.4995e-11,1.5,0.006,60.0
N14,14.0,7.0,0.00060291,1.5,0.006,60.0
N15,15.0,7.0,6.0877e-07,1.5,0.006,60.0
O16,16.0,8.0,0.0023476,1.5,0.006,60.0
O17,17.0,8.0,4.5913e-06,1.5,0.006,60.0
O18,18.0,8.0,3.845e-06,1.5,0.006,60.0
F18,18.0,9.0,0.0,1.5,0.006,60.0
F19,19.0,9.0,4.6343e-07,1.5,0.006,60.0
Ne20,20.0,10.0,0.00040155,1.5,0.006,60.0
Ne21,21.0,10.0,1.0513e-06,1.5,0.006,60.0
Ne22,22.0,10.0,0.00018149,1.5,0.006,60.0
Na22,22.0,11.0,0.0,1.5,0.006,60.0
Na23,23.0,11.0,1.6371e-05,1.5,0.006,60.0
Na24,24.0,11.0,0.0,1.5,0.006,60.0
Mg24,24.0,12.0,0.00020363,1.5,0.006,60.0
Mg25,25.0,12.0,2.6613e-05,1.5,0.006,60.0
Mg26,26.0,12.0,3.0731e-05,1.5,0.006,60.0
Al26,26.0,13.0,5.7826e-08,1.5,0.006,60.0
Al27,27.0,13.0,2.3041e-05,1.5,0.006,60.0
Si28,28.0,14.0,0.00026149,1.5,0.006,60.0
Si29,29.0,14.0,1.3768e-05,1.5,0.006,60.0
Si30,30.0,14.0,9.5016e-06,1.5,0.006,60.0
Si31,31.0,14.0,0.0,1.5,0.006,60.0
Si32,32.0,14.0,0.0,1.5,0.006,60.0
P31,31.0,15.0,2.5047e-06,1.5,0.006,60.0
P32,32.0,15.0,0.0,1.5,0.006,60.0
P33,33.0,15.0,0.0,1.5,0.006,60.0
S32,32.0,16.0,0.00013737,1.5,0.006,60.0
S33,33.0,16.0,1.1332e-06,1.5,0.006,60.0
S34,34.0,16.0,6.5305e-06,1.5,0.006,60.0
S35,35.0,16.0,0.0,1.5,0.006,60.0
S36,36.0,16.0,3.2643e-08,1.5,0.006,60.0
Cl35,35.0,17.0,1.4042e-06,1.5,0.006,60.0
Cl36,36.0,17.0,2.0932e-10,1.5,0.006,60.0
Cl37,37.0,17.0,5.3619e-07,1.5,0.006,60.0
Ar36,36.0,18.0,3.1438e-05,1.5,0.006,60.0
Ar37,37.0,18.0,0.0,1.5,0.006,60.0
Ar38,38.0,18.0,6.0916e-06,1.5,0.006,60.0
Ar39,39.0,18.0,6.8567e-13,1.5,0.006,60.0
Ar40,40.0,18.0,1.3725e-08,1.5,0.006,60.0
Ar41,41.0,18.0,0.0,1.5,0.006,60.0
Ar42,42.0,18.0,0.0,1.5,0.006,60.0
K39,39.0,19.0,1.3154e-06,1.5,0.006,60.0
K40,40.0,19.0,2.7005e-09,1.5,0.006,60.0
K41,41.0,19.0,1.0664e-07,1.5,0.006,60.0
K42,42.0,19.0,0.0,1.5,0.006,60.0
K43,43.0,19.0,0.0,1.5,0.006,60.0
Ca40,40.0,20.0,2.3588e-05,1.5,0.006,60.0
Ca41,41.0,20.0,4.8535e-10,1.5,0.006,60.0
Ca42,42.0,20.0,1.7222e-07,1.5,0.006,60.0
Ca43,43.0,20.0,3.6666e-08,1.5,0.006,60.0
Ca44,44.0,20.0,5.6465e-07,1.5,0.006,60.0
Ca45,45.0,20.0,0.0,1.5,0.006,60.0
Ca46,46.0,20.0,1.3098e-09,1.5,0.006,60.0
Ca47,47.0,20.0,0.0,1.5,0.006,60.0
Ca48,48.0,20.0,5.4722e-08,1.5,0.006,60.0
Sc45,45.0,21.0,1.6331e-08,1.5,0.006,60.0
Sc46,46.0,21.0,0.0,1.5,0.006,60.0
Sc47,47.0,21.0,0.0,1.5,0.006,60.0
Sc48,48.0,21.0,0.0,1.5,0.006,60.0
Sc49,49.0,21.0,0.0,1.5,0.006,60.0
Ti46,46.0,22.0,9.3671e-08,1.5,0.006,60.0
Ti47,47.0,22.0,8.4826e-08,1.5,0.006,60.0
Ti48,48.0,22.0,8.5516e-07,1.5,0.006,60.0
Ti49,49.0,22.0,6.7757e-08,1.5,0.006,60.0
Ti50,50.0,22.0,6.9924e-08,1.5,0.006,60.0
V50,50.0,23.0,3.6179e-10,1.5,0.006,60.0
V51,51.0,23.0,1.4826e-07,1.5,0.006,60.0
Cr50,50.0,24.0,2.8774e-07,1.5,0.006,60.0
Cr51,51.0,24.0,0.0,1.5,0.006,60.0
Cr52,52.0,24.0,5.8008e-06,1.5,0.006,60.0
Cr53,53.0,24.0,6.6943e-07,1.5,0.006,60.0
Cr54,54.0,24.0,1.8179e-07,1.5,0.006,60.0
Mn55,55.0,25.0,5.0844e-06,1.5,0.006,60.0
Mn56,56.0,25.0,0.0,1.5,0.006,60.0
Fe54,54.0,26.0,2.7648e-05,1.5,0.006,60.0
Fe55,55.0,26.0,2.9862e-13,1.5,0.006,60.0
Fe56,56.0,26.0,0.00045176,1.5,0.006,60.0
Fe57,57.0,26.0,1.0954e-05,1.5,0.006,60.0
Fe58,58.0,26.0,1.9829e-06,1.5,0.006,60.0
Fe59,59.0,26.0,0.0,1.5,0.006,60.0
Fe60,60.0,26.0,9.5567e-09,1.5,0.006,60.0
Co59,59.0,27.0,1.4677e-06,1.5,0.006,60.0
Co60,60.0,27.0,0.0,1.5,0.006,60.0
Ni58,58.0,28.0,1.901e-05,1.5,0.006,60.0
Ni59,59.0,28.0,2.3886e-09,1.5,0.006,60.0
Ni60,60.0,28.0,7.7041e-06,1.5,0.006,60.0
Ni61,61.0,28.0,3.7938e-07,1.5,0.006,60.0
Ni62,62.0,28.0,1.186e-06,1.5,0.006,60.0
Ni63,63.0,28.0,4.0739e-13,1.5,0.006,60.0
Ni64,64.0,28.0,3.6864e-07,1.5,0.006,60.0
Ni65,65.0,28.0,0.0,1.5,0.006,60.0
Ni66,66.0,28.0,0.0,1.5,0.006,60.0
Cu63,63.0,29.0,2.6667e-07,1.5,0.006,60.0
Cu64,64.0,29.0,0.0,1.5,0.006,60.0
Cu65,65.0,29.0,1.3367e-07,1.5,0.006,60.0
Cu66,66.0,29.0,0.0,1.5,0.006,60.0
Cu67,67.0,29.0,0.0,1.5,0.006,60.0
Zn64,64.0,30.0,4.1041e-07,1.5,0.006,60.0
Zn65,65.0,30.0,0.0,1.5,0.006,60.0
Zn66,66.0,30.0,2.6267e-07,1.5,0.006,60.0
Zn67,67.0,30.0,4.1149e-08,1.5,0.006,60.0
Zn68,68.0,30.0,1.9501e-07,1.5,0.006,60.0
Zn69,69.0,30.0,0.0,1.5,0.006,60.0
Zn70,70.0,30.0,5.5082e-09,1.5,0.006,60.0
Ga69,69.0,31.0,2.1037e-08,1.5,0.006,60.0
Ga70,70.0,31.0,0.0,1.5,0.006,60.0
Ga71,71.0,31.0,1.6647e-08,1.5,0.006,60.0
Ga72,72.0,31.0,0.0,1.5,0.006,60.0
Ga73,73.0,31.0,0.0,1.5,0.006,60.0
Ge70,70.0,32.0,2.8367e-08,1.5,0.006,60.0
Ge71,71.0,32.0,0.0,1.5,0.006,60.0
Ge72,72.0,32.0,3.5163e-08,1.5,0.006,60.0
Ge73,73.0,32.0,9.8692e-09,1.5,0.006,60.0
Ge74,74.0,32.0,4.6458e-08,1.5,0.006,60.0
Ge75,75.0,32.0,0.0,1.5,0.006,60.0
Ge76,76.0,32.0,6.852e-09,1.5,0.006,60.0
Ge77,77.0,32.0,0.0,1.5,0.006,60.0
As75,75.0,33.0,5.8377e-09,1.5,0.006,60.0
As76,76.0,33.0,0.0,1.5,0.006,60.0
As77,77.0,33.0,0.0,1.5,0.006,60.0
Se76,76.0,34.0,9.6988e-09,1.5,0.006,60.0
Se77,77.0,34.0,5.9366e-09,1.5,0.006,60.0
Se78,78.0,34.0,1.9788e-08,1.5,0.006,60.0
Se79,79.0,34.0,9.943e-10,1.5,0.006,60.0
Se80,80.0,34.0,4.0824e-08,1.5,0.006,60.0
Se81,81.0,34.0,0.0,1.5,0.006,60.0
Se82,82.0,34.0,4.6044e-09,1.5,0.006,60.0
Br79,79.0,35.0,5.8216e-09,1.5,0.006,60.0
Br80,80.0,35.0,0.0,1.5,0.006,60.0
Br81,81.0,35.0,6.8133e-09,1.5,0.006,60.0
Br82,82.0,35.0,0.0,1.5,0.006,60.0
Br83,83.0,35.0,0.0,1.5,0.006,60.0
Br84,84.0,35.0,0.0,1.5,0.006,60.0
Kr80,80.0,36.0,2.0683e-09,1.5,0.006,60.0
Kr81,81.0,36.0,1.8084e-10,1.5,0.006,60.0
Kr82,82.0,36.0,1.3577e-08,1.5,0.006,60.0
Kr83,83.0,36.0,8.0581e-09,1.5,0.006,60.0
Kr84,84.0,36.0,4.2882e-08,1.5,0.006,60.0
Kr85,85.0,36.0,0.0,1.5,0.006,60.0
Kr86,86.0,36.0,1.1095e-08,1.5,0.006,60.0
Kr87,87.0,36.0,0.0,1.5,0.006,60.0
Kr88,88.0,36.0,0.0,1.5,0.006,60.0
Rb85,85.0,37.0,7.0959e-09,1.5,0.006,60.0
Rb86,86.0,37.0,0.0,1.5,0.006,60.0
Rb87,87.0,37.0,2.6379e-09,1.5,0.006,60.0
Rb88,88.0,37.0,0.0,1.5,0.006,60.0
Sr86,86.0,38.0,9.4348e-09,1.5,0.006,60.0
Sr87,87.0,38.0,6.2197e-09,1.5,0.006,60.0
Sr88,88.0,38.0,8.8318e-08,1.5,0.006,60.0
Sr89,89.0,38.0,0.0,1.5,0.006,60.0
Sr90,90.0,38.0,0.0,1.5,0.006,60.0
Sr91,91.0,38.0,0.0,1.5,0.006,60.0
Sr92,92.0,38.0,0.0,1.5,0.006,60.0
Y89,89.0,39.0,1.8524e-08,1.5,0.006,60.0
Y90,90.0,39.0,0.0,1.5,0.006,60.0
Y91,91.0,39.0,0.0,1.5,0.006,60.0
Y92,92.0,39.0,0.0,1.5,0.006,60.0
Y93,93.0,39.0,0.0,1.5,0.006,60.0
Zr90,90.0,40.0,1.8318e-08,1.5,0.006,60.0
Zr91,91.0,40.0,4.4497e-09,1.5,0.006,60.0
Zr92,92.0,40.0,6.9573e-09,1.5,0.006,60.0
Zr93,93.0,40.0,1.32e-09,1.5,0.006,60.0
Zr94,94.0,40.0,7.9374e-09,1.5,0.006,60.0
Zr95,95.0,40.0,0.0,1.5,0.006,60.0
Zr96,96.0,40.0,8.9811e-10,1.5,0.006,60.0
Zr97,97.0,40.0,0.0,1.5,0.006,60.0
Nb93,93.0,41.0,1.054e-09,1.5,0.006,60.0
Nb94,94.0,41.0,0.0,1.5,0.006,60.0
Nb95,95.0,41.0,0.0,1.5,0.006,60.0
Nb96,96.0,41.0,0.0,1.5,0.006,60.0
Nb97,97.0,41.0,0.0,1.5,0.006,60.0
Mo92,92.0,42.0,3.8626e-10,1.5,0.006,60.0
Mo93,93.0,42.0,0.0,1.5,0.006,60.0
Mo94,94.0,42.0,3.1114e-10,1.5,0.006,60.0
Mo95,95.0,42.0,1.0264e-09,1.5,0.006,60.0
Mo96,96.0,42.0,1.7129e-09,1.5,0.006,60.0
Mo97,97.0,42.0,7.0141e-10,1.5,0.006,60.0
Mo98,98.0,42.0,2.1405e-09,1.5,0.006,60.0
Mo99,99.0,42.0,0.0,1.5,0.006,60.0
Mo00,10.0,42.0,3.0099e-10,1.5,0.006,60.0
Tc97,97.0,43.0,0.0,1.5,0.006,60.0
Tc98,98.0,43.0,0.0,1.5,0.006,60.0
Tc99,99.0,43.0,5.0842e-11,1.5,0.006,60.0
Ru96,96.0,44.0,9.6942e-11,1.5,0.006,60.0
Ru97,97.0,44.0,0.0,1.5,0.006,60.0
Ru98,98.0,44.0,3.35e-11,1.5,0.006,60.0
Ru99,99.0,44.0,3.7756e-10,1.5,0.006,60.0
Ru00,10.0,44.0,9.1627e-10,1.5,0.006,60.0
Ru01,10.0,44.0,4.6372e-10,1.5,0.006,60.0
Ru02,10.0,44.0,1.3309e-09,1.5,0.006,60.0
Ru03,10.0,44.0,0.0,1.5,0.006,60.0
Ru04,10.0,44.0,3.7473e-10,1.5,0.006,60.0
Ru05,10.0,44.0,0.0,1.5,0.006,60.0
Ru06,10.0,44.0,0.0,1.5,0.006,60.0
Rh03,10.0,45.0,5.2979e-10,1.5,0.006,60.0
Rh05,10.0,45.0,0.0,1.5,0.006,60.0
Pd04,10.0,46.0,6.6323e-10,1.5,0.006,60.0
Pd05,10.0,46.0,4.7188e-10,1.5,0.006,60.0
Pd06,10.0,46.0,1.0079e-09,1.5,0.006,60.0
Pd07,10.0,46.0,1.1007e-10,1.5,0.006,60.0
Pd08,10.0,46.0,1.1462e-09,1.5,0.006,60.0
Pd09,10.0,46.0,0.0,1.5,0.006,60.0
Pd10,11.0,46.0,1.9941e-10,1.5,0.006,60.0
Ag07,10.0,47.0,2.7742e-10,1.5,0.006,60.0
Ag09,10.0,47.0,4.4653e-10,1.5,0.006,60.0
Ag11,11.0,47.0,0.0,1.5,0.006,60.0
Cd08,10.0,48.0,1.9034e-11,1.5,0.006,60.0
Cd09,10.0,48.0,0.0,1.5,0.006,60.0
Cd10,11.0,48.0,8.3211e-10,1.5,0.006,60.0
Cd11,11.0,48.0,4.336e-10,1.5,0.006,60.0
Cd12,11.0,48.0,1.1998e-09,1.5,0.006,60.0
Cd13,11.0,48.0,4.4626e-10,1.5,0.006,60.0
Cd14,11.0,48.0,1.6172e-09,1.5,0.006,60.0
Cd15,11.0,48.0,0.0,1.5,0.006,60.0
Cd16,11.0,48.0,1.8986e-10,1.5,0.006,60.0
In13,11.0,49.0,8.8093e-12,1.5,0.006,60.0
In15,11.0,49.0,4.1636e-10,1.5,0.006,60.0
Sn14,11.0,50.0,2.803e-11,1.5,0.006,60.0
Sn15,11.0,50.0,1.455e-11,1.5,0.006,60.0
Sn16,11.0,50.0,2.1089e-09,1.5,0.006,60.0
Sn17,11.0,50.0,7.8227e-10,1.5,0.006,60.0
Sn18,11.0,50.0,3.0057e-09,1.5,0.006,60.0
Sn19,11.0,50.0,9.5205e-10,1.5,0.006,60.0
Sn20,12.0,50.0,4.2528e-09,1.5,0.006,60.0
Sn21,12.0,50.0,0.0,1.5,0.006,60.0
Sn22,12.0,50.0,2.9909e-10,1.5,0.006,60.0
Sn23,12.0,50.0,0.0,1.5,0.006,60.0
Sn24,12.0,50.0,2.6972e-10,1.5,0.006,60.0
Sb21,12.0,51.0,4.3872e-10,1.5,0.006,60.0
Sb22,12.0,51.0,0.0,1.5,0.006,60.0
Sb23,12.0,51.0,1.9535e-10,1.5,0.006,60.0
Sb24,12.0,51.0,0.0,1.5,0.006,60.0
Sb25,12.0,51.0,0.0,1.5,0.006,60.0
Te22,12.0,52.0,4.9779e-10,1.5,0.006,60.0
Te23,12.0,52.0,1.7689e-10,1.5,0.006,60.0
Te24,12.0,52.0,9.5211e-10,1.5,0.006,60.0
Te25,12.0,52.0,6.5096e-10,1.5,0.006,60.0
Te26,12.0,52.0,2.3138e-09,1.5,0.006,60.0
Te27,12.0,52.0,0.0,1.5,0.006,60.0
Te28,12.0,52.0,2.0784e-09,1.5,0.006,60.0
Te30,13.0,52.0,2.1201e-09,1.5,0.006,60.0
I127,12.0,53.0,1.4226e-09,1.5,0.006,60.0
I128,12.0,53.0,0.0,1.5,0.006,60.0
I129,12.0,53.0,2.2763e-12,1.5,0.006,60.0
I130,13.0,53.0,0.0,1.5,0.006,60.0
I131,13.0,53.0,0.0,1.5,0.006,60.0
I132,13.0,53.0,0.0,1.5,0.006,60.0
I133,13.0,53.0,0.0,1.5,0.006,60.0
Xe28,12.0,54.0,5.0792e-10,1.5,0.006,60.0
Xe29,12.0,54.0,2.048e-09,1.5,0.006,60.0
Xe30,13.0,54.0,1.0441e-09,1.5,0.006,60.0
Xe31,13.0,54.0,1.739e-09,1.5,0.006,60.0
Xe32,13.0,54.0,3.2158e-09,1.5,0.006,60.0
Xe33,13.0,54.0,0.0,1.5,0.006,60.0
Xe34,13.0,54.0,7.7287e-10,1.5,0.006,60.0
Xe35,13.0,54.0,0.0,1.5,0.006,60.0
Xe36,13.0,54.0,5.8165e-10,1.5,0.006,60.0
Cs33,13.0,55.0,6.6111e-10,1.5,0.006,60.0
Cs34,13.0,55.0,0.0,1.5,0.006,60.0
Cs35,13.0,55.0,6.6487e-11,1.5,0.006,60.0
Cs36,13.0,55.0,0.0,1.5,0.006,60.0
Cs37,13.0,55.0,0.0,1.5,0.006,60.0
Ba34,13.0,56.0,5.9451e-10,1.5,0.006,60.0
Ba35,13.0,56.0,5.5969e-10,1.5,0.006,60.0
Ba36,13.0,56.0,1.6759e-09,1.5,0.006,60.0
Ba37,13.0,56.0,1.6449e-09,1.5,0.006,60.0
Ba38,13.0,56.0,1.0647e-08,1.5,0.006,60.0
Ba39,13.0,56.0,0.0,1.5,0.006,60.0
Ba40,14.0,56.0,0.0,1.5,0.006,60.0
La39,13.0,57.0,1.2741e-09,1.5,0.006,60.0
La40,14.0,57.0,0.0,1.5,0.006,60.0
Ce40,14.0,58.0,2.8331e-09,1.5,0.006,60.0
Ce41,14.0,58.0,0.0,1.5,0.006,60.0
Ce42,14.0,58.0,2.0107e-10,1.5,0.006,60.0
Ce43,14.0,58.0,0.0,1.5,0.006,60.0
Ce44,14.0,58.0,0.0,1.5,0.006,60.0
Pr41,14.0,59.0,3.5967e-10,1.5,0.006,60.0
Pr42,14.0,59.0,0.0,1.5,0.006,60.0
Pr43,14.0,59.0,0.0,1.5,0.006,60.0
Pr45,14.0,59.0,0.0,1.5,0.006,60.0
Nd42,14.0,60.0,6.2657e-10,1.5,0.006,60.0
Nd43,14.0,60.0,1.8718e-10,1.5,0.006,60.0
Nd44,14.0,60.0,4.1295e-10,1.5,0.006,60.0
Nd45,14.0,60.0,1.2292e-10,1.5,0.006,60.0
Nd46,14.0,60.0,3.2367e-10,1.5,0.006,60.0
Nd47,14.0,60.0,0.0,1.5,0.006,60.0
Nd48,14.0,60.0,7.5013e-11,1.5,0.006,60.0
Nd49,14.0,60.0,0.0,1.5,0.006,60.0
Nd50,15.0,60.0,7.0186e-11,1.5,0.006,60.0
Pm45,14.0,61.0,0.0,1.5,0.006,60.0
Pm46,14.0,61.0,0.0,1.5,0.006,60.0
Pm47,14.0,61.0,0.0,1.5,0.006,60.0
Pm48,14.0,61.0,0.0,1.5,0.006,60.0
Pm49,14.0,61.0,0.0,1.5,0.006,60.0
Pm50,15.0,61.0,0.0,1.5,0.006,60.0
Pm51,15.0,61.0,0.0,1.5,0.006,60.0
Sm44,14.0,62.0,1.1423e-11,1.5,0.006,60.0
Sm45,14.0,62.0,0.0,1.5,0.006,60.0
Sm46,14.0,62.0,0.0,1.5,0.006,60.0
Sm47,14.0,62.0,6.8969e-11,1.5,0.006,60.0
Sm48,14.0,62.0,8.0367e-11,1.5,0.006,60.0
Sm49,14.0,62.0,5.816e-11,1.5,0.006,60.0
Sm50,15.0,62.0,5.1586e-11,1.5,0.006,60.0
Sm51,15.0,62.0,0.0,1.5,0.006,60.0
Sm52,15.0,62.0,1.2254e-10,1.5,0.006,60.0
Sm53,15.0,62.0,0.0,1.5,0.006,60.0
Sm54,15.0,62.0,9.1899e-11,1.5,0.006,60.0
Eu51,15.0,63.0,7.208e-11,1.5,0.006,60.0
Eu52,15.0,63.0,0.0,1.5,0.006,60.0
Eu53,15.0,63.0,7.952e-11,1.5,0.006,60.0
Eu54,15.0,63.0,0.0,1.5,0.006,60.0
Eu55,15.0,63.0,0.0,1.5,0.006,60.0
Eu56,15.0,63.0,0.0,1.5,0.006,60.0
Eu57,15.0,63.0,0.0,1.5,0.006,60.0
Gd52,15.0,64.0,1.4566e-12,1.5,0.006,60.0
Gd53,15.0,64.0,0.0,1.5,0.006,60.0
Gd54,15.0,64.0,1.7064e-11,1.5,0.006,60.0
Gd55,15.0,64.0,7.9942e-11,1.5,0.006,60.0
Gd56,15.0,64.0,1.2044e-10,1.5,0.006,60.0
Gd57,15.0,64.0,8.8328e-11,1.5,0.006,60.0
Gd58,15.0,64.0,1.5899e-10,1.5,0.006,60.0
Gd59,15.0,64.0,0.0,1.5,0.006,60.0
Gd60,16.0,64.0,1.171e-10,1.5,0.006,60.0
Tb59,15.0,65.0,1.0006e-10,1.5,0.006,60.0
Tb60,16.0,65.0,0.0,1.5,0.006,60.0
Tb61,16.0,65.0,0.0,1.5,0.006,60.0
Dy60,16.0,66.0,2.4511e-11,1.5,0.006,60.0
Dy61,16.0,66.0,1.2302e-10,1.5,0.006,60.0
Dy62,16.0,66.0,1.8178e-10,1.5,0.006,60.0
Dy63,16.0,66.0,1.6477e-10,1.5,0.006,60.0
Dy64,16.0,66.0,2.173e-10,1.5,0.006,60.0
Dy65,16.0,66.0,0.0,1.5,0.006,60.0
Dy66,16.0,66.0,0.0,1.5,0.006,60.0
Ho63,16.0,67.0,0.0,1.5,0.006,60.0
Ho64,16.0,67.0,0.0,1.5,0.006,60.0
Ho65,16.0,67.0,1.557e-10,1.5,0.006,60.0
Ho66,16.0,67.0,0.0,1.5,0.006,60.0
Er64,16.0,68.0,9.9374e-12,1.5,0.006,60.0
Er65,16.0,68.0,0.0,1.5,0.006,60.0
Er66,16.0,68.0,1.5923e-10,1.5,0.006,60.0
Er67,16.0,68.0,1.056e-10,1.5,0.006,60.0
Er68,16.0,68.0,1.4473e-10,1.5,0.006,60.0
Er69,16.0,68.0,0.0,1.5,0.006,60.0
Er70,17.0,68.0,6.8148e-11,1.5,0.006,60.0
Er71,17.0,68.0,0.0,1.5,0.006,60.0
Er72,17.0,68.0,0.0,1.5,0.006,60.0
Tm69,16.0,69.0,7.0068e-11,1.5,0.006,60.0
Tm70,17.0,69.0,0.0,1.5,0.006,60.0
Tm71,17.0,69.0,0.0,1.5,0.006,60.0
Tm72,17.0,69.0,0.0,1.5,0.006,60.0
Tm73,17.0,69.0,0.0,1.5,0.006,60.0
Yb70,17.0,70.0,2.2454e-11,1.5,0.006,60.0
Yb71,17.0,70.0,7.0976e-11,1.5,0.006,60.0
Yb72,17.0,70.0,1.2279e-10,1.5,0.006,60.0
Yb73,17.0,70.0,8.3184e-11,1.5,0.006,60.0
Yb74,17.0,70.0,1.9915e-10,1.5,0.006,60.0
Yb75,17.0,70.0,0.0,1.5,0.006,60.0
Yb76,17.0,70.0,5.8505e-11,1.5,0.006,60.0
Yb77,17.0,70.0,0.0,1.5,0.006,60.0
Lu75,17.0,71.0,6.8591e-11,1.5,0.006,60.0
Lu76,17.0,71.0,2.7571e-12,1.5,0.006,60.0
Lu77,17.0,71.0,0.0,1.5,0.006,60.0
Hf76,17.0,72.0,2.6732e-11,1.5,0.006,60.0
Hf77,17.0,72.0,6.2213e-11,1.5,0.006,60.0
Hf78,17.0,72.0,1.1183e-10,1.5,0.006,60.0
Hf79,17.0,72.0,5.1388e-11,1.5,0.006,60.0
Hf80,18.0,72.0,1.6173e-10,1.5,0.006,60.0
Hf81,18.0,72.0,0.0,1.5,0.006,60.0
Hf82,18.0,72.0,8.228e-13,1.5,0.006,60.0
Hf83,18.0,72.0,0.0,1.5,0.006,60.0
Hf84,18.0,72.0,0.0,1.5,0.006,60.0
Ta79,17.0,73.0,0.0,1.5,0.006,60.0
