# From file: input/yields/snii/lc18/tab_R/tab_yieldstot_iso_exp_pd.dec
elemSymb,elemZ,elemA,mass_i_ini,13.,15.,20.,25.,30.,40.,60.,80.,120.,Z_ini,vel_ini
Mg24,12,24,0.0005556,0.020188,0.023647,0.034163,0.10811,0.010444,0.014551,0.024094,0.034767,0.056346,0.0181,300.0
Mg25,12,25,7.326899999999999e-05,0.009860500000000001,0.011838,0.015615,0.022456,0.00046592,0.00055361,0.00066713,0.00080204,0.00098642,0.0181,300.0
Mg26,12,26,8.3896e-05,0.0078715,0.012125,0.018527000000000002,0.021079,0.0023186,0.0032926,0.0053434,0.0078084999999999995,0.013049000000000002,0.0181,300.0
Al27,13,27,5.602e-05,0.0026966,0.0033529000000000002,0.0057728,0.015666,0.0013158,0.0019030000000000002,0.0035905,0.0053022,0.00884,0.0181,300.0
Si28,14,28,0.00061519,0.11205,0.25861,0.23262,0.27199,0.011563,0.016113,0.026682,0.038472000000000006,0.062349,0.0181,300.0
Si29,14,29,3.2353e-05,0.0025535999999999996,0.004398699999999999,0.01059,0.008619700000000001,0.0006089,0.00084885,0.0014048,0.0020244,0.0032795000000000003,0.0181,300.0
Si30,14,30,2.2063000000000002e-05,0.0024506999999999997,0.0058506999999999995,0.016994,0.013762,0.00041564,0.00057959,0.00095945,0.0013835000000000002,0.0022405000000000003,0.0181,300.0
P31,15,31,5.866e-06,0.00075032,0.0017055,0.0034806,0.0030783,0.00011088,0.00015475,0.00025601,0.00037007,0.00059805,0.0181,300.0
S32,16,32,0.0002948,0.079842,0.12403,0.091879,0.095675,0.0055359,0.0077117999999999996,0.012771,0.01841,0.029845,0.0181,300.0
S33,16,33,2.4338999999999997e-06,0.0008328,0.001358,0.0015425,0.0014812000000000002,5.0293999999999997e-05,7.206899999999999e-05,0.00011759,0.00017125,0.00026811,0.0181,300.0
S34,16,34,1.4155e-05,0.0019507,0.008385700000000001,0.015927,0.010549,0.00026625,0.00037108,0.00061424,0.000886,0.0014353,0.0181,300.0
S36,16,36,6.9873e-08,7.2265999999999996e-06,2.1659e-05,1.5626e-05,7.5392e-06,1.3131e-06,1.8297e-06,3.0295e-06,4.3677e-06,7.0786e-06,0.0181,300.0
Cl35,17,35,6.174500000000001e-06,0.00049661,0.00094377,0.00096078,0.00075711,0.00011561,0.00016092,0.00026659,0.00038401,0.00062332,0.0181,300.0
Cl37,17,37,2.0862e-06,0.00019491,0.00028151,0.00022481,0.00025724,4.2583e-05,6.0777e-05,9.941799999999999e-05,0.00014592,0.00022877,0.0181,300.0
Ar36,18,36,5.6315e-05,0.01927,0.019378,0.012604,0.014634999999999999,0.0010555,0.0014695,0.0024342,0.0035071,0.0056903,0.0181,300.0
Ar38,18,38,1.0807999999999999e-05,0.0020211,0.006375100000000001,0.006548399999999999,0.0040636,0.00020295,0.00028272,0.00046817,0.00067495,0.0010942,0.0181,300.0
Ar40,18,40,1.8196e-08,2.3066e-06,6.792100000000001e-06,4.0105e-06,2.7851e-06,3.4189999999999996e-07,4.7646e-07,7.894e-07,1.1474e-06,1.855e-06,0.0181,300.0
K39,19,39,2.8651e-06,0.00051242,0.00089708,0.00036575,0.00031809,5.3867e-05,7.507e-05,0.00012429,0.00017923,0.00029041,0.0181,300.0
K40,19,40,4.6383e-09,5.2241e-06,1.8996e-05,4.2151e-06,4.7311e-06,2.7969000000000004e-07,4.7498999999999994e-07,7.2476e-07,1.1252e-06,1.4094999999999998e-06,0.0181,300.0
K41,19,41,2.1737e-07,0.0001089,0.00012059,3.7950999999999996e-05,4.6211e-05,6.3012e-06,9.764400000000001e-06,1.5493e-05,2.3349e-05,3.3014e-05,0.0181,300.0
Ca40,20,40,6.2452e-05,0.01929,0.015297,0.0095005,0.012085,0.0011712,0.0016309999999999999,0.0027014,0.0038926000000000004,0.0063143,0.0181,300.0
Ca42,20,42,4.3765e-07,0.00015453,0.00028408,0.00022831,0.00016737,8.5194e-06,1.1955999999999999e-05,1.9560999999999998e-05,2.9262e-05,4.6455e-05,0.0181,300.0
Ca43,20,43,9.349299999999999e-08,1.1803e-05,2.4409e-05,1.1705e-05,1.8532e-05,1.7729e-06,2.4746e-06,4.0818000000000005e-06,5.9678e-06,9.606000000000001e-06,0.0181,300.0
Ca44,20,44,1.4781999999999999e-06,7.6207e-05,6.586600000000001e-05,9.554700000000001e-05,0.0001332,2.7745e-05,3.8645e-05,6.3999e-05,9.227600000000001e-05,0.00014961,0.0181,300.0
Ca46,20,46,2.9634e-09,2.0106e-06,1.2731e-06,6.7472e-06,1.1518000000000001e-06,5.5594e-08,7.7424e-08,1.2823e-07,1.8483e-07,2.9977e-07,0.0181,300.0
Ca48,20,48,1.4456e-07,1.4224000000000001e-06,1.6013e-06,2.5148e-06,2.8483e-06,2.7161e-06,3.7844e-06,6.2664e-06,9.0338e-06,1.4642e-05,0.0181,300.0
Sc45,21,45,4.6794e-08,1.2423e-05,1.8402e-05,1.2610999999999998e-05,1.4584000000000001e-05,9.231299999999999e-07,1.307e-06,2.1533e-06,3.1012e-06,4.9396e-06,0.0181,300.0
Ti46,22,46,2.4899e-07,6.083e-05,0.00013955,9.349e-05,7.8007e-05,4.6825e-06,6.524199999999999e-06,1.0796e-05,1.5598e-05,2.5262e-05,0.0181,300.0
Ti47,22,47,2.2943e-07,1.0605e-05,2.2848000000000002e-05,1.6088e-05,1.6955999999999998e-05,4.253e-06,5.8992999999999996e-06,9.7818e-06,1.4092e-05,2.2961999999999998e-05,0.0181,300.0
Ti48,22,48,2.3216999999999997e-06,0.00010477,0.00013788,0.00013177,0.00016833,4.3245e-05,6.0085e-05,9.9613e-05,0.00014341,0.00023327,0.0181,300.0
Ti49,22,49,1.7393e-07,1.5643e-05,4.5801000000000004e-05,2.3969e-05,2.4784000000000002e-05,3.7002999999999995e-06,5.3536e-06,8.7486e-06,1.2713e-05,1.9697e-05,0.0181,300.0
Ti50,22,50,1.6993e-07,1.2007e-05,2.1666e-05,4.0045e-05,2.9126e-05,3.257e-06,4.5601e-06,7.5099e-06,1.0976e-05,1.7610999999999998e-05,0.0181,300.0
V50,23,50,7.8323e-10,6.7402e-07,1.4613999999999999e-06,1.3194999999999998e-06,1.1506999999999998e-06,1.4486000000000001e-08,2.008e-08,3.3313999999999996e-08,4.7946e-08,7.820800000000001e-08,0.0181,300.0
V51,23,51,3.1876e-07,1.8346e-05,0.00016805,3.5681e-05,2.4788e-05,6.079e-06,8.5176e-06,1.4098e-05,2.0215e-05,3.2616999999999996e-05,0.0181,300.0
Cr50,24,50,6.9813e-07,0.00010438,0.002614,0.00014546,0.00011848,1.2900999999999999e-05,1.7877000000000002e-05,2.966e-05,4.2687e-05,6.9655e-05,0.0181,300.0
Cr52,24,52,1.4000999999999999e-05,0.00080575,0.0028550999999999997,0.00094217,0.0010388,0.00026272,0.00036592,0.000606,0.00087356,0.0014165,0.0181,300.0
Cr53,24,53,1.6182e-06,0.00010937,0.0011550999999999998,0.00012635,0.00011672,3.0179e-05,4.195e-05,6.9501e-05,0.00010003,0.00016269,0.0181,300.0
Cr54,24,54,4.1039999999999997e-07,1.7584e-05,3.4414e-05,2.7648e-05,3.8215e-05,8.477899999999999e-06,1.2147e-05,1.9871e-05,2.9058000000000002e-05,4.5398e-05,0.0181,300.0
Mn55,25,55,1.0898e-05,0.00081655,0.008588600000000002,0.00067836,0.00061533,0.00021498,0.00030443,0.00050203,0.00071903,0.0011465,0.0181,300.0
Fe54,26,54,7.3478e-05,0.0078006,0.1852,0.0065884,0.0059341,0.0013650000000000001,0.001895,0.0031423,0.0045214,0.0073632,0.0181,300.0
Fe56,26,56,0.0011962,0.08107,0.090004,0.085839,0.090726,0.022430000000000002,0.031233999999999998,0.051738,0.074572,0.12095999999999998,0.0181,300.0
Fe57,26,57,2.8118e-05,0.0031061,0.0048278999999999996,0.0032077,0.0035024,0.00056876,0.00081091,0.0013300999999999999,0.0019190000000000001,0.0030305999999999996,0.0181,300.0
Fe58,26,58,3.8075999999999998e-06,0.00071039,0.00081542,0.00078948,0.0014967000000000001,8.6835e-05,0.00012654,0.00020056,0.00031405,0.00047078,0.0181,300.0
Co59,27,59,4.2445e-06,0.0005075,0.00046478,0.00049616,0.00087117,8.6009e-05,0.00012284,0.00020199,0.00029038,0.00045819,0.0181,300.0
Ni58,28,58,4.824e-05,0.0054707,0.022846,0.0053389,0.0052274999999999995,0.00089776,0.001247,0.0020677,0.0029774999999999997,0.0048442,0.0181,300.0
Ni60,28,60,1.9223e-05,0.0018326,0.00089207,0.0022331,0.0026689,0.00036116,0.00050291,0.00083185,0.0012034,0.0019494,0.0181,300.0
Ni61,28,61,8.495200000000001e-07,0.00018062,0.0001184,0.00029065,0.00034447,1.8512e-05,2.6986999999999998e-05,4.4077e-05,6.3901e-05,9.8201e-05,0.0181,300.0
Ni62,28,62,2.7531e-06,0.00093895,0.00046221,0.0012237,0.0016983,5.2548999999999994e-05,7.346699999999999e-05,0.00012101,0.00017687,0.00028426,0.0181,300.0
Ni64,28,64,7.2374e-07,0.00018527,0.00023157,0.0005528,0.0004853,1.3652e-05,1.9039000000000002e-05,3.1491e-05,4.5618e-05,7.3738e-05,0.0181,300.0
Cu63,29,63,4.968600000000001e-07,0.00014055,0.00014673,0.0002065,0.00036513,9.7882e-06,1.3819000000000001e-05,2.2699e-05,3.3483000000000005e-05,5.3031999999999996e-05,0.0181,300.0
Cu65,29,65,2.2849e-07,9.5293e-05,0.00017415,0.00037902,0.00032201,4.559e-06,6.470499999999999e-06,1.063e-05,1.5434e-05,2.4429e-05,0.0181,300.0
Zn64,30,64,8.318799999999999e-07,5.1522e-05,6.6537e-05,8.418600000000001e-05,0.00013008,1.554e-05,2.16e-05,3.5757e-05,5.1758e-05,8.3985e-05,0.0181,300.0
Zn66,30,66,4.9218e-07,0.00011116,0.00018826,0.00041386,0.00038831,9.215e-06,1.2821e-05,2.1226e-05,3.0685e-05,4.9773e-05,0.0181,300.0
Zn67,30,67,7.3424e-08,1.7542e-05,3.2882e-05,4.0973e-05,6.1006000000000005e-05,1.3996000000000001e-06,1.9605e-06,3.2449e-06,4.671e-06,7.5301999999999995e-06,0.0181,300.0
Zn68,30,68,3.4079e-07,0.00010327,0.00021386,0.00031065,0.0003661,6.4459e-06,8.9987e-06,1.4882e-05,2.1502e-05,3.4749e-05,0.0181,300.0
Zn70,30,70,1.16e-08,8.4042e-06,4.1297000000000005e-06,0.00015143,1.3797999999999999e-05,2.1655999999999998e-07,3.0116e-07,4.9913e-07,7.1865e-07,1.1679e-06,0.0181,300.0
Ga69,31,69,3.3478e-08,1.7417999999999998e-05,3.4286e-05,5.6583000000000004e-05,6.0292e-05,6.453399999999999e-07,9.0649e-07,1.4969999999999998e-06,2.1655000000000003e-06,3.4731e-06,0.0181,300.0
Ga71,31,71,2.2862e-08,1.4454000000000001e-05,2.9029e-05,0.00010249,5.9247e-05,4.3728999999999997e-07,6.1251e-07,1.011e-06,1.4666999999999999e-06,2.3582e-06,0.0181,300.0
Ge70,32,70,4.7971000000000007e-08,2.3757e-05,4.4915e-05,7.6476e-05,8.374e-05,9.124200000000001e-07,1.2753e-06,2.1057e-06,3.0593e-06,4.9276999999999994e-06,0.0181,300.0
Ge72,32,72,6.5204e-08,2.2146999999999996e-05,5.2728e-05,0.00011743,8.3939e-05,1.2202e-06,1.6972999999999998e-06,2.8099e-06,4.0611e-06,6.5886e-06,0.0181,300.0
Ge73,32,73,1.8555999999999998e-08,6.0303e-06,1.3145e-05,1.7249e-05,1.8516e-05,3.4748000000000004e-07,4.8364e-07,8.010600000000001e-07,1.1555e-06,1.8747e-06,0.0181,300.0
Ge74,32,74,8.828300000000001e-08,3.0268000000000002e-05,7.3411e-05,0.00010651,9.3048e-05,1.6671e-06,2.3268e-06,3.8507e-06,5.5524e-06,8.981699999999999e-06,0.0181,300.0
Ge76,32,76,1.9019e-08,5.1289999999999995e-06,3.2943e-06,5.8362e-05,9.723500000000001e-06,3.5498000000000007e-07,4.9359e-07,8.181000000000001e-07,1.1779e-06,1.9144e-06,0.0181,300.0
As75,33,75,1.1016e-08,6.3397000000000005e-06,1.3547000000000001e-05,2.9826e-05,2.251e-05,2.0596e-07,2.8636e-07,4.7393999999999997e-07,6.8508e-07,1.1121e-06,0.0181,300.0
Se74,34,74,1.0607e-09,1.7378000000000001e-06,2.6412000000000002e-06,8.1326e-06,5.0253e-06,1.913e-08,2.6232000000000003e-08,4.3465e-08,6.3288e-08,1.0407999999999999e-07,0.0181,300.0
Se76,34,76,1.1469e-08,7.1658e-06,1.6501e-05,3.9854e-05,2.552e-05,2.2335e-07,3.1514e-07,5.2102e-07,7.477199999999999e-07,1.1964e-06,0.0181,300.0
Se77,34,77,9.4622e-09,7.6409e-06,9.8112e-06,4.3904e-05,1.3194000000000001e-05,1.768e-07,2.455e-07,4.0558e-07,5.8894e-07,9.5586e-07,0.0181,300.0
Se78,34,78,2.9861e-08,1.1902e-05,3.2374e-05,5.4983e-05,3.4428e-05,5.694e-07,7.970000000000001e-07,1.3169999999999998e-06,1.9047e-06,3.0679000000000003e-06,0.0181,300.0
Se80,34,80,6.392e-08,9.1452e-06,2.4985999999999998e-05,4.0844000000000004e-05,2.5743e-05,1.1864e-06,1.6466e-06,2.7312e-06,3.9373e-06,6.410599999999999e-06,0.0181,300.0
Se82,34,82,1.1529e-08,1.4741e-06,1.1173999999999999e-06,2.7863e-05,6.5288999999999994e-06,2.1598000000000003e-07,3.0066e-07,4.9809e-07,7.1753e-07,1.1645e-06,0.0181,300.0
Br79,35,79,1.0222e-08,2.5688999999999997e-06,6.9101999999999995e-06,1.0274e-05,7.098e-06,1.8581e-07,2.5514e-07,4.2126000000000005e-07,6.169e-07,1.011e-06,0.0181,300.0
Br81,35,81,1.0195000000000001e-08,2.2569999999999997e-06,5.8173e-06,1.2354e-05,7.8784e-06,1.9503e-07,2.7375e-07,4.5387000000000003e-07,6.4736e-07,1.0439e-06,0.0181,300.0
Kr78,36,78,3.6964e-10,1.6128e-07,2.0689e-07,9.6355e-07,2.5754e-07,6.6733e-09,9.1537e-09,1.5169e-08,2.2078e-08,3.6292e-08,0.0181,300.0
Kr80,36,80,2.4360000000000003e-09,1.0046999999999999e-06,2.8422e-06,9.693e-06,4.5514999999999995e-06,5.1969e-08,7.6167e-08,1.2737e-07,1.754e-07,2.7238e-07,0.0181,300.0
Kr82,36,82,1.2511e-08,4.6039999999999995e-06,1.4828e-05,2.47e-05,1.2112999999999999e-05,2.5033e-07,3.5542000000000004e-07,5.832800000000001e-07,8.4412e-07,1.3369999999999999e-06,0.0181,300.0
Kr83,36,83,1.2545999999999999e-08,2.2305e-06,7.2437e-06,1.8068e-05,7.6159e-06,2.3196999999999998e-07,3.2072e-07,5.293899999999999e-07,7.7235e-07,1.2579e-06,0.0181,300.0
Kr84,36,84,6.2574e-08,8.6244e-06,3.0595999999999996e-05,4.2353e-05,2.1196999999999997e-05,1.1726e-06,1.6327e-06,2.7048000000000003e-06,3.8961e-06,6.321799999999999e-06,0.0181,300.0
Kr86,36,86,1.9374e-08,5.264099999999999e-06,1.9770999999999998e-05,4.9088e-05,1.2412e-05,3.6381e-07,5.0681e-07,8.3926e-07,1.2101e-06,1.9616999999999998e-06,0.0181,300.0
Rb85,37,85,1.4679e-08,3.0688e-06,1.0931e-05,1.6602e-05,7.5175e-06,2.7396e-07,3.8079999999999997e-07,6.3093e-07,9.0975e-07,1.4781999999999999e-06,0.0181,300.0
Rb87,37,87,6.1834e-09,2.1128e-06,9.7773e-06,2.7706999999999997e-05,6.1431e-06,1.1594000000000002e-07,1.6145e-07,2.6742e-07,3.8531e-07,6.2506e-07,0.0181,300.0
Sr84,38,84,2.5578999999999995e-10,1.3399e-07,5.3762e-07,1.359e-06,3.1244e-07,4.6073e-09,6.312600000000001e-09,1.0456000000000001e-08,1.5244e-08,2.5078e-08,0.0181,300.0
Sr86,38,86,4.6311999999999995e-09,1.9129e-06,7.79e-06,1.2677e-05,5.6709e-06,1.025e-07,1.5007e-07,2.4506999999999996e-07,3.5281e-07,5.403e-07,0.0181,300.0
Sr87,38,87,3.2741999999999997e-09,1.1083e-06,4.4759e-06,6.0094000000000004e-06,3.0693e-06,6.4921e-08,9.1547e-08,1.4934e-07,2.2251999999999998e-07,3.5179e-07,0.0181,300.0
Sr88,38,88,3.9706e-08,8.6764e-06,4.3363999999999993e-05,7.6033e-05,1.9608e-05,7.485600000000001e-07,1.0437999999999999e-06,1.7265000000000001e-06,2.4977000000000002e-06,4.0397000000000005e-06,0.0181,300.0
Y89,39,89,1.0626e-08,1.7661000000000001e-06,9.1164e-06,1.5300999999999998e-05,3.4631e-06,2.0002e-07,2.7885000000000004e-07,4.6158000000000003e-07,6.6583e-07,1.0783e-06,0.0181,300.0
Zr90,40,90,1.296e-08,1.1536e-06,6.346e-06,1.5755e-05,2.1353e-06,2.4355e-07,3.3937e-07,5.6191e-07,8.103e-07,1.3131e-06,0.0181,300.0
Zr91,40,91,2.8576999999999998e-09,2.9154e-07,1.5944e-06,3.378e-06,4.917800000000001e-07,5.3841e-08,7.5088e-08,1.2428e-07,1.7914000000000003e-07,2.9008e-07,0.0181,300.0
Zr92,40,92,4.416e-09,3.3873000000000007e-07,2.1773e-06,2.6277999999999996e-06,6.0234e-07,8.3332e-08,1.1626e-07,1.9238e-07,2.7753e-07,4.4905e-07,0.0181,300.0
Zr94,40,94,4.5725e-09,2.1767e-07,1.3386000000000002e-06,1.5825e-06,3.6498000000000003e-07,8.551199999999999e-08,1.1894e-07,1.9695e-07,2.8447e-07,4.6168999999999995e-07,0.0181,300.0
Zr96,40,96,7.523300000000001e-10,5.6551999999999996e-08,5.130100000000001e-07,9.4613e-07,3.1413000000000005e-08,0.0,0.0,0.0,0.0,0.0,0.0181,300.0
Nb93,41,93,1.9744999999999997e-09,9.821999999999999e-08,6.161199999999999e-07,7.057899999999999e-07,1.7031e-07,3.6359e-08,5.0223000000000006e-08,8.3049e-08,1.2091e-07,1.9723e-07,0.0181,300.0
Mo92,42,92,7.4625e-10,1.0228999999999998e-08,2.1724e-08,1.1799000000000001e-07,4.1534000000000006e-08,1.3737e-08,1.9008e-08,3.1544e-08,4.5434999999999996e-08,7.4236e-08,0.0181,300.0
Mo94,42,94,4.803700000000001e-10,6.9423999999999995e-09,1.4875000000000001e-08,8.1041e-08,2.8382999999999997e-08,9.944e-09,1.4429000000000001e-08,2.4144e-08,3.2836e-08,5.1778e-08,0.0181,300.0
Mo95,42,95,8.4024e-10,4.1549e-08,3.1465e-07,3.5253e-07,4.7853000000000005e-08,1.5797000000000002e-08,2.2009e-08,3.6421e-08,5.2436999999999995e-08,8.503199999999999e-08,0.0181,300.0
Mo96,42,96,8.9379e-10,2.9683000000000002e-08,8.8973e-08,1.3209000000000001e-07,8.1189e-08,3.1141e-08,4.3482000000000005e-08,7.1934e-08,1.0369000000000001e-07,1.6768e-07,0.0181,300.0
Mo97,42,97,5.1997e-10,1.0310999999999999e-08,4.224e-08,5.9643e-08,2.4327999999999998e-08,9.8662e-09,1.3789e-08,2.2808e-08,3.2889e-08,5.3113e-08,0.0181,300.0
Mo98,42,98,1.3349e-09,2.9259e-08,1.3053e-07,1.4554e-07,6.5897e-08,2.5453999999999998e-08,3.5626000000000004e-08,5.8866e-08,8.5124e-08,1.3714e-07,0.0181,300.0
Xe32,54,132,4.4773999999999994e-09,7.1491e-08,2.7147e-07,3.1552e-07,1.6420000000000003e-07,8.3743e-08,1.1648e-07,1.9288e-07,2.7854e-07,4.5207e-07,0.0181,300.0
Xe34,54,134,1.6783e-09,2.5949e-08,1.3782e-07,1.5939e-07,4.0982e-08,3.1342e-08,4.359e-08,7.2241e-08,1.0402000000000001e-07,1.6903e-07,0.0181,300.0
Cs33,55,133,1.1771e-09,1.6707000000000002e-08,7.226e-08,8.220599999999999e-08,3.1725e-08,2.1541e-08,2.9689000000000002e-08,4.9115e-08,7.1459e-08,1.1687999999999999e-07,0.0181,300.0
Ba34,56,134,3.6088e-10,1.1781e-08,4.3495e-08,5.7061000000000004e-08,3.378e-08,7.8889e-09,1.1612e-08,1.9299e-08,2.6657000000000002e-08,4.1132999999999995e-08,0.0181,300.0
Ba35,56,135,9.9158e-10,1.5867e-08,4.7246e-08,8.829700000000001e-08,2.6774e-08,1.8259e-08,2.5211999999999998e-08,4.1645e-08,6.0708e-08,9.9038e-08,0.0181,300.0
Ba36,56,136,1.1902e-09,3.4867e-08,1.4089e-07,1.7185e-07,8.5534e-08,2.347e-08,3.3217e-08,5.4747e-08,7.9079e-08,1.2584000000000002e-07,0.0181,300.0
Ba37,56,137,1.7146e-09,4.2632e-08,1.9422999999999999e-07,2.027e-07,7.1455e-08,3.2188e-08,4.4805e-08,7.4097e-08,1.0732000000000001e-07,1.7385e-07,0.0181,300.0
Ba38,56,138,1.1025000000000001e-08,2.1506999999999998e-07,6.7612e-07,8.151999999999999e-07,4.672e-07,2.0771e-07,2.8965999999999996e-07,4.794e-07,6.9171e-07,1.1197e-06,0.0181,300.0
La38,57,138,1.1639e-12,1.3448e-11,1.7902000000000002e-11,2.2811999999999998e-11,2.7918e-11,2.1872e-11,3.0476999999999995e-11,5.0463e-11,7.275900000000001e-11,1.1792e-10,0.0181,300.0
La39,57,139,1.2870999999999998e-09,2.4676e-08,6.7032e-08,7.367799999999999e-08,5.0769e-08,2.4212e-08,3.3748e-08,5.5866e-08,8.0579e-08,1.3053e-07,0.0181,300.0
Ce40,58,140,3.4658e-09,5.0709999999999995e-08,1.0156e-07,1.2432e-07,1.0714e-07,6.5173e-08,9.083e-08,1.5038e-07,2.1686e-07,3.5135e-07,0.0181,300.0
Pr41,59,141,5.4475e-10,8.267799999999999e-09,2.0975e-08,2.3340999999999997e-08,1.5534e-08,1.0112000000000001e-08,1.4029000000000001e-08,2.3251e-08,3.3542000000000003e-08,5.4615e-08,0.0181,300.0
Nd42,60,142,7.436e-10,1.1949e-08,1.9975000000000002e-08,3.1287e-08,3.476e-08,1.4152e-08,1.9806e-08,3.2762e-08,4.7198000000000003e-08,7.6137e-08,0.0181,300.0
Nd43,60,143,3.3291e-10,3.1129000000000003e-09,4.1267e-09,5.384100000000001e-09,6.589e-09,6.0907e-09,8.397100000000001e-09,1.3902000000000001e-08,2.0200999999999997e-08,3.3045e-08,0.0181,300.0
Nd44,60,144,6.6164e-10,6.8437e-09,9.6485e-09,1.2394e-08,1.5034e-08,1.2447999999999998e-08,1.7365999999999998e-08,2.8797999999999998e-08,4.133e-08,6.698999999999999e-08,0.0181,300.0
Hg02,80,202,6.5678e-10,8.4096e-09,1.2735000000000001e-08,1.6656e-08,1.8811e-08,1.2538e-08,1.7561e-08,2.9030999999999997e-08,4.1851e-08,6.743400000000001e-08,0.0181,300.0
Hg04,80,204,1.526e-10,1.4932000000000002e-09,2.1013e-09,6.1821e-09,2.4206e-09,2.8343e-09,3.9345000000000004e-09,6.5252e-09,9.3926e-09,1.5295000000000002e-08,0.0181,300.0
Tl03,81,203,3.5047000000000003e-10,4.4577e-09,6.6505000000000006e-09,8.802399999999998e-09,1.0148e-08,6.5733e-09,9.1474e-09,1.5129e-08,2.1881e-08,3.5477e-08,0.0181,300.0
Tl05,81,205,8.448400000000001e-10,9.8529e-09,1.2961000000000001e-08,1.7641e-08,1.9576e-08,1.5807e-08,2.1987e-08,3.6406999999999996e-08,5.258e-08,8.5325e-08,0.0181,300.0
Pb04,82,204,1.6865e-10,3.313e-09,5.6252e-09,7.4383e-09,9.8432e-09,3.335e-09,4.7238000000000006e-09,7.7817e-09,1.1240000000000002e-08,1.7869e-08,0.0181,300.0
Pb06,82,206,1.5847e-09,2.3634e-08,3.3072e-08,4.376e-08,5.2569999999999994e-08,2.9927e-08,4.1767000000000006e-08,6.9107e-08,9.975199999999999e-08,1.6132000000000002e-07,0.0181,300.0
Pb07,82,207,1.7620999999999997e-09,2.3873e-08,3.1153e-08,4.2759e-08,5.1039000000000005e-08,3.3147e-08,4.6201e-08,7.6482e-08,1.1030999999999999e-07,1.7869e-07,0.0181,300.0
Pb08,82,208,5.0681e-09,6.258200000000001e-08,7.7718e-08,1.1431e-07,1.3273e-07,9.5343e-08,1.3289999999999998e-07,2.2e-07,3.1725999999999997e-07,5.1394e-07,0.0181,300.0
Bi09,83,209,6.872699999999999e-10,6.906800000000001e-09,8.003399999999999e-09,1.0522e-08,1.4222e-08,1.2906e-08,1.798e-08,2.9773e-08,4.2910000000000005e-08,6.9569e-08,0.0181,300.0
H,1,1,0.7467600000000001,6.2061,6.9368,8.6646,10.145,1.2871,7.9963,11.859000000000002,23.101999999999997,31.623,0.0018100000000000002,0.0
H2,1,2,2.9743000000000003e-05,9.6546e-07,1.939e-06,5.9478e-06,7.4353e-06,8.9222e-06,1.1897e-05,1.7845999999999998e-05,2.3796e-05,3.5696e-05,0.0018100000000000002,0.0
He3,2,3,3.1518e-05,0.00033497,0.000359,0.00041856,0.00048164,0.00011589,0.0006173,0.00077537,0.001135,0.0015387,0.0018100000000000002,0.0
He4,2,4,0.25,4.5646,4.7414,6.9005,7.7451,0.43093000000000004,3.2393,6.0919,16.917,37.128,0.0018100000000000002,0.0
Li6,3,6,1.3481e-10,4.3758e-12,8.7889e-12,2.6993000000000005e-11,3.3774e-11,4.0566000000000006e-11,5.4203000000000004e-11,8.1589e-11,1.0898999999999999e-10,1.64e-10,0.0018100000000000002,0.0
Li7,3,7,1.9149e-09,6.2159e-11,1.2485e-10,3.87e-10,4.8605e-10,5.8174e-10,7.7666e-10,1.4104e-09,1.6419e-09,2.4058e-09,0.0018100000000000002,0.0
Be9,4,9,1.6050999999999998e-11,1.6228e-12,1.795e-12,4.0036e-12,6.1795e-12,7.1787e-12,9.103e-12,1.1314999999999999e-11,1.4445e-11,2.1323e-11,0.0018100000000000002,0.0
B10,5,10,7.4151e-11,2.0782999999999998e-11,2.2653e-11,2.7114999999999998e-11,4.7199e-11,5.5648e-11,6.9248e-11,8.5204e-11,1.0548999999999999e-10,1.4985e-10,0.0018100000000000002,0.0
B11,5,11,3.2832e-10,6.8721e-10,7.6767e-10,9.541e-10,1.1274e-09,5.6591e-10,1.7227e-09,2.3031e-09,2.9068e-09,4.159100000000001e-09,0.0018100000000000002,0.0
C12,6,12,0.0004378,0.13429000000000002,0.25921,0.40517,0.6864100000000001,0.00075464,0.004106800000000001,0.0052853,0.008481200000000001,0.24333000000000002,0.0018100000000000002,0.0
C13,6,13,5.3052e-06,0.00012623,0.00014213,0.00018426,0.00022003,9.144800000000001e-06,0.00011373,0.0001922,0.00040973,0.00054003,0.0018100000000000002,0.0
N14,7,14,6.9511e-05,0.0076914,0.0080875,0.010894,0.0126,0.00011982,0.004335,0.013228,0.049797,0.10567,0.0018100000000000002,0.0
N15,7,15,1.7094000000000002e-07,8.622e-07,8.734299999999998e-07,1.7625999999999999e-06,3.4075e-06,2.9465999999999997e-07,1.3084e-06,1.8575e-06,3.1351999999999996e-06,5.116e-06,0.0018100000000000002,0.0
O16,8,16,0.0020418,0.27875,0.8577899999999999,1.3348,2.7024,0.0035195,0.020003,0.02646,0.040238,0.17457,0.0018100000000000002,0.0
O17,8,17,8.241599999999999e-07,1.8574000000000002e-05,2.6451999999999997e-05,1.8852000000000002e-05,2.384e-05,1.4206e-06,8.4487e-06,1.2037e-05,1.7659e-05,2.2878e-05,0.0018100000000000002,0.0
O18,8,18,4.605e-06,0.0012714,0.0011503,0.0011235,0.00017542,7.9377e-06,4.3549e-05,5.4865e-05,8.6635e-05,0.00010783,0.0018100000000000002,0.0
F19,9,19,5.0778e-08,3.8944e-07,4.2942e-07,6.4198e-07,2.5474e-06,8.7528e-08,4.948600000000001e-07,6.2805e-07,9.673200000000002e-07,1.2225e-06,0.0018100000000000002,0.0
