# From file: input/yields/lims/k10/['Z0.0001.dat', 'Z0.008.dat', 'Z0.004.dat', 'Z0.02.dat']
mass_ini,Z_ini,mass_fin,elemSymb,elemZ,elemA,Yield,Mi_windloss,Mi_ini,Xi_avg,Xi_ini,ProdFact
1.9,0.004,0.64,o16  ,8,16,0.00012931973,0.0025475891,0.0024182694,0.0020218962,0.0019194069000000001,0.022591808999999997
1.9,0.004,0.64,o17  ,8,17,1.1966966999999999e-05,1.2946675000000001e-05,9.7970883e-07,1.0275139e-05,7.776056300000001e-07,1.1210283
1.9,0.004,0.64,o18  ,8,18,-1.7826685e-06,3.6789431e-06,5.4616116e-06,2.9197961000000002e-06,4.334941e-06,-0.17163065
1.9,0.004,0.64,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,f19  ,9,19,5.955557800000001e-07,6.9766378e-07,1.02108e-07,5.537014e-07,8.104424900000001e-08,0.83455342
1.9,0.004,0.64,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,ne20 ,10,20,-2.2529274999999997e-07,0.00040797284,0.00040819812999999994,0.00032378797000000005,0.00032399135,-0.00027269073
1.9,0.004,0.64,ne21 ,10,21,6.7572614e-08,1.1080113999999999e-06,1.0404387e-06,8.7937411e-07,8.258076599999999e-07,0.027294794
1.9,0.004,0.64,ne22 ,10,22,0.00031272040000000003,0.00034554797,3.2827586e-05,0.00027424443,2.6055615e-05,1.0222365
1.9,0.004,0.64,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,na22 ,11,22,1.0506384e-27,1.0506384e-27,0.0,8.338400399999999e-28,0.0,0.0
1.9,0.004,0.64,na23 ,11,23,6.2264735e-06,1.4645696e-05,8.419222499999999e-06,1.1623569e-05,6.682428599999999e-06,0.24040517
1.9,0.004,0.64,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,mg24 ,12,24,1.6771082e-07,0.00012999308999999998,0.00012982538,0.00010316912,0.00010304382,0.00052775297
1.9,0.004,0.64,mg25 ,12,25,5.829315300000001e-07,1.7644956e-05,1.7062024e-05,1.4003933e-05,1.3542315e-05,0.014557104
1.9,0.004,0.64,mg26 ,12,26,7.215694499999999e-07,2.0292356999999998e-05,1.9570787e-05,1.6105045e-05,1.5533549e-05,0.015691256
1.9,0.004,0.64,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,al-6 ,13,26,5.1036345e-08,5.1036345e-08,0.0,4.0505035999999996e-08,0.0,0.0
1.9,0.004,0.64,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,al27 ,13,27,7.2183047e-07,1.5362570000000002e-05,1.4640739e-05,1.2192516000000001e-05,1.1620516e-05,0.020867929
1.9,0.004,0.64,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,si28 ,14,28,1.3722456e-08,0.00016472957,0.00016471585,0.00013073775,0.00013073678,3.2616199e-06
1.9,0.004,0.64,si29 ,14,29,2.1422237999999995e-08,8.6628124e-06,8.641390199999999e-06,6.8752479e-06,6.858766000000001e-06,0.0010423668
1.9,0.004,0.64,si30 ,14,30,5.826314e-08,5.9913031999999995e-06,5.93304e-06,4.7550024999999995e-06,4.7091189e-06,0.0042110970000000005
1.9,0.004,0.64,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,si32 ,14,32,1.9046363999999998e-16,1.9046363999999998e-16,0.0,1.5116162e-16,0.0,0.0
1.9,0.004,0.64,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,p31  ,15,31,7.3771389e-09,2.0644702e-06,2.0570931e-06,1.6384685e-06,1.6327374e-06,0.0015217554999999998
1.9,0.004,0.64,p32  ,15,32,4.8621750999999996e-20,4.8621750999999996e-20,0.0,3.8588692999999997e-20,0.0,0.0
1.9,0.004,0.64,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,s32  ,16,32,-6.4486812e-08,9.978101999999999e-05,9.9845507e-05,7.919129e-05,7.9248472e-05,-0.00031348865
1.9,0.004,0.64,s33  ,16,33,1.7165576e-08,8.2992079e-07,8.1275522e-07,6.5866732e-07,6.4509271e-07,0.0090439571
1.9,0.004,0.64,s34  ,16,34,1.7826096e-10,4.7126974e-05,4.712679600000001e-05,3.7402361999999996e-05,3.7405054e-05,-3.1245490000000004e-05
1.9,0.004,0.64,s35  ,16,35,2.4906974e-09,2.4906974e-09,0.0,1.9767441e-09,0.0,0.0
1.9,0.004,0.64,fe54 ,26,54,-1.5041404999999998e-07,1.7839016e-05,1.798943e-05,1.4157949000000001e-05,1.4278407e-05,-0.0036794166
1.9,0.004,0.64,fe55 ,26,55,9.198927799999999e-08,9.198927799999999e-08,0.0,7.3007364e-08,0.0,0.0
1.9,0.004,0.64,fe56 ,26,56,-6.6059874e-07,0.00029430502999999996,0.00029496563,0.00023357543,0.00023411744999999999,-0.0010066545
1.9,0.004,0.64,fe57 ,26,57,4.814101e-07,7.6851893e-06,7.2037792e-06,6.0993566e-06,5.7177185e-06,0.028061263
1.9,0.004,0.64,fe58 ,26,58,2.3760435000000001e-07,1.1704476000000001e-06,9.3284325e-07,9.2892668e-07,7.404079300000001e-07,0.098510377
1.9,0.004,0.64,fe59 ,26,59,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,fe60 ,26,60,2.2854481000000002e-10,2.2854481000000002e-10,0.0,1.8138477e-10,0.0,0.0
1.9,0.004,0.64,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,co59 ,27,59,6.8037423e-08,9.1532797e-07,8.4729055e-07,7.264507600000001e-07,6.725038e-07,0.033511441
1.9,0.004,0.64,co60 ,27,60,8.031554200000001e-16,8.031554200000001e-16,0.0,6.3742496e-16,0.0,0.0
1.9,0.004,0.64,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.004,0.64,ni58 ,28,58,-1.0200347e-07,1.23725e-05,1.2474504e-05,9.819445e-06,9.9011504e-06,-0.0035987038000000002
1.9,0.004,0.64,ni59 ,28,59,9.5706589e-09,9.5706589e-09,0.0,7.5957614e-09,0.0,0.0
1.9,0.004,0.64,ni60 ,28,60,3.9894985e-09,4.9444975e-06,4.940508e-06,3.9242045e-06,3.9213351e-06,0.00031765996
1.9,0.004,0.64,ni61 ,28,61,5.6418975e-07,7.8102505e-07,2.1683532e-07,6.198611700000001e-07,1.7210458e-07,0.55650198
1.9,0.004,0.64,ni62 ,28,62,-5.2750136e-07,1.7295261e-07,7.004539399999999e-07,1.3726398e-07,5.5595797e-07,-0.60748535
2.1,0.004,0.65,g    ,0,1,1.2149419e-08,2.8590868000000002e-08,1.6441449000000002e-08,1.9717842e-08,1.1339757e-08,0.24025565
2.1,0.004,0.65,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,p    ,1,1,-0.054119706,1.0312068,1.0853266000000001,0.71117717,0.7485556,-0.022246266
2.1,0.004,0.65,d    ,1,2,8.510179699999999e-18,8.510179699999999e-18,0.0,5.8690896e-18,0.0,0.0
2.1,0.004,0.65,he3  ,2,3,0.00029444918999999996,0.00029444918999999996,0.0,0.00020306841,0.0,0.0
2.1,0.004,0.65,he4  ,2,4,0.041264355,0.40033284,0.35906848,0.27609164,0.24765149,0.047212325
2.1,0.004,0.65,li7  ,3,7,-1.8395754e-09,8.6520235e-10,2.7047777e-09,5.9669131e-10,1.8655e-09,-0.49504557
2.1,0.004,0.65,be7  ,4,7,8.335033900000001e-14,8.335033900000001e-14,0.0,5.748299599999999e-14,0.0,0.0
2.1,0.004,0.65,b8   ,5,8,4.2892816999999994e-27,4.2892816999999994e-27,0.0,2.9581254999999997e-27,0.0,0.0
2.1,0.004,0.65,c12  ,6,12,0.011495146000000001,0.012374557,0.00087941031,0.0085341772,0.00060653407,1.1483065000000001
2.1,0.004,0.65,c13  ,6,13,1.3583055999999998e-05,2.4166875e-05,1.0583819e-05,1.6666811e-05,7.2997177e-06,0.35854647
2.1,0.004,0.65,c14  ,6,14,2.4103741e-09,2.4103741e-09,0.0,1.6623271e-09,0.0,0.0
2.1,0.004,0.65,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,n14  ,7,14,0.00036501107000000004,0.0006854329799999999,0.00032042191000000004,0.00047271241999999997,0.00022099674,0.33021116
2.1,0.004,0.65,n15  ,7,15,-6.4801168e-07,6.174002500000001e-07,1.2654119e-06,4.257933e-07,8.7276146e-07,-0.31169674
2.1,0.004,0.65,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,o16  ,8,16,0.00015313528,0.0029360723999999998,0.0027829371,0.0020248776000000002,0.0019194069000000001,0.02323173
2.1,0.004,0.65,o17  ,8,17,1.0451531999999999e-05,1.1578978e-05,1.127446e-06,7.9855026e-06,7.776056300000001e-07,1.0115429
2.1,0.004,0.65,o18  ,8,18,-1.8622445e-06,4.4229619e-06,6.285206400000001e-06,3.0503186e-06,4.334941e-06,-0.15263797
2.1,0.004,0.65,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,f19  ,9,19,1.0329306e-06,1.1504361999999998e-06,1.1750558999999999e-07,7.9340435e-07,8.104424900000001e-08,0.99077237
2.1,0.004,0.65,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,ne20 ,10,20,7.095222800000001e-07,0.00047046269,0.00046975317,0.00032445704,0.00032399135,0.0006237661
2.1,0.004,0.65,ne21 ,10,21,9.2661594e-08,1.2899955e-06,1.1973339e-06,8.8965209e-07,8.258076599999999e-07,0.032341301
2.1,0.004,0.65,ne22 ,10,22,0.00051263237,0.00055041024,3.7777889e-05,0.00037959329,2.6055615e-05,1.1634171999999998
2.1,0.004,0.65,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,na22 ,11,22,1.0501136e-26,1.0501136e-26,0.0,7.242163e-27,0.0,0.0
2.1,0.004,0.65,na23 ,11,23,7.9727333e-06,1.7661549e-05,9.688815199999999e-06,1.2180379e-05,6.682428599999999e-06,0.26072645
2.1,0.004,0.65,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,mg24 ,12,24,2.917368e-07,0.00014969438999999998,0.00014940264999999998,0.00010323751,0.00010304382,0.00081557367
2.1,0.004,0.65,mg25 ,12,25,1.5125279000000001e-06,2.1147453000000002e-05,1.9634925e-05,1.4584450999999998e-05,1.3542315e-05,0.032197155
2.1,0.004,0.65,mg26 ,12,26,1.5349996999999999e-06,2.4057003e-05,2.2522003e-05,1.6591037e-05,1.5533549e-05,0.02860284
2.1,0.004,0.65,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,al-6 ,13,26,5.1126168e-08,5.1126168e-08,0.0,3.525942899999999e-08,0.0,0.0
2.1,0.004,0.65,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,al27 ,13,27,1.0093663000000002e-06,1.7857885e-05,1.6848518e-05,1.2315782999999998e-05,1.1620516e-05,0.025236629
2.1,0.004,0.65,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,si28 ,14,28,1.5090336000000003e-08,0.0001895696,0.00018955451,0.00013073767,0.00013073678,2.9509904e-06
2.1,0.004,0.65,si29 ,14,29,3.9652150000000005e-08,9.984138199999999e-06,9.944486000000001e-06,6.8856128999999996e-06,6.858766000000001e-06,0.0016966133
2.1,0.004,0.65,si30 ,14,30,9.982204600000001e-08,6.9275466e-06,6.8277245e-06,4.7776184000000005e-06,4.7091189e-06,0.0062718098
2.1,0.004,0.65,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,si32 ,14,32,4.6292023e-16,4.6292023e-16,0.0,3.1925535e-16,0.0,0.0
2.1,0.004,0.65,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,p31  ,15,31,1.1690418e-08,2.3789871000000002e-06,2.3672967e-06,1.6406808e-06,1.6327374e-06,0.0021077415
2.1,0.004,0.65,p32  ,15,32,1.1817471000000002e-19,1.1817471000000002e-19,0.0,8.1499799e-20,0.0,0.0
2.1,0.004,0.65,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,s32  ,16,32,-1.0928488e-07,0.00011479261999999998,0.00011490191000000001,7.916733e-05,7.9248472e-05,-0.00044489697999999995
2.1,0.004,0.65,s33  ,16,33,2.7198837000000005e-08,9.6251506e-07,9.3531622e-07,6.638035200000001e-07,6.4509271e-07,0.012417406
2.1,0.004,0.65,s34  ,16,34,4.656612900000001e-10,5.4233842000000004e-05,5.4233375999999996e-05,3.7402653e-05,3.7405054e-05,-2.7880084e-05
2.1,0.004,0.65,s35  ,16,35,4.2105786e-09,4.2105786e-09,0.0,2.9038474e-09,0.0,0.0
2.1,0.004,0.65,fe54 ,26,54,-2.3858229e-07,2.04636e-05,2.0702181999999997e-05,1.4112828e-05,1.4278407e-05,-0.0050656996
2.1,0.004,0.65,fe55 ,26,55,1.3787032999999998e-07,1.3787032999999998e-07,0.0,9.508298899999999e-08,0.0,0.0
2.1,0.004,0.65,fe56 ,26,56,-1.1119992e-06,0.00033833357,0.00033944557,0.00023333351000000003,0.00023411744999999999,-0.0014566620999999999
2.1,0.004,0.65,fe57 ,26,57,7.8265111e-07,9.0727381e-06,8.290087e-06,6.2570612000000005e-06,5.7177185e-06,0.039147627000000004
2.1,0.004,0.65,fe58 ,26,58,4.2364877e-07,1.4971619999999998e-06,1.0735132e-06,1.0325256e-06,7.404079300000001e-07,0.14442977
2.1,0.004,0.65,fe59 ,26,59,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,fe60 ,26,60,8.169026e-10,8.169026e-10,0.0,5.6338112e-10,0.0,0.0
2.1,0.004,0.65,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,co59 ,27,59,1.1069369e-07,1.0857531000000002e-06,9.7505938e-07,7.487952299999999e-07,6.725038e-07,0.046668321
2.1,0.004,0.65,co60 ,27,60,2.8707732e-15,2.8707732e-15,0.0,1.9798436e-15,0.0,0.0
2.1,0.004,0.65,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.004,0.65,ni58 ,28,58,-1.6431295000000003e-07,1.4191309e-05,1.4355622e-05,9.7871098e-06,9.9011504e-06,-0.0050312094
2.1,0.004,0.65,ni59 ,28,59,1.3499279e-08,1.3499279e-08,0.0,9.309848e-09,0.0,0.0
2.1,0.004,0.65,ni60 ,28,60,1.1228167e-08,5.6967497e-06,5.6855215e-06,3.9287929e-06,3.9213351e-06,0.00082518504
2.1,0.004,0.65,ni61 ,28,61,7.535076600000001e-07,1.0030411e-06,2.4953346e-07,6.9175252e-07,1.7210458e-07,0.60415828
2.1,0.004,0.65,ni62 ,28,62,-6.8783135e-07,1.1824891000000001e-07,8.060802700000001e-07,8.155097900000002e-08,5.5595797e-07,-0.8336128
2.25,0.004,0.664,g    ,0,1,2.0908696999999998e-08,3.8892267e-08,1.798357e-08,2.4522237000000002e-08,1.1339757e-08,0.33495635
2.25,0.004,0.664,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,p    ,1,1,-0.10025966,1.0868646999999998,1.1871243999999999,0.6852866999999999,0.7485556,-0.038351752
2.25,0.004,0.664,d    ,1,2,9.8365903e-18,9.8365903e-18,0.0,6.2021377999999994e-18,0.0,0.0
2.25,0.004,0.664,he3  ,2,3,0.00026586777,0.00026586777,0.0,0.00016763416,0.0,0.0
2.25,0.004,0.664,he4  ,2,4,0.074617714,0.46736491,0.39274719,0.29468155,0.24765149,0.075512007
2.25,0.004,0.664,li7  ,3,7,-2.0832596e-09,8.7521196e-10,2.9584715e-09,5.518360799999999e-10,1.8655e-09,-0.52898514
2.25,0.004,0.664,be7  ,4,7,6.065607700000001e-14,6.065607700000001e-14,0.0,3.8244690000000004e-14,0.0,0.0
2.25,0.004,0.664,b8   ,5,8,8.3944006e-27,8.3944006e-27,0.0,5.2928126e-27,0.0,0.0
2.25,0.004,0.664,c12  ,6,12,0.022870565,0.023832459,0.0009618942900000001,0.015026771000000001,0.00060653407,1.3940105
2.25,0.004,0.664,c13  ,6,13,1.2902543e-05,2.4479068000000003e-05,1.1576524999999998e-05,1.5434468999999998e-05,7.2997177e-06,0.32518563
2.25,0.004,0.664,c14  ,6,14,9.1463779e-09,9.1463779e-09,0.0,5.7669469e-09,0.0,0.0
2.25,0.004,0.664,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,n14  ,7,14,0.00045073984,0.00080121565,0.00035047580999999996,0.0005051801000000001,0.00022099674,0.35906038
2.25,0.004,0.664,n15  ,7,15,-7.5280957e-07,6.312911899999999e-07,1.3841008e-06,3.9803984e-07,8.7276146e-07,-0.340969
2.25,0.004,0.664,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,o16  ,8,16,0.00018487708,0.0032288390000000003,0.0030439619,0.0020358381,0.0019194069000000001,0.025576192999999997
2.25,0.004,0.664,o17  ,8,17,1.8050305e-05,1.92835e-05,1.2331944e-06,1.2158575e-05,7.776056300000001e-07,1.1941233
2.25,0.004,0.664,o18  ,8,18,-2.4360597e-06,4.4386652e-06,6.8747249e-06,2.7986541e-06,4.334941e-06,-0.19003399
2.25,0.004,0.664,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,f19  ,9,19,4.003415100000001e-06,4.1319422e-06,1.2852699000000001e-07,2.6052598999999997e-06,8.104424900000001e-08,1.5071288
2.25,0.004,0.664,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,ne20 ,10,20,1.3498822e-05,0.00052731234,0.00051381352,0.00033247942,0.00032399135,0.011231379
2.25,0.004,0.664,ne21 ,10,21,5.7042325e-07,1.8800606000000002e-06,1.3096374e-06,1.1854103e-06,8.258076599999999e-07,0.15698979999999998
2.25,0.004,0.664,ne22 ,10,22,0.0017707588000000002,0.00181208,4.1321255000000004e-05,0.0011425473,2.6055615e-05,1.6419728999999998
2.25,0.004,0.664,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,na22 ,11,22,7.8574106e-25,7.8574106e-25,0.0,4.9542314e-25,0.0,0.0
2.25,0.004,0.664,na23 ,11,23,2.7831262000000002e-05,3.8428836e-05,1.0597575e-05,2.4230036e-05,6.682428599999999e-06,0.55941975
2.25,0.004,0.664,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,mg24 ,12,24,1.8633000000000002e-06,0.00016527913,0.00016341583,0.00010421130999999999,0.00010304382,0.0048928941
2.25,0.004,0.664,mg25 ,12,25,1.0945752e-05,3.2422329e-05,2.1476577e-05,2.0442831e-05,1.3542315e-05,0.17884812
2.25,0.004,0.664,mg26 ,12,26,1.081441e-05,3.5448858e-05,2.4634448e-05,2.2351109e-05,1.5533549e-05,0.15802838
2.25,0.004,0.664,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,al-6 ,13,26,4.1979667999999996e-08,4.1979667999999996e-08,0.0,2.6468896e-08,0.0,0.0
2.25,0.004,0.664,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,al27 ,13,27,1.7587336000000001e-06,2.0187555e-05,1.8428822e-05,1.2728598e-05,1.1620516e-05,0.039555144
2.25,0.004,0.664,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,si28 ,14,28,-3.6030542000000006e-08,0.00020729769,0.00020733372,0.00013070472,0.00013073678,-0.00010650793
2.25,0.004,0.664,si29 ,14,29,1.7037019e-07,1.1047596000000001e-05,1.0877226000000001e-05,6.9656971e-06,6.858766000000001e-06,0.006718599699999999
2.25,0.004,0.664,si30 ,14,30,4.0287659000000004e-07,7.8710054e-06,7.468128799999999e-06,4.9628029e-06,4.7091189e-06,0.022787372
2.25,0.004,0.664,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,si32 ,14,32,2.8623333000000003e-15,2.8623333000000003e-15,0.0,1.80475e-15,0.0,0.0
2.25,0.004,0.664,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,p31  ,15,31,4.420053299999999e-08,2.6335370000000002e-06,2.5893364e-06,1.6604899e-06,1.6327374e-06,0.0073199179
2.25,0.004,0.664,p32  ,15,32,7.306988299999999e-19,7.306988299999999e-19,0.0,4.6071804e-19,0.0,0.0
2.25,0.004,0.664,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,s32  ,16,32,-4.1157182e-07,0.00012526753,0.0001256791,7.8983314e-05,7.9248472e-05,-0.0014555453
2.25,0.004,0.664,s33  ,16,33,6.922084599999999e-08,1.0922648000000001e-06,1.023044e-06,6.886915600000001e-07,6.4509271e-07,0.028402606
2.25,0.004,0.664,s34  ,16,34,3.9653969e-09,5.9324146e-05,5.932018e-05,3.7404883e-05,3.7405054e-05,-1.9932243e-06
2.25,0.004,0.664,s35  ,16,35,1.6012403999999998e-08,1.6012403999999998e-08,0.0,1.0096094e-08,0.0,0.0
2.25,0.004,0.664,fe54 ,26,54,-7.0543319e-07,2.1938503999999998e-05,2.2643937e-05,1.38326e-05,1.4278407e-05,-0.01377594
2.25,0.004,0.664,fe55 ,26,55,2.9896671e-07,2.9896671e-07,0.0,1.8850361e-07,0.0,0.0
2.25,0.004,0.664,fe56 ,26,56,-3.9820443e-06,0.00036730172,0.00037128376000000003,0.00023158999,0.00023411744999999999,-0.0047140103
2.25,0.004,0.664,fe57 ,26,57,2.2616987000000002e-06,1.1329351999999999e-05,9.0676531e-06,7.1433492000000005e-06,5.7177185e-06,0.096679091
2.25,0.004,0.664,fe58 ,26,58,1.9108966e-06,3.0850997e-06,1.174203e-06,1.9452079e-06,7.404079300000001e-07,0.41949499
2.25,0.004,0.664,fe59 ,26,59,-5.186205599999999e-42,-5.186205599999999e-42,0.0,-3.2706306e-42,0.0,0.0
2.25,0.004,0.664,fe60 ,26,60,1.5821346e-08,1.5821346e-08,0.0,9.9756283e-09,0.0,0.0
2.25,0.004,0.664,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,co59 ,27,59,4.059998e-07,1.4725146999999998e-06,1.0665149e-06,9.284455600000001e-07,6.725038e-07,0.14006172
2.25,0.004,0.664,co60 ,27,60,5.5599699999999995e-14,5.5599699999999995e-14,0.0,3.5056559e-14,0.0,0.0
2.25,0.004,0.664,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.004,0.664,ni58 ,28,58,-5.0079507e-07,1.5201306999999999e-05,1.5702102e-05,9.5846835e-06,9.9011504e-06,-0.014107878999999999
2.25,0.004,0.664,ni59 ,28,59,2.0530159e-08,2.0530159e-08,0.0,1.2944614999999999e-08,0.0,0.0
2.25,0.004,0.664,ni60 ,28,60,1.0108624e-07,6.319879499999999e-06,6.2187932999999995e-06,3.9847919e-06,3.9213351e-06,0.0069716787
2.25,0.004,0.664,ni61 ,28,61,1.2040216e-06,1.4769599e-06,2.7293837e-07,9.3124839e-07,1.7210458e-07,0.73327315
2.25,0.004,0.664,ni62 ,28,62,-8.743741099999999e-07,7.3122415e-09,8.8168633e-07,4.6104929e-09,5.5595797e-07,-2.0812945
2.5,0.004,0.6709999999999999,g    ,0,1,4.1197236000000004e-08,6.1936227e-08,2.0738991000000002e-08,3.3863436e-08,1.1339757e-08,0.47512728
2.5,0.004,0.6709999999999999,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.004,0.6709999999999999,p    ,1,1,-0.14998055,1.2190336000000002,1.3690141000000002,0.66650277,0.7485556,-0.050422090999999995
2.5,0.004,0.6709999999999999,d    ,1,2,1.1160198e-17,1.1160198e-17,0.0,6.1018027999999994e-18,0.0,0.0
2.5,0.004,0.6709999999999999,he3  ,2,3,0.00024924477000000004,0.00024924477000000004,0.0,0.0001362738,0.0,0.0
2.5,0.004,0.6709999999999999,he4  ,2,4,0.11147109,0.56439453,0.45292345,0.30858094,0.24765149,0.095528156
2.5,0.004,0.6709999999999999,li7  ,3,7,-2.7978415e-09,6.1392347e-10,3.4117651e-09,3.3566072e-10,1.8655e-09,-0.74489474
