 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
Se77   34   77  4.3097E+00  3.5274E+01  6.6423E+01  8.7677E+00  9.4272E+01  1.2356E+02  1.0464E+00  8.3239E+01  9.0982E+01  9.7422E-01  1.8073E+01  1.2017E+02  3.2501E-08  2.6161E-07  4.9848E-07  4.7812E-09  5.7715E-08  8.0477E-08  3.9539E-11  4.5795E-09  5.2633E-09  3.5223E-12  9.3375E-11  6.6674E-10  4.3114E+00  8.7728E+00  1.0528E+00  9.7552E-01  3.2513E-08  4.7840E-09  3.9780E-11  3.5271E-12  9.4622E-09  9.4610E-10  9.4610E-11  9.4610E-12
Se78   34   78  3.5103E+00  1.9087E+01  3.7197E+01  6.3175E+00  1.0270E+02  1.3889E+02  1.1511E+00  1.1371E+02  1.1564E+02  1.0311E+00  3.2195E+01  1.3115E+02  8.3540E-08  4.4674E-07  8.8095E-07  1.0872E-08  1.9843E-07  2.8548E-07  1.3726E-10  1.9743E-08  2.1111E-08  1.1765E-11  5.2494E-10  2.2963E-09  3.5111E+00  6.3232E+00  1.1599E+00  1.0335E+00  8.3559E-08  1.0882E-08  1.3830E-10  1.1793E-11  2.9861E-08  2.9857E-09  2.9857E-10  2.9857E-11
Se80   34   80  1.9318E+00  6.2175E+00  1.3432E+01  2.5063E+00  3.4662E+01  5.0862E+01  8.9835E-01  4.0054E+01  3.6925E+01  9.0969E-01  1.5112E+01  3.8717E+01  9.8409E-08  3.1150E-07  6.8097E-07  9.2327E-09  1.4335E-07  2.2378E-07  2.2930E-10  1.4886E-08  1.4430E-08  2.2218E-11  5.2744E-10  1.4511E-09  1.9320E+00  2.5082E+00  9.0138E-01  9.1077E-01  9.8421E-08  9.2398E-09  2.3008E-10  2.2245E-11  6.3920E-08  6.3912E-09  6.3912E-10  6.3912E-11
Se82   34   82  1.6855E+00  1.0568E+01  2.8237E+01  1.6525E+00  1.8283E+01  5.4245E+01  9.3282E-01  1.3533E+01  3.3222E+01  9.4347E-01  9.0401E-01  3.8834E+01  1.5487E-08  9.5500E-08  2.5820E-07  1.0980E-09  1.3638E-08  4.3050E-08  4.2946E-11  9.0724E-10  2.3417E-09  4.1564E-12  5.6912E-12  2.6253E-10  1.6860E+00  1.6535E+00  9.3379E-01  9.4346E-01  1.5491E-08  1.0987E-09  4.2992E-11  4.1565E-12  1.1529E-08  1.1528E-09  1.1528E-10  1.1528E-11
Br79   35   79  3.1187E+00  1.1006E+01  2.1880E+01  6.1040E+00  7.2529E+01  9.0557E+01  9.9955E-01  8.3935E+01  7.2915E+01  9.1197E-01  2.1313E+01  8.2488E+01  2.5407E-08  8.8182E-08  1.7739E-07  3.5956E-09  4.7965E-08  6.3713E-08  4.0797E-11  4.9883E-09  4.5565E-09  3.5618E-12  1.1895E-10  4.9438E-10  3.1191E+00  6.1080E+00  1.0060E+00  9.1352E-01  2.5411E-08  3.5980E-09  4.1061E-11  3.5679E-12  1.0222E-08  1.0220E-09  1.0220E-10  1.0220E-11
Br81   35   81  2.5605E+00  1.0734E+01  2.3112E+01  4.6143E+00  7.2065E+01  9.0447E+01  1.0305E+00  7.2521E+01  7.4781E+01  1.0515E+00  1.8452E+01  7.1543E+01  2.0805E-08  8.5772E-08  1.8688E-07  2.7112E-09  4.7538E-08  6.3474E-08  4.1955E-11  4.2990E-09  4.6612E-09  4.0962E-12  1.0272E-10  4.2769E-10  2.5609E+00  4.6183E+00  1.0361E+00  1.0528E+00  2.0808E-08  2.7136E-09  4.2182E-11  4.1015E-12  1.0195E-08  1.0194E-09  1.0194E-10  1.0194E-11
Kr78   36   78  2.7313E+00  1.5462E+01  3.6751E+01  1.6608E+01  1.1959E+02  2.8616E+02  1.7620E+00  1.6513E+02  2.8054E+02  1.6420E+00  1.9935E+01  2.5718E+02  8.0463E-10  4.4796E-09  1.0774E-08  3.5380E-10  2.8601E-09  7.2809E-09  2.6008E-12  3.5490E-10  6.3398E-10  2.3192E-13  4.0236E-12  5.5743E-11  2.7320E+00  1.6614E+01  1.7747E+00  1.6434E+00  8.0483E-10  3.5393E-10  2.6196E-12  2.3212E-13  3.6964E-10  3.6959E-11  3.6959E-12  3.6959E-13
Kr80   36   80  3.3133E+00  2.5964E+01  6.2519E+01  1.7916E+01  2.1350E+02  4.0185E+02  1.9973E+00  2.5795E+02  3.5410E+02  1.8364E+00  2.8555E+01  3.4997E+02  6.4327E-09  4.9573E-08  1.2079E-07  2.5152E-09  3.3650E-08  6.7382E-08  1.9429E-11  3.6536E-09  5.2737E-09  1.7093E-12  3.7982E-11  4.9989E-10  3.3145E+00  1.7927E+01  2.0171E+00  1.8384E+00  6.4349E-09  2.5168E-09  1.9622E-11  1.7113E-12  2.4360E-09  2.4357E-10  2.4357E-11  2.4357E-12
Kr82   36   82  2.6156E+00  1.6899E+01  3.8396E+01  5.0840E+00  1.0808E+02  1.9125E+02  1.3142E+00  1.3743E+02  1.7901E+02  1.2310E+00  4.0196E+01  1.8661E+02  2.6080E-08  1.6571E-07  3.8099E-07  3.6658E-09  8.7496E-08  1.6471E-07  6.5659E-11  9.9978E-09  1.3693E-08  5.8849E-12  2.7461E-10  1.3690E-09  2.6163E+00  5.0901E+00  1.3247E+00  1.2339E+00  2.6087E-08  3.6703E-09  6.6188E-11  5.8992E-12  1.2511E-08  1.2510E-09  1.2510E-10  1.2510E-11
Kr83   36   83  2.0969E+00  1.0225E+01  2.4255E+01  3.1840E+00  5.7596E+01  9.3816E+01  1.0063E+00  6.0551E+01  8.3504E+01  9.4630E-01  1.5636E+01  8.3403E+01  2.0967E-08  1.0054E-07  2.4135E-07  2.3021E-09  4.6751E-08  8.1016E-08  5.0414E-11  4.4169E-09  6.4049E-09  4.5363E-12  1.0711E-10  6.1354E-10  2.0974E+00  3.1873E+00  1.0109E+00  9.4742E-01  2.0971E-08  2.3045E-09  5.0646E-11  4.5418E-12  1.2546E-08  1.2544E-09  1.2544E-10  1.2544E-11
Kr84   36   84  1.5321E+00  6.1517E+00  1.4433E+01  2.2571E+00  4.6023E+01  8.8194E+01  1.0225E+00  6.2865E+01  8.6494E+01  9.5886E-01  1.5883E+01  7.4362E+01  7.6408E-08  3.0171E-07  7.1630E-07  8.1396E-09  1.8633E-07  3.7987E-07  2.5548E-10  2.2872E-08  3.3090E-08  2.2926E-11  5.4269E-10  2.7284E-09  1.5324E+00  2.2597E+00  1.0273E+00  9.5999E-01  7.6420E-08  8.1491E-09  2.5669E-10  2.2954E-11  6.2574E-08  6.2566E-09  6.2566E-10  6.2566E-11
Kr86   36   86  2.0053E+00  1.2848E+01  3.9822E+01  2.1653E+00  5.9424E+01  1.9073E+02  9.7707E-01  9.4194E+01  1.8374E+02  9.6479E-01  6.5861E+01  1.3849E+02  3.0964E-08  1.9511E-07  6.1190E-07  2.4175E-09  7.4487E-08  2.5434E-07  7.5588E-11  1.0610E-08  2.1763E-08  7.1420E-12  6.9671E-10  1.5732E-09  2.0059E+00  2.1687E+00  9.8429E-01  9.6972E-01  3.0973E-08  2.4214E-09  7.6149E-11  7.1787E-12  1.9374E-08  1.9371E-09  1.9371E-10  1.9371E-11
Rb85   37   85  1.8724E+00  8.8643E+00  2.2632E+01  3.1445E+00  6.9496E+01  1.3043E+02  1.0583E+00  1.0231E+02  1.2687E+02  9.9754E-01  2.6816E+01  1.0606E+02  2.1905E-08  1.0199E-07  2.6348E-07  2.6601E-09  6.6003E-08  1.3179E-07  6.2036E-11  8.7321E-09  1.1385E-08  5.5951E-12  2.1493E-10  9.1291E-10  1.8728E+00  3.1485E+00  1.0662E+00  9.9950E-01  2.1910E-08  2.6635E-09  6.2497E-11  5.6062E-12  1.4679E-08  1.4677E-09  1.4677E-10  1.4677E-11
Rb87   37   87  2.7348E+00  2.2187E+01  6.6389E+01  4.8319E+00  1.2431E+02  2.9456E+02  1.0198E+00  1.6131E+02  3.5512E+02  9.9157E-01  8.7375E+01  2.2067E+02  1.3477E-08  1.0753E-07  3.2558E-07  1.7219E-09  4.9731E-08  1.2537E-07  2.5182E-11  5.7994E-09  1.3425E-08  2.3428E-12  2.9501E-10  8.0007E-10  2.7358E+00  4.8391E+00  1.0323E+00  9.9814E-01  1.3482E-08  1.7244E-09  2.5489E-11  2.3584E-12  6.1834E-09  6.1826E-10  6.1826E-11  6.1826E-12
Sr84   38   84  3.7218E+00  2.7057E+01  8.1668E+01  2.2272E+01  3.5070E+02  5.7784E+03  2.6956E+00  7.3518E+02  5.2712E+03  3.1598E+00  2.2039E+01  3.5929E+03  7.5872E-10  5.4246E-09  1.6568E-08  3.2833E-10  5.8042E-09  1.0174E-07  2.7534E-12  1.0934E-09  8.2434E-09  3.0884E-13  3.0782E-12  5.3889E-10  3.7230E+00  2.2292E+01  2.7524E+00  3.1612E+00  7.5897E-10  3.2862E-10  2.8114E-12  3.0898E-13  2.5579E-10  2.5576E-11  2.5576E-12  2.5576E-13
Sr86   38   86  2.4613E+00  1.9484E+01  5.2439E+01  6.6099E+00  2.2763E+02  7.7646E+02  2.1714E+00  3.5187E+02  8.1079E+02  1.8393E+00  4.1702E+01  6.4169E+02  9.0848E-09  7.0727E-08  1.9261E-07  1.7642E-09  6.8209E-08  2.4752E-07  4.0156E-11  9.4751E-09  2.2957E-08  3.2547E-12  1.0545E-10  1.7426E-09  2.4622E+00  6.6231E+00  2.1985E+00  1.8423E+00  9.0881E-09  1.7677E-09  4.0658E-11  3.2602E-12  4.6312E-09  4.6306E-10  4.6306E-11  4.6306E-12
Sr87   38   87  1.9132E+00  1.4362E+01  3.8640E+01  4.4255E+00  1.8160E+02  5.0100E+02  1.7710E+00  2.8392E+02  5.5765E+02  1.3124E+00  2.7342E+01  4.2673E+02  4.9925E-09  3.6856E-08  1.0034E-07  8.3504E-10  3.8470E-08  1.1291E-07  2.3154E-11  5.4050E-09  1.1163E-08  1.6419E-12  4.8881E-11  8.1925E-10  1.9139E+00  4.4360E+00  1.7928E+00  1.3144E+00  4.9942E-09  8.3705E-10  2.3440E-11  1.6444E-12  3.2742E-09  3.2737E-10  3.2737E-11  3.2737E-12
Sr88   38   88  1.5971E+00  1.0162E+01  3.3627E+01  2.8218E+00  1.1648E+02  7.9697E+02  1.1981E+00  2.7458E+02  1.1969E+03  1.0023E+00  2.9621E+01  7.4003E+02  5.0540E-08  3.1625E-07  1.0590E-06  6.4571E-09  2.9924E-07  2.1782E-06  1.8996E-10  6.3390E-08  2.9055E-07  1.5207E-11  6.4221E-10  1.7230E-08  1.5975E+00  2.8286E+00  1.2192E+00  1.0045E+00  5.0554E-08  6.4727E-09  1.9332E-10  1.5240E-11  3.9706E-08  3.9701E-09  3.9701E-10  3.9701E-11
Y89    39   89  1.4402E+00  7.1473E+00  2.5554E+01  2.4990E+00  8.4516E+01  9.2064E+02  1.1557E+00  2.5364E+02  1.4282E+03  1.0284E+00  2.5143E+01  9.0757E+02  1.2197E-08  5.9527E-08  2.1536E-07  1.5304E-09  5.8108E-08  6.7340E-07  4.9040E-11  1.5671E-08  9.2785E-08  4.1758E-12  1.4589E-10  5.6550E-09  1.4405E+00  2.5039E+00  1.1753E+00  1.0303E+00  1.2199E-08  1.5334E-09  4.9871E-11  4.1833E-12  1.0626E-08  1.0625E-09  1.0625E-10  1.0625E-11
Zr90   40   90  1.2275E+00  4.5109E+00  1.8438E+01  1.7810E+00  4.1631E+01  2.2752E+03  1.0843E+00  1.7242E+02  2.2321E+03  1.0717E+00  1.4809E+01  1.7691E+03  1.2679E-08  4.5822E-08  1.8952E-07  1.3302E-09  3.4907E-08  2.0297E-06  5.6111E-11  1.2992E-08  1.7685E-07  5.3069E-12  1.0480E-10  1.3444E-08  1.2277E+00  1.7834E+00  1.0975E+00  1.0727E+00  1.2680E-08  1.3320E-09  5.6799E-11  5.3121E-12  1.2960E-08  1.2958E-09  1.2958E-10  1.2958E-11
Zr91   40   91  1.3236E+00  4.7306E+00  1.8910E+01  1.7727E+00  4.5185E+01  1.2281E+03  1.0292E+00  1.7325E+02  1.6929E+03  9.8815E-01  1.6680E+01  1.4163E+03  3.0146E-09  1.0596E-08  4.2859E-08  2.9194E-10  8.3545E-09  2.4157E-07  1.1745E-11  2.8786E-09  2.9577E-08  1.0790E-12  2.6028E-11  2.3731E-09  1.3238E+00  1.7752E+00  1.0426E+00  9.8934E-01  3.0150E-09  2.9237E-10  1.1897E-11  1.0803E-12  2.8577E-09  2.8573E-10  2.8573E-11  2.8573E-12
Zr92   40   92  1.2138E+00  3.1825E+00  1.2340E+01  1.4503E+00  3.1071E+01  1.1098E+03  1.0303E+00  1.6065E+02  1.8712E+03  9.8587E-01  1.6920E+01  1.2179E+03  4.2720E-09  1.1015E-08  4.3219E-08  3.6909E-10  8.8774E-09  3.3735E-07  1.8168E-11  4.1248E-09  5.0519E-08  1.6635E-12  4.0799E-11  3.1535E-09  1.2139E+00  1.4520E+00  1.0427E+00  9.8708E-01  4.2724E-09  3.6954E-10  1.8387E-11  1.6656E-12  4.4160E-09  4.4154E-10  4.4154E-11  4.4154E-12
Zr94   40   94  1.1030E+00  2.2200E+00  7.4733E+00  1.2194E+00  1.5975E+01  1.1255E+03  9.7615E-01  1.0637E+02  1.8517E+03  9.3594E-01  1.3389E+01  1.2066E+03  4.0196E-09  7.9564E-09  2.7102E-08  3.2133E-10  4.7261E-09  3.5423E-07  1.7823E-11  2.8279E-09  5.1764E-08  1.6352E-12  3.3429E-11  3.2351E-09  1.1031E+00  1.2203E+00  9.8431E-01  9.3688E-01  4.0198E-09  3.2156E-10  1.7973E-11  1.6369E-12  4.5725E-09  4.5719E-10  4.5719E-11  4.5719E-12
Zr96   40   96  3.2544E-01  4.0017E+00  1.9540E+01  4.3457E-01  1.3843E+01  3.4499E+03  3.9391E-02  1.4235E+02  4.2007E+03  1.8868E-02  6.7031E+01  5.7127E+03  1.9513E-10  2.3597E-09  1.1659E-08  1.8842E-11  6.7382E-10  1.7866E-07  1.1834E-13  6.2267E-10  1.9321E-08  5.4240E-15  2.7536E-11  2.5201E-09  3.2563E-01  4.3537E-01  5.0413E-02  2.3962E-02  1.9525E-10  1.8877E-11  1.5145E-13  6.8884E-15  7.5233E-10  7.5223E-11  7.5223E-12  7.5223E-13
Nb93   41   93  1.1415E+00  2.2251E+00  7.8138E+00  1.2730E+00  1.8638E+01  7.5658E+02  9.4999E-01  9.7915E+01  1.3125E+03  9.0287E-01  1.1503E+01  8.3406E+02  1.7964E-09  3.4436E-09  1.2237E-08  1.4486E-10  2.3811E-09  1.0283E-07  7.4905E-12  1.1241E-09  1.5845E-08  6.8120E-13  1.2402E-11  9.6568E-10  1.1416E+00  1.2741E+00  9.5750E-01  9.0368E-01  1.7964E-09  1.4498E-10  7.5499E-12  6.8182E-13  1.9745E-09  1.9743E-10  1.9743E-11  1.9743E-12
Mo92   42   92  1.0601E+00  1.4541E+00  2.6940E+00  1.2046E+00  6.9215E+00  2.0748E+03  1.0349E+00  3.2401E+01  3.4229E+03  1.0494E+00  1.2913E+00  5.3641E+03  6.3049E-10  8.5049E-10  1.5945E-09  5.1806E-11  3.3419E-10  1.0658E-07  3.0839E-12  1.4059E-10  1.5617E-08  2.9922E-13  5.2617E-13  2.3472E-09  1.0601E+00  1.2049E+00  1.0373E+00  1.0494E+00  6.3050E-10  5.1821E-11  3.0912E-12  2.9923E-13  7.4625E-10  7.4615E-11  7.4615E-12  7.4615E-13
Mo94   42   94  1.1889E+00  1.5014E+00  2.9118E+00  1.3445E+00  4.7433E+00  2.1734E+03  1.2937E+00  3.4517E+01  3.7409E+03  1.4684E+00  1.2553E+00  4.6771E+03  4.5518E-10  5.6531E-10  1.1094E-09  3.7222E-11  1.4743E-10  7.1864E-08  2.4815E-12  9.6409E-11  1.0987E-08  2.6952E-13  3.2927E-13  1.3174E-09  1.1890E+00  1.3447E+00  1.2962E+00  1.4684E+00  4.5519E-10  3.7228E-11  2.4865E-12  2.6953E-13  4.8037E-10  4.8031E-11  4.8031E-12  4.8031E-13
Mo95   42   95  1.1289E+00  2.3394E+00  8.8979E+00  1.2950E+00  1.2955E+01  9.1661E+02  9.7392E-01  9.4683E+01  1.8073E+03  9.7974E-01  1.7535E+01  1.2172E+03  7.5595E-10  1.5407E-09  5.9297E-09  6.2710E-11  7.0430E-10  5.3014E-08  3.2677E-12  4.6257E-10  9.2840E-09  3.1455E-13  8.0450E-12  5.9969E-10  1.1289E+00  1.2957E+00  9.8118E-01  9.8099E-01  7.5599E-10  6.2744E-11  3.2922E-12  3.1496E-13  8.4024E-10  8.4013E-11  8.4013E-12  8.4013E-13
Mo96   42   96  1.8819E+00  2.2318E+00  4.0613E+00  1.9090E+00  1.1157E+01  1.4620E+03  1.7917E+00  6.6781E+01  1.9135E+03  1.8551E+00  5.9297E+00  1.8288E+03  1.3405E-09  1.5635E-09  2.8790E-09  9.8332E-11  6.4520E-10  8.9945E-08  6.3948E-12  3.4705E-10  1.0456E-08  6.3357E-13  2.8939E-12  9.5845E-10  1.8819E+00  1.9095E+00  1.7968E+00  1.8554E+00  1.3405E-09  9.8361E-11  6.4129E-12  6.3369E-13  8.9379E-10  8.9368E-11  8.9368E-12  8.9368E-13
Mo97   42   97  1.0497E+00  1.2913E+00  2.8085E+00  1.0423E+00  6.4142E+00  7.3883E+02  9.8085E-01  3.8056E+01  8.7217E+02  1.0010E+00  6.2526E+00  7.6885E+02  4.3502E-10  5.2628E-10  1.1582E-09  3.1233E-11  2.1579E-10  2.6444E-08  2.0366E-12  1.1505E-10  2.7726E-09  1.9888E-13  1.7752E-12  2.3441E-10  1.0497E+00  1.0426E+00  9.8372E-01  1.0014E+00  4.3502E-10  3.1243E-11  2.0426E-12  1.9897E-13  5.1997E-10  5.1990E-11  5.1990E-12  5.1990E-13
Mo98   42   98  1.0561E+00  1.3289E+00  2.9500E+00  1.0806E+00  7.2761E+00  8.8218E+02  1.0127E+00  5.2405E+01  1.2530E+03  1.0206E+00  7.5871E+00  8.3726E+02  1.1236E-09  1.3904E-09  3.1232E-09  8.3132E-11  6.2842E-10  8.1059E-08  5.3982E-12  4.0674E-10  1.0226E-08  5.2058E-13  5.5301E-12  6.5534E-10  1.0561E+00  1.0810E+00  1.0167E+00  1.0211E+00  1.1236E-09  8.3162E-11  5.4196E-12  5.2085E-13  1.3349E-09  1.3347E-10  1.3347E-11  1.3347E-12
Xe32   54  132  1.0035E+00  1.1334E+00  2.0947E+00  1.0212E+00  4.6143E+00  5.7552E+02  9.5511E-01  3.5166E+01  9.3431E+02  9.4978E-01  4.4132E+00  6.2334E+02  3.5810E-09  3.9775E-09  7.4384E-09  2.6349E-10  1.3367E-09  1.7737E-07  1.7076E-11  9.1549E-10  2.5576E-08  1.6249E-12  1.0789E-11  1.6365E-09  1.0035E+00  1.0214E+00  9.5776E-01  9.5004E-01  3.5811E-09  2.6355E-10  1.7124E-11  1.6254E-12  4.4774E-09  4.4768E-10  4.4768E-11  4.4768E-12
Xe34   54  134  9.7631E-01  1.2523E+00  2.4788E+00  9.8653E-01  2.3137E+00  4.9977E+02  9.1340E-01  1.9281E+01  1.3233E+03  9.3228E-01  1.1306E+01  9.5777E+02  1.3059E-09  1.6474E-09  3.2995E-09  9.5420E-11  2.5124E-10  5.7736E-08  6.1215E-12  1.8815E-10  1.3578E-08  5.9786E-13  1.0361E-11  9.4254E-10  9.7633E-01  9.8661E-01  9.1483E-01  9.3307E-01  1.3059E-09  9.5429E-11  6.1312E-12  5.9838E-13  1.6783E-09  1.6781E-10  1.6781E-11  1.6781E-12
Cs33   55  133  9.6491E-01  1.0753E+00  2.0221E+00  9.7933E-01  3.2256E+00  4.7932E+02  8.9037E-01  2.3143E+01  8.4518E+02  8.7875E-01  5.3153E+00  6.6116E+02  9.0521E-10  9.9207E-10  1.8878E-09  6.6438E-11  2.4567E-10  3.8838E-08  4.1852E-12  1.5840E-10  6.0826E-09  3.9526E-13  3.4164E-12  4.5636E-10  9.6492E-01  9.7947E-01  8.9209E-01  8.7909E-01  9.0522E-10  6.6448E-11  4.1934E-12  3.9542E-13  1.1771E-09  1.1770E-10  1.1770E-11  1.1770E-12
Ba34   56  134  1.3275E+00  1.8773E+00  4.0327E+00  1.5245E+00  1.1761E+01  3.2039E+03  1.5809E+00  9.6614E+01  4.3896E+03  1.5887E+00  6.2089E+00  4.4619E+03  3.8182E-10  5.3101E-10  1.1542E-09  3.1706E-11  2.7462E-10  7.9586E-08  2.2782E-12  2.0272E-10  9.6849E-09  2.1907E-13  1.2235E-12  9.4416E-10  1.3276E+00  1.5251E+00  1.5883E+00  1.5891E+00  3.8183E-10  3.1719E-11  2.2889E-12  2.1912E-13  3.6088E-10  3.6083E-11  3.6083E-12  3.6083E-13
Ba35   56  135  9.6292E-01  1.1855E+00  2.0761E+00  9.7032E-01  3.3703E+00  9.5639E+02  8.8983E-01  2.9048E+01  7.6319E+02  8.8032E-01  4.3074E+00  1.3746E+03  7.6097E-10  9.2136E-10  1.6327E-09  5.5450E-11  2.1623E-10  6.5278E-08  3.5234E-12  1.6748E-10  4.6267E-09  3.3354E-13  2.3322E-12  7.9922E-10  9.6293E-01  9.7046E-01  8.9201E-01  8.8058E-01  7.6098E-10  5.5459E-11  3.5321E-12  3.3365E-13  9.9158E-10  9.9146E-11  9.9146E-12  9.9146E-13
Ba36   56  136  1.1807E+00  1.6108E+00  3.6740E+00  1.3145E+00  9.6532E+00  2.4053E+03  1.3138E+00  9.2788E+01  3.3184E+03  1.2237E+00  6.7099E+00  2.8742E+03  1.1200E-09  1.5027E-09  3.4682E-09  9.0164E-11  7.4334E-10  1.9705E-07  6.2437E-12  6.4209E-10  2.4145E-08  5.5650E-13  4.3605E-12  2.0058E-09  1.1807E+00  1.3150E+00  1.3208E+00  1.2241E+00  1.1200E-09  9.0199E-11  6.2775E-12  5.5670E-13  1.1902E-09  1.1900E-10  1.1900E-11  1.1900E-12
Ba37   56  137  1.0523E+00  1.3722E+00  3.1567E+00  1.1025E+00  5.3345E+00  1.2650E+03  1.0402E+00  5.5219E+01  2.3869E+03  9.6557E-01  1.2477E+01  1.4186E+03  1.4380E-09  1.8441E-09  4.2928E-09  1.0894E-10  5.9176E-10  1.4929E-07  7.1218E-12  5.5047E-10  2.5020E-08  6.3257E-13  1.1681E-11  1.4262E-09  1.0523E+00  1.1027E+00  1.0444E+00  9.6644E-01  1.4380E-09  1.0896E-10  7.1507E-12  6.3315E-13  1.7146E-09  1.7143E-10  1.7143E-11  1.7143E-12
Ba38   56  138  1.0878E+00  1.3065E+00  2.1852E+00  1.1516E+00  3.5782E+00  2.5074E+03  1.0394E+00  3.5709E+01  3.6194E+03  9.7683E-01  3.7254E+00  3.5716E+03  9.5585E-09  1.1290E-08  1.9107E-08  7.3166E-10  2.5523E-09  1.9027E-06  4.5759E-11  2.2890E-09  2.4395E-07  4.1149E-12  2.2426E-11  2.3088E-08  1.0878E+00  1.1517E+00  1.0421E+00  9.7704E-01  9.5586E-09  7.3176E-10  4.5878E-11  4.1158E-12  1.1025E-08  1.1023E-09  1.1023E-10  1.1023E-11
La38   57  138  9.8144E-01  9.9631E-01  1.0601E+00  9.9917E-01  1.2846E+00  4.2791E+02  9.4853E-01  3.7922E+00  6.4684E+02  9.3622E-01  1.0084E+00  1.0575E+03  9.1039E-13  9.0889E-13  9.7857E-13  6.7018E-14  9.6737E-14  3.4281E-11  4.4083E-15  2.5662E-14  4.6026E-12  4.1635E-16  6.4083E-16  7.2171E-13  9.8144E-01  9.9918E-01  9.4875E-01  9.3622E-01  9.1039E-13  6.7020E-14  4.4094E-15  4.1636E-16  1.1639E-12  1.1637E-13  1.1637E-14  1.1637E-15
La39   57  139  1.0898E+00  1.2413E+00  1.9124E+00  1.1502E+00  2.7988E+00  2.5615E+03  1.0175E+00  2.6245E+01  3.7716E+03  9.7400E-01  3.2008E+00  3.7455E+03  1.1179E-09  1.2523E-09  1.9523E-09  8.5315E-11  2.3307E-10  2.2693E-07  5.2293E-12  1.9641E-10  2.9678E-08  4.7901E-13  2.2494E-12  2.8267E-09  1.0898E+00  1.1503E+00  1.0194E+00  9.7417E-01  1.1179E-09  8.5323E-11  5.2394E-12  4.7910E-13  1.2871E-09  1.2869E-10  1.2869E-11  1.2869E-12
Ce40   58  140  1.0322E+00  1.1135E+00  1.4092E+00  1.0644E+00  1.8204E+00  1.9652E+03  9.8652E-01  1.2364E+01  3.2876E+03  9.6853E-01  2.2970E+00  3.0859E+03  2.8511E-09  3.0249E-09  3.8736E-09  2.1259E-10  4.0822E-10  4.6882E-07  1.3653E-11  2.4915E-10  6.9663E-08  1.2826E-12  4.3470E-12  6.2714E-09  1.0322E+00  1.0644E+00  9.8740E-01  9.6863E-01  2.8511E-09  2.1260E-10  1.3666E-11  1.2828E-12  3.4658E-09  3.4654E-10  3.4654E-11  3.4654E-12
Pr41   59  141  1.0126E+00  1.2254E+00  1.5512E+00  1.0260E+00  1.5362E+00  1.9404E+03  9.3624E-01  1.2597E+01  7.0435E+03  9.2310E-01  7.5355E+00  3.7018E+03  4.3962E-10  5.2320E-10  6.7019E-10  3.2210E-11  5.4144E-11  7.2761E-08  2.0366E-12  3.9901E-11  2.3458E-08  1.9214E-13  2.2414E-12  1.1824E-09  1.0126E+00  1.0260E+00  9.3715E-01  9.2360E-01  4.3962E-10  3.2211E-11  2.0386E-12  1.9225E-13  5.4475E-10  5.4468E-11  5.4468E-12  5.4468E-13
Nd42   60  142  1.1260E+00  1.2758E+00  1.5436E+00  1.2169E+00  2.2897E+00  2.9127E+03  1.1255E+00  9.7664E+00  5.2125E+03  1.1170E+00  1.8265E+00  5.5879E+03  6.6729E-10  7.4360E-10  9.1035E-10  5.2148E-11  1.1016E-10  1.4909E-07  3.3418E-12  4.2225E-11  2.3697E-08  3.1738E-13  7.4162E-13  2.4364E-09  1.1260E+00  1.2169E+00  1.1261E+00  1.1171E+00  6.6729E-10  5.2151E-11  3.3439E-12  3.1740E-13  7.4360E-10  7.4350E-11  7.4350E-12  7.4350E-13
Nd43   60  143  9.4499E-01  8.8652E-01  9.4813E-01  9.1395E-01  1.0109E+00  6.1971E+02  8.6668E-01  2.8727E+00  1.0321E+03  8.5117E-01  1.0084E+00  8.0090E+02  2.5073E-10  2.3132E-10  2.5034E-10  1.7535E-11  2.1775E-11  1.4201E-08  1.1522E-12  5.5606E-12  2.1006E-09  1.0827E-13  1.8331E-13  1.5634E-10  9.4499E-01  9.1395E-01  8.6683E-01  8.5118E-01  2.5073E-10  1.7535E-11  1.1524E-12  1.0828E-13  3.3291E-10  3.3287E-11  3.3287E-12  3.3287E-13
Nd44   60  144  9.8644E-01  9.4609E-01  1.0325E+00  9.7863E-01  1.1720E+00  9.6505E+02  9.5104E-01  3.9158E+00  1.7001E+03  9.4996E-01  1.1323E+00  1.3049E+03  5.2016E-10  4.9063E-10  5.4181E-10  3.7316E-11  5.0174E-11  4.3951E-08  2.5127E-12  1.5064E-11  6.8771E-09  2.4016E-13  4.0907E-13  5.0626E-10  9.8643E-01  9.7864E-01  9.5127E-01  9.4997E-01  5.2016E-10  3.7317E-11  2.5134E-12  2.4017E-13  6.6164E-10  6.6155E-11  6.6155E-12  6.6155E-13
