# Corrected
# names=['KIC', 'Teff2', 'e_Teff2', '[M/H]2', 'e_[M/H]2', 'M2', 'E_M2', 'e_M2', 'R2', 'E_R2', 'e_R2', 'log.g2', 'E_log.g2', 'e_log.g2', 'rho2', 'E_rho2', 'e_rho2']
 5431353 4486 107 -0.64 0.08     1.12     0.14     0.13    14.45     0.68     0.68     2.166     0.014     0.014     0.00037     0.00001     0.00001
 5345094 4666  79  0.17 0.05     1.19     0.11     0.10     5.31     0.19     0.18     3.064     0.010     0.010     0.00796     0.00021     0.00021
 6504978 4816  75  0.26 0.05     1.29     0.13     0.12     4.62     0.19     0.17     3.217     0.011     0.010     0.01302     0.00038     0.00037
 6587865 4385  86 -0.01 0.06     0.94     0.31     0.11    20.94     2.15     0.96     1.784     0.026     0.016     0.00011     0.00001     0.00001
 6505025 4656  85 -0.00 0.06     1.06     0.15     0.12    10.35     0.56     0.43     2.432     0.016     0.014     0.00095     0.00003     0.00003
 6504840 4603  88 -0.08 0.06     1.15     0.11     0.11     8.99     0.37     0.37     2.591     0.010     0.010     0.00158     0.00005     0.00005
 6188269 4751  88 -0.13 0.06     1.94     0.27     0.28    10.32     0.54     0.56     2.698     0.017     0.019     0.00177     0.00006     0.00006
 6188215 4891  82  0.03 0.05     2.23     0.29     0.27     8.19     0.43     0.39     2.958     0.014     0.015     0.00405     0.00016     0.00017
 6106895 4712  93 -0.28 0.06     1.17     0.15     0.13    11.33     0.60     0.55     2.398     0.012     0.012     0.00081     0.00003     0.00003
 6347518 4842  94 -0.32 0.06     1.29     0.15     0.14     6.42     0.29     0.27     2.932     0.013     0.014     0.00487     0.00014     0.00014
 5943448 4571  90 -0.16 0.06     0.96     0.20     0.11     9.87     0.69     0.44     2.436     0.020     0.015     0.00100     0.00004     0.00004
 5858947 4781 119 -1.04 0.09     1.04     0.11     0.11     4.48     0.18     0.19     3.151     0.012     0.013     0.01154     0.00035     0.00035
 6025641 4700  72  0.39 0.04     1.42     0.13     0.12     6.40     0.23     0.23     2.979     0.010     0.009     0.00543     0.00015     0.00015
 6425652 4666  95 -0.32 0.07     0.89     0.11     0.06    10.57     0.47     0.29     2.344     0.012     0.011     0.00076     0.00003     0.00003
 6425301 4554  88 -0.08 0.06     1.17     0.15     0.13     8.24     0.40     0.38     2.674     0.013     0.013     0.00209     0.00007     0.00008
 6504725 4533  74  0.35 0.05     1.31     0.23     0.20    11.78     0.80     0.75     2.413     0.017     0.018     0.00080     0.00003     0.00003
 6504411 4783 102 -0.55 0.07     0.85     0.06     0.05     9.95     0.30     0.27     2.369     0.010     0.009     0.00086     0.00003     0.00003
 5858641 4315  86  0.00 0.06     1.45     0.20     0.18    23.91     1.27     1.26     1.841     0.015     0.015     0.00011     0.00000     0.00000
 5858034 4794  91 -0.21 0.06     1.26     0.11     0.16    10.64     0.33     0.54     2.484     0.011     0.013     0.00105     0.00003     0.00003
 6025031 4548  79  0.20 0.05     1.16     0.13     0.12     8.42     0.37     0.34     2.651     0.012     0.012     0.00194     0.00006     0.00006
 6346443 4734  87 -0.08 0.06     1.18     0.15     0.15    10.64     0.50     0.51     2.455     0.015     0.016     0.00098     0.00003     0.00003
 6186435 4525  71  0.44 0.04     1.03     0.25     0.12    10.70     0.84     0.45     2.398     0.023     0.016     0.00085     0.00003     0.00003
 6185790 4578  90 -0.15 0.06     1.21     0.13     0.13    10.06     0.45     0.46     2.516     0.011     0.012     0.00119     0.00004     0.00004
 6104786 4785  99 -0.44 0.07     1.10     0.10     0.09     4.73     0.17     0.17     3.131     0.009     0.010     0.01043     0.00029     0.00028
 6266772 4552  84  0.03 0.06     1.50     0.19     0.15    10.94     0.54     0.50     2.536     0.011     0.011     0.00115     0.00005     0.00005
 6424157 4689  84  0.00 0.06     1.25     0.12     0.11     6.63     0.25     0.25     2.890     0.010     0.010     0.00428     0.00012     0.00012
 6345474 4607  83  0.06 0.05     0.99     0.12     0.08    10.22     0.52     0.41     2.415     0.010     0.009     0.00092     0.00004     0.00004
 6423690 4798 106 -0.65 0.07     1.18     0.14     0.13    10.97     0.54     0.52     2.429     0.013     0.012     0.00089     0.00003     0.00003
 6345145 4614  87 -0.08 0.06     1.28     0.19     0.17     9.92     0.57     0.54     2.550     0.017     0.017     0.00131     0.00005     0.00005
 6023638 4580  86 -0.04 0.06     1.27     0.15     0.14     8.63     0.39     0.37     2.670     0.014     0.013     0.00198     0.00006     0.00006
 6103934 4755  82  0.07 0.05     1.59     0.17     0.15     7.46     0.30     0.29     2.896     0.013     0.012     0.00385     0.00011     0.00011
 6185317 4683  84  0.00 0.06     1.11     0.11     0.10     5.93     0.23     0.21     2.936     0.010     0.010     0.00532     0.00014     0.00014
 5940587 4786  93 -0.28 0.06     1.37     0.14     0.12     6.76     0.27     0.26     2.916     0.011     0.011     0.00445     0.00014     0.00013
 6501237 4671  89 -0.14 0.06     1.43     0.14     0.13     8.88     0.34     0.34     2.697     0.011     0.011     0.00205     0.00006     0.00006
 6264398 4631  89 -0.14 0.06     0.97     0.08     0.06    10.38     0.38     0.29     2.391     0.010     0.009     0.00086     0.00003     0.00003
 6343543 4794  97 -0.40 0.07     1.61     0.23     0.21    13.49     0.79     0.73     2.384     0.013     0.013     0.00065     0.00003     0.00003
 6422994 4910  88 -0.15 0.06     1.71     0.19     0.18    11.60     0.53     0.54     2.543     0.011     0.011     0.00110     0.00003     0.00003
 6344499 4901 112 -0.87 0.08 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 6421579 4342  86  0.02 0.06     1.55     0.55     0.45    25.97     3.83     3.64     1.801     0.018     0.019     0.00009     0.00001     0.00001
 6343222 4562  76  0.27 0.05     1.22     0.13     0.12     7.43     0.30     0.29     2.784     0.011     0.013     0.00298     0.00008     0.00008
 6500038 4544  90 -0.16 0.06     1.14     0.11     0.12     8.93     0.37     0.39     2.591     0.011     0.012     0.00159     0.00005     0.00005
 6183311 4778  90 -0.20 0.06     1.31     0.23     0.21    11.48     0.84     0.80     2.436     0.015     0.016     0.00087     0.00005     0.00005
 5940068 4591  85 -0.00 0.06     1.16     0.11     0.10     6.69     0.26     0.25     2.850     0.010     0.010     0.00386     0.00011     0.00011
 5940060 4589  98 -0.40 0.07     1.09     0.12     0.12     8.54     0.40     0.39     2.612     0.011     0.011     0.00175     0.00006     0.00006
 6103082 4796  86 -0.06 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 6341990 4610  85 -0.00 0.06     1.03     0.11     0.08     5.42     0.21     0.17     2.984     0.011     0.010     0.00648     0.00017     0.00017
 6263410 4900  82  0.05 0.05     2.21     0.27     0.25     8.34     0.38     0.33     2.938     0.015     0.015     0.00379     0.00010     0.00010
 6262867 4531  99 -0.40 0.07     1.09     0.15     0.13    11.23     0.57     0.53     2.376     0.016     0.016     0.00077     0.00002     0.00002
 6262706 4719  90 -0.17 0.06     1.61     0.21     0.19     9.67     0.49     0.46     2.672     0.014     0.015     0.00177     0.00007     0.00007
 6181896 4779 101 -0.52 0.07     1.63     0.19     0.18     8.88     0.40     0.39     2.752     0.012     0.013     0.00232     0.00008     0.00007
 6100524 4651  98 -0.39 0.07     1.02     0.11     0.09     6.45     0.27     0.24     2.829     0.011     0.011     0.00381     0.00011     0.00011
 6101471 4786  91 -0.21 0.06     1.26     0.12     0.11     6.49     0.25     0.24     2.915     0.010     0.011     0.00462     0.00013     0.00014
 6100831 4615  96 -0.33 0.07     0.88     0.08     0.06    10.89     0.37     0.26     2.308     0.013     0.012     0.00068     0.00002     0.00002
 5938430 4566  88 -0.09 0.06     1.31     0.15     0.14     8.79     0.43     0.43     2.665     0.011     0.012     0.00192     0.00008     0.00008
 5768075 4597  67  0.56 0.04     1.49     0.15     0.15     6.59     0.26     0.25     2.973     0.011     0.012     0.00519     0.00015     0.00014
 5854149 4643  77  0.23 0.05     1.52     0.15     0.14    11.41     0.43     0.42     2.507     0.012     0.012     0.00103     0.00003     0.00003
 5682548 4508  91 -0.15 0.06     1.14     0.14     0.13    11.51     0.57     0.57     2.372     0.012     0.012     0.00075     0.00003     0.00003
 5937398 4668  87 -0.07 0.06     1.05     0.12     0.11     5.57     0.27     0.24     2.966     0.011     0.011     0.00605     0.00020     0.00022
 5596344 4782  92 -0.24 0.06     1.19     0.13     0.12    10.96     0.50     0.45     2.432     0.012     0.012     0.00090     0.00003     0.00003
 6844293 4751  95 -0.33 0.06     0.90     0.08     0.05    10.26     0.36     0.25     2.368     0.011     0.010     0.00083     0.00003     0.00002
 7014958 4623  76  0.26 0.05     1.45     0.19     0.16     8.78     0.41     0.39     2.713     0.015     0.014     0.00215     0.00006     0.00006
 6929729 4646  81  0.12 0.05     1.54     0.19     0.19     9.14     0.44     0.43     2.704     0.015     0.015     0.00202     0.00006     0.00006
 6844373 4619  86 -0.02 0.06     1.14     0.15     0.14     8.51     0.44     0.41     2.633     0.014     0.013     0.00184     0.00007     0.00007
 6587345 4552  77  0.25 0.05     0.98     0.13     0.10    10.46     0.60     0.51     2.395     0.010     0.010     0.00086     0.00005     0.00005
 6587245 4591  85 -0.01 0.06     1.97     0.28     0.28    16.65     0.96     0.97     2.287     0.017     0.017     0.00042     0.00002     0.00002
 6587665 4634  93 -0.24 0.06     1.24     0.19     0.17     8.90     0.48     0.47     2.630     0.019     0.019     0.00175     0.00005     0.00005
 6672662 4799  88 -0.12 0.06     1.41     0.25     0.21    11.06     0.72     0.57     2.499     0.020     0.024     0.00104     0.00004     0.00004
 6586554 4769  79  0.15 0.05     1.69     0.28     0.24    10.29     0.64     0.57     2.642     0.017     0.020     0.00155     0.00006     0.00005
 6843557 4582  78  0.20 0.05     1.61     0.16     0.15    10.81     0.44     0.43     2.576     0.011     0.010     0.00127     0.00004     0.00004
 6843705 4637  96 -0.35 0.07     1.47     0.20     0.19    13.03     0.72     0.69     2.374     0.014     0.015     0.00066     0.00003     0.00003
 6587049 4697  91 -0.21 0.06     1.35     0.16     0.15    11.50     0.53     0.54     2.446     0.011     0.012     0.00089     0.00003     0.00003
 7098412 4373 111 -0.72 0.08     1.19     0.27     0.24    24.69     2.12     2.02     1.727     0.023     0.025     0.00008     0.00001     0.00001
 6928997 4717  77  0.23 0.05     1.42     0.14     0.13     6.37     0.26     0.25     2.983     0.010     0.010     0.00551     0.00018     0.00017
 7014894 4865  79  0.15 0.05     2.12     0.14     0.28     9.85     0.28     0.54     2.776     0.011     0.014     0.00223     0.00006     0.00007
 6929280 4584  81  0.13 0.05     1.11     0.12     0.12    10.79     0.48     0.47     2.418     0.010     0.010     0.00089     0.00003     0.00003
 7098252 4637  94 -0.27 0.06     1.01     0.11     0.10    12.06     0.50     0.46     2.280     0.013     0.013     0.00058     0.00002     0.00002
 6502960 4510 107 -0.65 0.08     1.11     0.26     0.22    15.62     1.22     1.14     2.097     0.028     0.029     0.00029     0.00001     0.00001
 6502831 4883 115 -0.92 0.08 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 6502800 4626  81  0.12 0.05     1.27     0.13     0.12     7.43     0.29     0.29     2.797     0.011     0.010     0.00308     0.00009     0.00009
 6502765 4603  95 -0.30 0.06     0.92     0.12     0.06    10.58     0.51     0.28     2.356     0.015     0.012     0.00078     0.00002     0.00002
 6842824 4594  89 -0.13 0.06     1.20     0.20     0.18    11.23     0.68     0.64     2.415     0.020     0.020     0.00085     0.00003     0.00003
 6842918 4737  87 -0.09 0.06     1.07     0.29     0.16     9.98     0.87     0.55     2.473     0.025     0.016     0.00108     0.00004     0.00004
 7014001 4716  84 -0.00 0.06     1.42     0.13     0.20    10.88     0.36     0.60     2.516     0.015     0.018     0.00111     0.00003     0.00003
 6842204 4656  75  0.31 0.05     1.15     0.10     0.09     4.72     0.17     0.16     3.149     0.009     0.010     0.01087     0.00028     0.00028
 6585816 4551  72  0.39 0.04     1.57     0.19     0.18     9.37     0.45     0.45     2.690     0.013     0.013     0.00191     0.00007     0.00007
 6756908 4583  84  0.04 0.05     1.14     0.25     0.19    12.06     0.88     0.72     2.332     0.026     0.022     0.00065     0.00002     0.00002
 6756648 4958  80  0.10 0.05     2.51     0.32     0.30    10.10     0.46     0.44     2.827     0.017     0.017     0.00243     0.00006     0.00006
 6756579 4866  92 -0.26 0.06     2.08     0.20     0.16    13.59     0.51     0.42     2.489     0.010     0.010     0.00083     0.00002     0.00002
 6757332 4598  94 -0.27 0.06     1.16     0.11     0.11     7.93     0.31     0.30     2.704     0.011     0.011     0.00233     0.00007     0.00007
 6757558 4696  83  0.04 0.05     1.13     0.10     0.09     5.46     0.20     0.18     3.016     0.009     0.009     0.00694     0.00018     0.00018
 6501869 4811  90 -0.18 0.06     1.04     0.13     0.09    10.35     0.52     0.41     2.425     0.011     0.011     0.00094     0.00003     0.00003
 6501676 4554  92 -0.19 0.06     1.20     0.14     0.12     9.85     0.42     0.40     2.530     0.012     0.012     0.00126     0.00004     0.00004
 6584555 4669  72  0.40 0.04     1.24     0.11     0.10     5.03     0.18     0.17     3.130     0.010     0.010     0.00979     0.00026     0.00025
 6756017 4658  86 -0.05 0.06     1.11     0.19     0.15    10.86     0.73     0.61     2.413     0.018     0.016     0.00087     0.00004     0.00004
 6841449 4599  93 -0.23 0.06     1.21     0.12     0.11     9.79     0.41     0.37     2.540     0.010     0.011     0.00129     0.00004     0.00004
 6755907 4519  90 -0.15 0.06     1.17     0.12     0.11     9.74     0.38     0.39     2.529     0.010     0.011     0.00127     0.00004     0.00004
 6755830 4616  78  0.20 0.05     1.50     0.16     0.16    11.08     0.46     0.45     2.524     0.014     0.016     0.00110     0.00003     0.00003
 6841322 4602  98 -0.39 0.07     1.32     0.22     0.21    12.26     0.76     0.77     2.382     0.018     0.019     0.00072     0.00003     0.00003
 6755958 4633 103 -0.55 0.07     1.12     0.13     0.11     9.49     0.43     0.40     2.533     0.011     0.011     0.00131     0.00004     0.00004
 6584091 4603  79  0.19 0.05     1.08     0.16     0.15    10.51     0.65     0.57     2.429     0.013     0.013     0.00093     0.00004     0.00004
 6755373 4593  87 -0.05 0.06     1.38     0.16     0.14     9.81     0.45     0.41     2.594     0.012     0.012     0.00146     0.00005     0.00005
 6500623 4445  83  0.09 0.05     1.54     0.23     0.24    19.26     1.09     1.32     2.055     0.016     0.018     0.00021     0.00001     0.00001
 6583850 4969 114 -0.92 0.08     0.81     0.15     0.08     9.06     0.54     0.32     2.438     0.021     0.017     0.00110     0.00004     0.00004
 3323943 4670  92 -0.21 0.06     1.08     0.15     0.12    10.68     0.51     0.47     2.414     0.018     0.016     0.00089     0.00002     0.00003
 3217051 4583  74  0.33 0.05     1.28     0.13     0.19    11.02     0.41     0.66     2.462     0.014     0.017     0.00097     0.00003     0.00003
 3216467 4496  70  0.48 0.04     1.14     0.15     0.14    11.36     0.58     0.52     2.385     0.015     0.014     0.00078     0.00003     0.00003
 3096473 4546  88 -0.09 0.06     1.15     0.20     0.19    10.65     0.69     0.68     2.444     0.021     0.020     0.00095     0.00004     0.00004
 3216638 4450  89 -0.11 0.06     1.27     0.21     0.19    15.48     1.00     0.97     2.162     0.018     0.019     0.00034     0.00002     0.00002
 3424384 4667  99 -0.42 0.07     0.86     0.07     0.04     9.81     0.35     0.27     2.395     0.016     0.015     0.00092     0.00005     0.00005
 3526625 4632  82  0.10 0.05     1.11     0.22     0.17    10.50     0.71     0.55     2.442     0.023     0.020     0.00096     0.00003     0.00003
 3526061 4683  77  0.23 0.05     1.26     0.13     0.11     5.86     0.24     0.22     3.001     0.011     0.011     0.00624     0.00019     0.00019
 3424105 4554  77  0.26 0.05     1.49     0.16     0.13    10.10     0.42     0.38     2.603     0.011     0.011     0.00145     0.00004     0.00005
 3323401 4607  84  0.03 0.05     1.00     0.13     0.08    10.40     0.50     0.35     2.406     0.013     0.012     0.00089     0.00003     0.00003
 3425675 4682  90 -0.16 0.06     1.00     0.10     0.08    10.38     0.44     0.36     2.405     0.012     0.012     0.00089     0.00003     0.00003
 3527032 4666  91 -0.21 0.06     1.50     0.19     0.17    11.03     0.59     0.55     2.529     0.013     0.013     0.00112     0.00005     0.00005
 3425476 4697  83  0.04 0.05     1.38     0.13     0.11    10.90     0.43     0.28     2.501     0.011     0.012     0.00106     0.00003     0.00003
 3098716 4789 102 -0.55 0.07     0.86     0.14     0.05     9.76     0.52     0.31     2.402     0.017     0.013     0.00094     0.00003     0.00003
 3098045 4747  93 -0.27 0.06     1.13     0.11     0.11    10.66     0.40     0.42     2.436     0.010     0.010     0.00093     0.00003     0.00003
 2970396 4581  86 -0.04 0.06     1.02     0.10     0.09    10.88     0.47     0.38     2.375     0.011     0.010     0.00079     0.00003     0.00003
 3527708 4435  90 -0.14 0.06     1.02     0.27     0.13    20.38     1.83     0.95     1.829     0.030     0.019     0.00012     0.00000     0.00000
 3527891 4560  84  0.05 0.05     1.48     0.26     0.25    13.04     0.80     0.80     2.379     0.021     0.022     0.00067     0.00002     0.00002
 3426898 4657  98 -0.39 0.07     1.13     0.10     0.10     7.85     0.29     0.29     2.703     0.010     0.011     0.00234     0.00007     0.00007
 3730854 4522  79  0.18 0.05     1.47     0.17     0.18    10.84     0.50     0.55     2.535     0.015     0.015     0.00115     0.00004     0.00004
 3427629 4524  72  0.42 0.04     1.06     0.14     0.09    11.07     0.58     0.36     2.373     0.014     0.012     0.00077     0.00003     0.00003
 3529597 4794  80  0.11 0.05     2.19     0.32     0.26    11.85     0.61     0.56     2.630     0.015     0.015     0.00131     0.00004     0.00004
 3529276 4702  92 -0.24 0.06     1.57     0.15     0.15     9.70     0.37     0.37     2.660     0.010     0.011     0.00172     0.00005     0.00005
 3427850 4657  94 -0.30 0.06     1.07     0.12     0.11    11.80     0.52     0.48     2.322     0.013     0.013     0.00065     0.00002     0.00002
 3529480 4660  79  0.16 0.05     1.50     0.13     0.22    10.98     0.34     0.67     2.533     0.015     0.017     0.00114     0.00004     0.00004
 3528656 4531 101 -0.47 0.07     1.37     0.15     0.14    15.20     0.66     0.62     2.211     0.011     0.012     0.00039     0.00001     0.00001
 3529097 4591  77  0.25 0.05     1.33     0.19     0.16    11.67     0.70     0.60     2.425     0.012     0.012     0.00083     0.00003     0.00003
 3631092 4873  86 -0.07 0.06     1.50     0.18     0.17     5.18     0.23     0.22     3.183     0.014     0.015     0.01073     0.00027     0.00028
 3631402 4690  79  0.17 0.05     1.44     0.28     0.18    10.37     0.76     0.51     2.563     0.016     0.014     0.00128     0.00004     0.00005
 3326790 4599  91 -0.18 0.06     0.92     0.06     0.06    10.97     0.32     0.30     2.317     0.010     0.009     0.00069     0.00002     0.00002
 3530520 4546  71  0.43 0.04     1.43     0.30     0.27    11.96     0.84     0.83     2.437     0.025     0.028     0.00084     0.00003     0.00003
 3429738 4589  94 -0.26 0.06     1.11     0.13     0.12     8.33     0.37     0.38     2.641     0.011     0.012     0.00192     0.00007     0.00007
 3530823 4757  86 -0.06 0.06     1.67     0.19     0.14    11.28     0.50     0.38     2.558     0.012     0.012     0.00117     0.00003     0.00003
 3531478 4861  87 -0.09 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 3532113 4599  91 -0.17 0.06     1.27     0.15     0.14     9.83     0.45     0.43     2.556     0.014     0.014     0.00134     0.00004     0.00004
 3430048 4697  79  0.17 0.05     2.65     0.46     0.40    16.09     1.10     0.98     2.447     0.020     0.020     0.00063     0.00003     0.00003
 3222670 4771  94 -0.31 0.06     1.25     0.24     0.20    11.13     0.78     0.68     2.439     0.022     0.022     0.00090     0.00003     0.00003
 3222220 4601  82  0.09 0.05     1.15     0.14     0.12    11.53     0.55     0.51     2.376     0.012     0.012     0.00075     0.00003     0.00003
 3633057 4709  95 -0.31 0.06     1.33     0.14     0.13     9.60     0.38     0.38     2.595     0.014     0.012     0.00150     0.00004     0.00004
 3633152 4530  97 -0.36 0.07     1.09     0.13     0.13    10.83     0.54     0.52     2.407     0.013     0.014     0.00086     0.00003     0.00003
 3532734 4799  89 -0.16 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 3222834 4675  87 -0.07 0.06     1.01     0.11     0.09     4.54     0.20     0.16     3.126     0.010     0.009     0.01072     0.00034     0.00035
 3432732 4903  75  0.26 0.05     2.58     0.27     0.26    10.54     0.43     0.41     2.804     0.013     0.013     0.00220     0.00006     0.00005
 3103685 4359  77  0.29 0.05     1.33     0.16     0.15    16.85     0.75     0.73     2.108     0.014     0.014     0.00028     0.00001     0.00001
 3634720 4780  84  0.01 0.05     2.04     0.24     0.25    13.51     0.66     0.72     2.485     0.012     0.012     0.00083     0.00003     0.00004
 3839310 4425 103 -0.50 0.07     1.23     0.16     0.15    18.28     0.94     0.92     2.004     0.013     0.014     0.00020     0.00001     0.00001
 3736477 4705 104 -0.59 0.07     0.85     0.09     0.06    10.10     0.41     0.30     2.362     0.011     0.009     0.00083     0.00003     0.00003
 3736401 4622  83  0.04 0.05     1.02     0.14     0.07    10.52     0.52     0.34     2.406     0.014     0.012     0.00088     0.00003     0.00003
 2422635 4754  85 -0.03 0.06     1.21     0.22     0.20     6.39     0.40     0.39     2.908     0.022     0.023     0.00462     0.00016     0.00015
 2140446 4526  75  0.32 0.05     1.42     0.15     0.13     9.33     0.41     0.38     2.651     0.009     0.009     0.00175     0.00006     0.00006
 2283075 4599  79  0.19 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 2422073 4491  83  0.06 0.05     1.29     0.18     0.16    13.07     0.69     0.67     2.316     0.015     0.016     0.00058     0.00002     0.00002
 2831788 4574  82  0.09 0.05     1.34     0.13     0.12     9.37     0.35     0.35     2.621     0.011     0.011     0.00163     0.00005     0.00005
 2693261 4611  78  0.20 0.05     1.47     0.23     0.22    12.15     0.70     0.70     2.437     0.016     0.017     0.00082     0.00003     0.00003
 2832426 4638  89 -0.14 0.06     1.41     0.16     0.15    10.34     0.47     0.43     2.558     0.013     0.014     0.00127     0.00004     0.00004
 2554924 4584  76  0.27 0.05     1.23     0.13     0.13    11.31     0.48     0.49     2.421     0.011     0.012     0.00085     0.00003     0.00003
 2423824 4834  97 -0.39 0.07     1.64     0.46     0.35    15.71     1.36     1.24     2.261     0.033     0.033     0.00042     0.00001     0.00001
 2284330 4757  92 -0.23 0.06     1.51     0.42     0.37    13.36     1.52     1.45     2.364     0.021     0.023     0.00063     0.00006     0.00006
 2142095 4756  98 -0.43 0.07     1.02     0.11     0.10    11.06     0.46     0.43     2.359     0.013     0.012     0.00076     0.00002     0.00002
 2141928 4586  80  0.16 0.05     1.20     0.15     0.15    11.06     0.57     0.58     2.429     0.012     0.013     0.00089     0.00003     0.00004
 3100193 4389  68  0.54 0.04     1.36     0.16     0.15    12.76     0.55     0.59     2.361     0.013     0.013     0.00066     0.00002     0.00002
 2834230 4925  87 -0.13 0.06     2.30     0.33     0.34     9.48     0.49     0.51     2.846     0.018     0.019     0.00270     0.00007     0.00006
 2695267 4714  98 -0.41 0.07     0.91     0.12     0.06    10.32     0.58     0.31     2.369     0.011     0.010     0.00082     0.00003     0.00004
 3100053 4608  89 -0.12 0.06     0.93     0.08     0.06    10.40     0.35     0.31     2.375     0.011     0.011     0.00083     0.00003     0.00003
 2424934 4712  90 -0.18 0.06     1.32     0.18     0.17    11.65     0.61     0.61     2.426     0.013     0.013     0.00084     0.00003     0.00003
 2285898 4653  93 -0.26 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 2424822 4712  83  0.04 0.05     1.47     0.18     0.16     7.41     0.35     0.33     2.865     0.013     0.014     0.00361     0.00012     0.00013
 2835720 4624  88 -0.09 0.06     1.34     0.13     0.13     8.86     0.34     0.34     2.672     0.011     0.012     0.00194     0.00006     0.00006
 2696115 4468  76  0.28 0.05     2.18     0.27     0.25    19.58     0.92     0.88     2.192     0.013     0.014     0.00029     0.00001     0.00001
 2695975 4388  89 -0.07 0.06     1.66     0.18     0.19    23.56     0.97     1.03     1.913     0.014     0.014     0.00013     0.00000     0.00000
 3101090 4641  86 -0.05 0.06     1.19     0.22     0.18    11.29     0.78     0.69     2.410     0.020     0.019     0.00083     0.00003     0.00003
 3100505 4527  86 -0.02 0.06     1.19     0.20     0.18    11.15     0.68     0.66     2.419     0.020     0.020     0.00086     0.00003     0.00003
 2696732 4702  91 -0.18 0.06     1.27     0.14     0.13     6.95     0.29     0.28     2.858     0.013     0.012     0.00379     0.00010     0.00011
 2697082 4692  81  0.10 0.05     2.13     0.36     0.24    15.28     1.04     0.72     2.399     0.012     0.015     0.00059     0.00002     0.00003
 2696628 4293  83  0.09 0.05     1.37     0.16     0.15    21.92     1.03     1.04     1.893     0.012     0.012     0.00013     0.00001     0.00001
 2425631 4516  89 -0.10 0.06     1.59     0.18     0.16    16.44     0.72     0.71     2.207     0.011     0.012     0.00036     0.00001     0.00001
 2836038 4574  75  0.33 0.05     1.34     0.16     0.13    11.28     0.59     0.45     2.460     0.011     0.011     0.00093     0.00004     0.00004
 2973894 4720 117 -0.95 0.08     0.80     0.07     0.06     9.75     0.37     0.31     2.367     0.013     0.012     0.00086     0.00003     0.00003
 2697501 4798  73  0.34 0.05     1.99     0.38     0.28    11.18     0.94     0.67     2.642     0.020     0.020     0.00141     0.00009     0.00009
 2975717 4468  84  0.03 0.06     1.28     0.19     0.17    12.72     0.71     0.67     2.336     0.016     0.016     0.00062     0.00002     0.00002
 3102479 4618  76  0.27 0.05     1.46     0.17     0.13    11.37     0.54     0.46     2.489     0.011     0.011     0.00099     0.00003     0.00004
 4249357 4576  87 -0.07 0.06     1.25     0.12     0.11     9.55     0.37     0.35     2.576     0.010     0.010     0.00144     0.00004     0.00004
 4249128 4646  77  0.25 0.05     1.46     0.11     0.11    11.04     0.37     0.31     2.515     0.010     0.011     0.00108     0.00003     0.00003
 3942203 4631  88 -0.10 0.06     1.05     0.13     0.11    10.26     0.51     0.44     2.437     0.012     0.011     0.00097     0.00003     0.00003
 3838180 4627  86 -0.04 0.06     1.28     0.17     0.15     8.81     0.43     0.40     2.656     0.015     0.016     0.00187     0.00006     0.00006
 3941538 4551  79  0.17 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 3940854 4547  72  0.41 0.04     1.59     0.19     0.19     9.84     0.46     0.45     2.651     0.015     0.014     0.00166     0.00005     0.00005
 3838075 4612  81  0.13 0.05     1.28     0.15     0.14    10.98     0.51     0.50     2.464     0.014     0.015     0.00097     0.00003     0.00003
 4042951 4831 106 -0.66 0.07     0.96     0.11     0.10    10.13     0.43     0.43     2.410     0.012     0.011     0.00093     0.00003     0.00003
 4143460 4741  96 -0.36 0.07     1.56     0.21     0.20    11.64     0.59     0.60     2.497     0.014     0.015     0.00098     0.00003     0.00003
 3733028 4853  83  0.03 0.05     1.62     0.15     0.15     5.54     0.20     0.21     3.159     0.009     0.010     0.00950     0.00028     0.00027
 3631821 4857  88 -0.14 0.06     1.82     0.20     0.21    10.33     0.46     0.50     2.670     0.013     0.013     0.00166     0.00005     0.00005
 3734104 4588  83  0.06 0.05     1.27     0.16     0.16     8.76     0.44     0.43     2.656     0.015     0.016     0.00189     0.00007     0.00007
