isotope,a,z,yield,mass,metallicity,irv
Zn64,64,30,1.6566e-05,13.0,1.34e-05,300.0
Zn66,66,30,1.0908e-05,13.0,1.34e-05,300.0
Zn67,67,30,3.7768e-08,13.0,1.34e-05,300.0
Zn68,68,30,1.4079e-07,13.0,1.34e-05,300.0
Zn70,70,30,6.621e-09,13.0,1.34e-05,300.0
Ga69,69,31,2.3201e-08,13.0,1.34e-05,300.0
Ga71,71,31,2.6143e-08,13.0,1.34e-05,300.0
Ge70,70,32,3.7698e-08,13.0,1.34e-05,300.0
Ge72,72,32,4.798e-08,13.0,1.34e-05,300.0
Ge73,73,32,1.2646e-08,13.0,1.34e-05,300.0
Ge74,74,32,8.5488e-08,13.0,1.34e-05,300.0
Ge76,76,32,1.2229e-08,13.0,1.34e-05,300.0
As75,75,33,1.4366e-08,13.0,1.34e-05,300.0
Se74,74,34,2.7645e-09,13.0,1.34e-05,300.0
Se76,76,34,2.582e-08,13.0,1.34e-05,300.0
Se77,77,34,2.4048e-08,13.0,1.34e-05,300.0
Se78,78,34,5.6423e-08,13.0,1.34e-05,300.0
Se80,80,34,2.5059e-08,13.0,1.34e-05,300.0
Se82,82,34,1.1652e-08,13.0,1.34e-05,300.0
Br79,79,35,9.0175e-09,13.0,1.34e-05,300.0
Br81,81,35,1.0522e-08,13.0,1.34e-05,300.0
Kr78,78,36,9.6857e-10,13.0,1.34e-05,300.0
Kr80,80,36,1.1056e-08,13.0,1.34e-05,300.0
Kr82,82,36,3.9582e-08,13.0,1.34e-05,300.0
Kr83,83,36,1.614e-08,13.0,1.34e-05,300.0
Kr84,84,36,7.3196e-08,13.0,1.34e-05,300.0
Kr86,86,36,5.1287e-08,13.0,1.34e-05,300.0
Rb85,85,37,2.1523e-08,13.0,1.34e-05,300.0
Rb87,87,37,2.7021e-08,13.0,1.34e-05,300.0
Sr84,84,38,1.221e-08,13.0,1.34e-05,300.0
Sr86,86,38,4.5623e-08,13.0,1.34e-05,300.0
Sr87,87,38,2.6903e-08,13.0,1.34e-05,300.0
Sr88,88,38,6.5502e-07,13.0,1.34e-05,300.0
Y89,89,39,2.2086e-07,13.0,1.34e-05,300.0
Zr90,90,40,4.2971e-07,13.0,1.34e-05,300.0
Zr91,91,40,9.2673e-08,13.0,1.34e-05,300.0
Zr92,92,40,1.1781e-07,13.0,1.34e-05,300.0
Zr94,94,40,1.348e-07,13.0,1.34e-05,300.0
Zr96,96,40,7.1489e-08,13.0,1.34e-05,300.0
Nb93,93,41,3.7896e-08,13.0,1.34e-05,300.0
Mo92,92,42,5.2815e-08,13.0,1.34e-05,300.0
Mo94,94,42,3.2615e-08,13.0,1.34e-05,300.0
Mo95,95,42,2.5079e-08,13.0,1.34e-05,300.0
Mo96,96,42,3.1014e-08,13.0,1.34e-05,300.0
Mo97,97,42,7.6216e-09,13.0,1.34e-05,300.0
Mo98,98,42,2.6406e-08,13.0,1.34e-05,300.0
Xe32,132,54,6.2551e-08,13.0,1.34e-05,300.0
Xe34,134,54,3.3764e-08,13.0,1.34e-05,300.0
Cs33,133,55,1.5948e-08,13.0,1.34e-05,300.0
Ba34,134,56,2.8067e-08,13.0,1.34e-05,300.0
Ba35,135,56,1.6666e-08,13.0,1.34e-05,300.0
Ba36,136,56,6.8128e-08,13.0,1.34e-05,300.0
Ba37,137,56,7.4128e-08,13.0,1.34e-05,300.0
Ba38,138,56,7.4849e-07,13.0,1.34e-05,300.0
La38,138,57,2.2544e-11,13.0,1.34e-05,300.0
La39,139,57,1.1174e-07,13.0,1.34e-05,300.0
Ce40,140,58,2.092e-07,13.0,1.34e-05,300.0
Pr41,141,59,3.1194e-08,13.0,1.34e-05,300.0
Nd42,142,60,5.7949e-08,13.0,1.34e-05,300.0
Nd43,143,60,5.4809e-09,13.0,1.34e-05,300.0
Nd44,144,60,1.7121e-08,13.0,1.34e-05,300.0
Hg02,202,80,3.3558e-08,13.0,1.34e-05,300.0
Hg04,204,80,2.3177e-09,13.0,1.34e-05,300.0
Tl03,203,81,1.7111e-08,13.0,1.34e-05,300.0
Tl05,205,81,3.3164e-08,13.0,1.34e-05,300.0
Pb04,204,82,2.2752e-08,13.0,1.34e-05,300.0
Pb06,206,82,1.1612e-07,13.0,1.34e-05,300.0
Pb07,207,82,1.1471e-07,13.0,1.34e-05,300.0
Pb08,208,82,1.8312e-07,13.0,1.34e-05,300.0
Bi09,209,83,5.4351e-09,13.0,1.34e-05,300.0
H,1,1,5.0251,15.0,1.34e-05,300.0
H2,2,1,2.42e-16,15.0,1.34e-05,300.0
He3,3,2,5.2908e-05,15.0,1.34e-05,300.0
He4,4,2,4.5079,15.0,1.34e-05,300.0
Li6,6,3,3.2452e-13,15.0,1.34e-05,300.0
Li7,7,3,3.1703e-11,15.0,1.34e-05,300.0
Be9,9,4,4.3781e-16,15.0,1.34e-05,300.0
B10,10,5,2.1793e-15,15.0,1.34e-05,300.0
B11,11,5,3.5229e-14,15.0,1.34e-05,300.0
C12,12,6,0.42511,15.0,1.34e-05,300.0
C13,13,6,0.00024711,15.0,1.34e-05,300.0
N14,14,7,0.15219,15.0,1.34e-05,300.0
N15,15,7,0.00080953,15.0,1.34e-05,300.0
O16,16,8,1.8179,15.0,1.34e-05,300.0
O17,17,8,0.00026885,15.0,1.34e-05,300.0
O18,18,8,0.069463,15.0,1.34e-05,300.0
F19,19,9,5.101e-05,15.0,1.34e-05,300.0
Ne20,20,10,0.053706,15.0,1.34e-05,300.0
Ne21,21,10,0.00084796,15.0,1.34e-05,300.0
Ne22,22,10,0.0626,15.0,1.34e-05,300.0
Na23,23,11,0.0013181,15.0,1.34e-05,300.0
Mg24,24,12,0.015023,15.0,1.34e-05,300.0
Mg25,25,12,0.0048385,15.0,1.34e-05,300.0
Mg26,26,12,0.0078498,15.0,1.34e-05,300.0
Al27,27,13,0.0022706,15.0,1.34e-05,300.0
Si28,28,14,0.20649,15.0,1.34e-05,300.0
Si29,29,14,0.0028795,15.0,1.34e-05,300.0
Si30,30,14,0.0043489,15.0,1.34e-05,300.0
P31,31,15,0.0012437,15.0,1.34e-05,300.0
S32,32,16,0.10727,15.0,1.34e-05,300.0
S33,33,16,0.00085635,15.0,1.34e-05,300.0
S34,34,16,0.0068214,15.0,1.34e-05,300.0
S36,36,16,1.4295e-05,15.0,1.34e-05,300.0
Cl35,35,17,0.00076529,15.0,1.34e-05,300.0
Cl37,37,17,0.00010652,15.0,1.34e-05,300.0
Ar36,36,18,0.018552,15.0,1.34e-05,300.0
Ar38,38,18,0.0061242,15.0,1.34e-05,300.0
Ar40,40,18,8.2789e-06,15.0,1.34e-05,300.0
K39,39,19,0.0012003,15.0,1.34e-05,300.0
K40,40,19,2.2582e-05,15.0,1.34e-05,300.0
K41,41,19,6.555e-05,15.0,1.34e-05,300.0
Ca40,40,20,0.014846,15.0,1.34e-05,300.0
Ca42,42,20,0.00025378,15.0,1.34e-05,300.0
Ca43,43,20,1.6091e-05,15.0,1.34e-05,300.0
Ca44,44,20,3.0148e-05,15.0,1.34e-05,300.0
Ca46,46,20,4.438e-07,15.0,1.34e-05,300.0
Ca48,48,20,3.7866e-09,15.0,1.34e-05,300.0
Sc45,45,21,1.722e-05,15.0,1.34e-05,300.0
Ti46,46,22,0.00012905,15.0,1.34e-05,300.0
Ti47,47,22,2.1421e-05,15.0,1.34e-05,300.0
Ti48,48,22,0.00014213,15.0,1.34e-05,300.0
Ti49,49,22,3.3619e-05,15.0,1.34e-05,300.0
Ti50,50,22,1.2123e-06,15.0,1.34e-05,300.0
V50,50,23,2.3205e-06,15.0,1.34e-05,300.0
V51,51,23,8.1197e-05,15.0,1.34e-05,300.0
Cr50,50,24,0.00050511,15.0,1.34e-05,300.0
Cr52,52,24,0.0021755,15.0,1.34e-05,300.0
Cr53,53,24,0.00044937,15.0,1.34e-05,300.0
Cr54,54,24,9.5586e-07,15.0,1.34e-05,300.0
Mn55,55,25,0.0027645,15.0,1.34e-05,300.0
Fe54,54,26,0.036613,15.0,1.34e-05,300.0
Fe56,56,26,0.070598,15.0,1.34e-05,300.0
Fe57,57,26,0.0025146,15.0,1.34e-05,300.0
Fe58,58,26,1.3329e-06,15.0,1.34e-05,300.0
Co59,59,27,7.6214e-05,15.0,1.34e-05,300.0
Ni58,58,28,0.0087583,15.0,1.34e-05,300.0
Ni60,60,28,0.00036131,15.0,1.34e-05,300.0
Ni61,61,28,2.746e-05,15.0,1.34e-05,300.0
Ni62,62,28,0.00043738,15.0,1.34e-05,300.0
Ni64,64,28,1.4238e-07,15.0,1.34e-05,300.0
Cu63,63,29,5.01e-07,15.0,1.34e-05,300.0
Cu65,65,29,2.4416e-07,15.0,1.34e-05,300.0
Zn64,64,30,8.8998e-07,15.0,1.34e-05,300.0
Zn66,66,30,4.6055e-06,15.0,1.34e-05,300.0
Zn67,67,30,2.6797e-08,15.0,1.34e-05,300.0
Zn68,68,30,1.5667e-07,15.0,1.34e-05,300.0
Zn70,70,30,1.062e-08,15.0,1.34e-05,300.0
Ga69,69,31,2.7108e-08,15.0,1.34e-05,300.0
Ga71,71,31,3.2964e-08,15.0,1.34e-05,300.0
Ge70,70,32,4.4126e-08,15.0,1.34e-05,300.0
Ge72,72,32,5.706e-08,15.0,1.34e-05,300.0
Ge73,73,32,1.3197e-08,15.0,1.34e-05,300.0
Ge74,74,32,9.7914e-08,15.0,1.34e-05,300.0
Ge76,76,32,9.3251e-09,15.0,1.34e-05,300.0
As75,75,33,1.6386e-08,15.0,1.34e-05,300.0
Se74,74,34,5.321e-09,15.0,1.34e-05,300.0
Se76,76,34,3.0816e-08,15.0,1.34e-05,300.0
Se77,77,34,2.3363e-08,15.0,1.34e-05,300.0
Se78,78,34,5.9872e-08,15.0,1.34e-05,300.0
Se80,80,34,2.949e-08,15.0,1.34e-05,300.0
Se82,82,34,8.3032e-09,15.0,1.34e-05,300.0
Br79,79,35,9.1361e-09,15.0,1.34e-05,300.0
Br81,81,35,1.1165e-08,15.0,1.34e-05,300.0
Kr78,78,36,1.7129e-09,15.0,1.34e-05,300.0
Kr80,80,36,1.5442e-08,15.0,1.34e-05,300.0
Kr82,82,36,4.554e-08,15.0,1.34e-05,300.0
Kr83,83,36,2.0332e-08,15.0,1.34e-05,300.0
Kr84,84,36,8.0652e-08,15.0,1.34e-05,300.0
Kr86,86,36,4.5687e-08,15.0,1.34e-05,300.0
Rb85,85,37,2.4244e-08,15.0,1.34e-05,300.0
Rb87,87,37,2.8593e-08,15.0,1.34e-05,300.0
Sr84,84,38,2.5085e-08,15.0,1.34e-05,300.0
Sr86,86,38,6.4375e-08,15.0,1.34e-05,300.0
Sr87,87,38,2.9938e-08,15.0,1.34e-05,300.0
Sr88,88,38,7.4521e-07,15.0,1.34e-05,300.0
Y89,89,39,2.4663e-07,15.0,1.34e-05,300.0
Zr90,90,40,5.5111e-07,15.0,1.34e-05,300.0
Zr91,91,40,1.0856e-07,15.0,1.34e-05,300.0
Zr92,92,40,1.4708e-07,15.0,1.34e-05,300.0
Zr94,94,40,1.3637e-07,15.0,1.34e-05,300.0
Zr96,96,40,1.011e-07,15.0,1.34e-05,300.0
Nb93,93,41,4.0974e-08,15.0,1.34e-05,300.0
Mo92,92,42,7.8575e-08,15.0,1.34e-05,300.0
Mo94,94,42,4.2919e-08,15.0,1.34e-05,300.0
Mo95,95,42,2.3891e-08,15.0,1.34e-05,300.0
Mo96,96,42,3.8316e-08,15.0,1.34e-05,300.0
Mo97,97,42,1.1864e-08,15.0,1.34e-05,300.0
Mo98,98,42,2.7835e-08,15.0,1.34e-05,300.0
Xe32,132,54,7.4223e-08,15.0,1.34e-05,300.0
Xe34,134,54,3.1636e-08,15.0,1.34e-05,300.0
Cs33,133,55,1.7839e-08,15.0,1.34e-05,300.0
Ba34,134,56,3.5984e-08,15.0,1.34e-05,300.0
Ba35,135,56,3.6487e-08,15.0,1.34e-05,300.0
Ba36,136,56,8.0902e-08,15.0,1.34e-05,300.0
Ba37,137,56,5.7806e-08,15.0,1.34e-05,300.0
Ba38,138,56,8.8341e-07,15.0,1.34e-05,300.0
La38,138,57,2.8735e-11,15.0,1.34e-05,300.0
La39,139,57,1.0675e-07,15.0,1.34e-05,300.0
Ce40,140,58,2.2645e-07,15.0,1.34e-05,300.0
Pr41,141,59,4.7302e-08,15.0,1.34e-05,300.0
Nd42,142,60,7.3512e-08,15.0,1.34e-05,300.0
Nd43,143,60,5.9072e-09,15.0,1.34e-05,300.0
Nd44,144,60,1.8665e-08,15.0,1.34e-05,300.0
Hg02,202,80,3.4967e-08,15.0,1.34e-05,300.0
Hg04,204,80,1.656e-08,15.0,1.34e-05,300.0
Tl03,203,81,2.0153e-08,15.0,1.34e-05,300.0
Tl05,205,81,3.4434e-08,15.0,1.34e-05,300.0
Pb04,204,82,2.332e-08,15.0,1.34e-05,300.0
Pb06,206,82,1.2578e-07,15.0,1.34e-05,300.0
Pb07,207,82,1.2296e-07,15.0,1.34e-05,300.0
Pb08,208,82,2.0274e-07,15.0,1.34e-05,300.0
Bi09,209,83,5.9888e-09,15.0,1.34e-05,300.0
H,1,1,6.7269,20.0,1.34e-05,300.0
H2,2,1,3.4355e-14,20.0,1.34e-05,300.0
He3,3,2,7.4415e-06,20.0,1.34e-05,300.0
He4,4,2,6.1996,20.0,1.34e-05,300.0
Li6,6,3,1.1668e-13,20.0,1.34e-05,300.0
Li7,7,3,5.5726e-10,20.0,1.34e-05,300.0
Be9,9,4,2.2432e-16,20.0,1.34e-05,300.0
B10,10,5,1.2592e-15,20.0,1.34e-05,300.0
B11,11,5,1.4207e-14,20.0,1.34e-05,300.0
C12,12,6,0.64636,20.0,1.34e-05,300.0
C13,13,6,0.00022011,20.0,1.34e-05,300.0
N14,14,7,0.014049,20.0,1.34e-05,300.0
N15,15,7,0.00048555,20.0,1.34e-05,300.0
O16,16,8,2.9353,20.0,1.34e-05,300.0
O17,17,8,0.00041782,20.0,1.34e-05,300.0
O18,18,8,0.024797,20.0,1.34e-05,300.0
F19,19,9,0.00013286,20.0,1.34e-05,300.0
Ne20,20,10,0.087608,20.0,1.34e-05,300.0
Ne21,21,10,0.0011122,20.0,1.34e-05,300.0
Ne22,22,10,0.068112,20.0,1.34e-05,300.0
Na23,23,11,0.0013548,20.0,1.34e-05,300.0
Mg24,24,12,0.028264,20.0,1.34e-05,300.0
Mg25,25,12,0.0074013,20.0,1.34e-05,300.0
Mg26,26,12,0.012426,20.0,1.34e-05,300.0
Al27,27,13,0.0037126,20.0,1.34e-05,300.0
Si28,28,14,0.18711,20.0,1.34e-05,300.0
Si29,29,14,0.0049123,20.0,1.34e-05,300.0
Si30,30,14,0.0073462,20.0,1.34e-05,300.0
P31,31,15,0.0016494,20.0,1.34e-05,300.0
S32,32,16,0.082433,20.0,1.34e-05,300.0
S33,33,16,0.00078294,20.0,1.34e-05,300.0
S34,34,16,0.0063742,20.0,1.34e-05,300.0
S36,36,16,1.047e-06,20.0,1.34e-05,300.0
Cl35,35,17,0.00040528,20.0,1.34e-05,300.0
Cl37,37,17,5.8832e-05,20.0,1.34e-05,300.0
Ar36,36,18,0.014195,20.0,1.34e-05,300.0
Ar38,38,18,0.0029034,20.0,1.34e-05,300.0
Ar40,40,18,2.7349e-08,20.0,1.34e-05,300.0
K39,39,19,0.0002249,20.0,1.34e-05,300.0
K40,40,19,1.7582e-07,20.0,1.34e-05,300.0
K41,41,19,1.4243e-05,20.0,1.34e-05,300.0
Ca40,40,20,0.011941,20.0,1.34e-05,300.0
Ca42,42,20,9.5339e-05,20.0,1.34e-05,300.0
Ca43,43,20,2.2424e-07,20.0,1.34e-05,300.0
Ca44,44,20,3.4935e-05,20.0,1.34e-05,300.0
Ca46,46,20,6.0056e-09,20.0,1.34e-05,300.0
Ca48,48,20,4.6971e-09,20.0,1.34e-05,300.0
Sc45,45,21,5.5956e-07,20.0,1.34e-05,300.0
Ti46,46,22,4.3547e-05,20.0,1.34e-05,300.0
Ti47,47,22,1.156e-06,20.0,1.34e-05,300.0
Ti48,48,22,9.0349e-05,20.0,1.34e-05,300.0
Ti49,49,22,3.5781e-06,20.0,1.34e-05,300.0
Ti50,50,22,2.5248e-07,20.0,1.34e-05,300.0
V50,50,23,3.0029e-09,20.0,1.34e-05,300.0
V51,51,23,9.3907e-06,20.0,1.34e-05,300.0
Cr50,50,24,8.3078e-05,20.0,1.34e-05,300.0
Cr52,52,24,0.00067388,20.0,1.34e-05,300.0
Cr53,53,24,6.8996e-05,20.0,1.34e-05,300.0
Cr54,54,24,1.4046e-07,20.0,1.34e-05,300.0
Mn55,55,25,0.00033764,20.0,1.34e-05,300.0
Fe54,54,26,0.0038383,20.0,1.34e-05,300.0
Fe56,56,26,0.070129,20.0,1.34e-05,300.0
Fe57,57,26,0.0024072,20.0,1.34e-05,300.0
Fe58,58,26,3.5638e-07,20.0,1.34e-05,300.0
Co59,59,27,0.00011226,20.0,1.34e-05,300.0
Ni58,58,28,0.004697,20.0,1.34e-05,300.0
Ni60,60,28,0.0013623,20.0,1.34e-05,300.0
Ni61,61,28,6.326e-05,20.0,1.34e-05,300.0
Ni62,62,28,0.00056011,20.0,1.34e-05,300.0
Ni64,64,28,1.8077e-07,20.0,1.34e-05,300.0
Cu63,63,29,1.1892e-06,20.0,1.34e-05,300.0
Cu65,65,29,5.8113e-07,20.0,1.34e-05,300.0
Zn64,64,30,6.8299e-06,20.0,1.34e-05,300.0
Zn66,66,30,8.2693e-06,20.0,1.34e-05,300.0
Zn67,67,30,4.7047e-08,20.0,1.34e-05,300.0
Zn68,68,30,2.1094e-07,20.0,1.34e-05,300.0
Zn70,70,30,2.3774e-08,20.0,1.34e-05,300.0
Ga69,69,31,2.9397e-08,20.0,1.34e-05,300.0
Ga71,71,31,3.6285e-08,20.0,1.34e-05,300.0
Ge70,70,32,4.7909e-08,20.0,1.34e-05,300.0
Ge72,72,32,6.4858e-08,20.0,1.34e-05,300.0
Ge73,73,32,1.4863e-08,20.0,1.34e-05,300.0
Ge74,74,32,1.054e-07,20.0,1.34e-05,300.0
Ge76,76,32,2.184e-08,20.0,1.34e-05,300.0
As75,75,33,1.7932e-08,20.0,1.34e-05,300.0
Se74,74,34,6.462e-09,20.0,1.34e-05,300.0
Se76,76,34,3.6837e-08,20.0,1.34e-05,300.0
Se77,77,34,2.2236e-08,20.0,1.34e-05,300.0
Se78,78,34,7.0236e-08,20.0,1.34e-05,300.0
Se80,80,34,4.9867e-08,20.0,1.34e-05,300.0
Se82,82,34,1.9802e-08,20.0,1.34e-05,300.0
Br79,79,35,1.1642e-08,20.0,1.34e-05,300.0
Br81,81,35,1.5065e-08,20.0,1.34e-05,300.0
Kr78,78,36,2.3152e-09,20.0,1.34e-05,300.0
Kr80,80,36,1.9494e-08,20.0,1.34e-05,300.0
Kr82,82,36,4.74e-08,20.0,1.34e-05,300.0
Kr83,83,36,2.2272e-08,20.0,1.34e-05,300.0
Kr84,84,36,9.4806e-08,20.0,1.34e-05,300.0
Kr86,86,36,7.3355e-08,20.0,1.34e-05,300.0
Rb85,85,37,3.0399e-08,20.0,1.34e-05,300.0
Rb87,87,37,3.6758e-08,20.0,1.34e-05,300.0
Sr84,84,38,3.4011e-08,20.0,1.34e-05,300.0
Sr86,86,38,9.1346e-08,20.0,1.34e-05,300.0
Sr87,87,38,3.5391e-08,20.0,1.34e-05,300.0
Sr88,88,38,9.9192e-07,20.0,1.34e-05,300.0
Y89,89,39,3.4104e-07,20.0,1.34e-05,300.0
Zr90,90,40,9.6962e-07,20.0,1.34e-05,300.0
Zr91,91,40,1.5111e-07,20.0,1.34e-05,300.0
Zr92,92,40,2.0055e-07,20.0,1.34e-05,300.0
Zr94,94,40,2.1846e-07,20.0,1.34e-05,300.0
Zr96,96,40,1.9249e-07,20.0,1.34e-05,300.0
Nb93,93,41,6.5191e-08,20.0,1.34e-05,300.0
Mo92,92,42,2.0277e-07,20.0,1.34e-05,300.0
Mo94,94,42,1.138e-07,20.0,1.34e-05,300.0
Mo95,95,42,4.1911e-08,20.0,1.34e-05,300.0
Mo96,96,42,7.1663e-08,20.0,1.34e-05,300.0
Mo97,97,42,1.4769e-08,20.0,1.34e-05,300.0
Mo98,98,42,4.471e-08,20.0,1.34e-05,300.0
Xe32,132,54,1.083e-07,20.0,1.34e-05,300.0
Xe34,134,54,7.5758e-08,20.0,1.34e-05,300.0
Cs33,133,55,3.4016e-08,20.0,1.34e-05,300.0
Ba34,134,56,7.3763e-08,20.0,1.34e-05,300.0
Ba35,135,56,5.8938e-08,20.0,1.34e-05,300.0
Ba36,136,56,1.4801e-07,20.0,1.34e-05,300.0
Ba37,137,56,9.3752e-08,20.0,1.34e-05,300.0
Ba38,138,56,1.7767e-06,20.0,1.34e-05,300.0
La38,138,57,5.4718e-11,20.0,1.34e-05,300.0
La39,139,57,2.1052e-07,20.0,1.34e-05,300.0
Ce40,140,58,4.949e-07,20.0,1.34e-05,300.0
Pr41,141,59,9.1903e-08,20.0,1.34e-05,300.0
Nd42,142,60,2.1784e-07,20.0,1.34e-05,300.0
Nd43,143,60,1.1935e-08,20.0,1.34e-05,300.0
Nd44,144,60,3.943e-08,20.0,1.34e-05,300.0
Hg02,202,80,8.3423e-08,20.0,1.34e-05,300.0
Hg04,204,80,5.3547e-08,20.0,1.34e-05,300.0
Tl03,203,81,4.5403e-08,20.0,1.34e-05,300.0
Tl05,205,81,7.8143e-08,20.0,1.34e-05,300.0
Pb04,204,82,5.7556e-08,20.0,1.34e-05,300.0
Pb06,206,82,2.7614e-07,20.0,1.34e-05,300.0
Pb07,207,82,2.6627e-07,20.0,1.34e-05,300.0
Pb08,208,82,4.6828e-07,20.0,1.34e-05,300.0
Bi09,209,83,1.082e-08,20.0,1.34e-05,300.0
H,1,1,7.8107,25.0,1.34e-05,300.0
H2,2,1,4.1531e-13,25.0,1.34e-05,300.0
He3,3,2,1.489e-05,25.0,1.34e-05,300.0
He4,4,2,5.2923,25.0,1.34e-05,300.0
Li6,6,3,6.7545e-14,25.0,1.34e-05,300.0
Li7,7,3,1.3815e-11,25.0,1.34e-05,300.0
Be9,9,4,1.315e-16,25.0,1.34e-05,300.0
B10,10,5,7.6935e-16,25.0,1.34e-05,300.0
B11,11,5,1.0849e-14,25.0,1.34e-05,300.0
C12,12,6,1.0069,25.0,1.34e-05,300.0
C13,13,6,0.0001659,25.0,1.34e-05,300.0
N14,14,7,0.019694,25.0,1.34e-05,300.0
N15,15,7,5.1652e-05,25.0,1.34e-05,300.0
O16,16,8,5.9286,25.0,1.34e-05,300.0
O17,17,8,9.2501e-05,25.0,1.34e-05,300.0
O18,18,8,0.00028482,25.0,1.34e-05,300.0
F19,19,9,0.00074713,25.0,1.34e-05,300.0
Ne20,20,10,0.72925,25.0,1.34e-05,300.0
Ne21,21,10,0.0011917,25.0,1.34e-05,300.0
Ne22,22,10,0.081234,25.0,1.34e-05,300.0
Na23,23,11,0.0044575,25.0,1.34e-05,300.0
Mg24,24,12,0.14731,25.0,1.34e-05,300.0
Mg25,25,12,0.004652,25.0,1.34e-05,300.0
Mg26,26,12,0.004795,25.0,1.34e-05,300.0
Al27,27,13,0.0069669,25.0,1.34e-05,300.0
Si28,28,14,0.26201,25.0,1.34e-05,300.0
Si29,29,14,0.0022931,25.0,1.34e-05,300.0
Si30,30,14,0.0022936,25.0,1.34e-05,300.0
P31,31,15,0.00087011,25.0,1.34e-05,300.0
S32,32,16,0.085568,25.0,1.34e-05,300.0
S33,33,16,0.0006208,25.0,1.34e-05,300.0
S34,34,16,0.0018,25.0,1.34e-05,300.0
S36,36,16,3.018e-08,25.0,1.34e-05,300.0
Cl35,35,17,0.00017555,25.0,1.34e-05,300.0
Cl37,37,17,4.5292e-05,25.0,1.34e-05,300.0
Ar36,36,18,0.015872,25.0,1.34e-05,300.0
Ar38,38,18,0.0007234,25.0,1.34e-05,300.0
Ar40,40,18,2.0908e-08,25.0,1.34e-05,300.0
K39,39,19,0.00010185,25.0,1.34e-05,300.0
K40,40,19,3.6499e-08,25.0,1.34e-05,300.0
K41,41,19,1.0769e-05,25.0,1.34e-05,300.0
Ca40,40,20,0.014777,25.0,1.34e-05,300.0
Ca42,42,20,2.1068e-05,25.0,1.34e-05,300.0
Ca43,43,20,1.6124e-07,25.0,1.34e-05,300.0
Ca44,44,20,4.5464e-05,25.0,1.34e-05,300.0
Ca46,46,20,6.9587e-09,25.0,1.34e-05,300.0
Ca48,48,20,5.4596e-09,25.0,1.34e-05,300.0
Sc45,45,21,5.5687e-07,25.0,1.34e-05,300.0
Ti46,46,22,1.12e-05,25.0,1.34e-05,300.0
Ti47,47,22,5.4114e-07,25.0,1.34e-05,300.0
Ti48,48,22,9.4295e-05,25.0,1.34e-05,300.0
Ti49,49,22,1.9722e-06,25.0,1.34e-05,300.0
Ti50,50,22,2.5192e-07,25.0,1.34e-05,300.0
V50,50,23,2.7638e-09,25.0,1.34e-05,300.0
V51,51,23,1.6129e-06,25.0,1.34e-05,300.0
Cr50,50,24,1.6341e-05,25.0,1.34e-05,300.0
Cr52,52,24,0.00052994,25.0,1.34e-05,300.0
Cr53,53,24,2.8661e-05,25.0,1.34e-05,300.0
Cr54,54,24,5.7004e-08,25.0,1.34e-05,300.0
Mn55,55,25,7.7064e-05,25.0,1.34e-05,300.0
Fe54,54,26,0.00068354,25.0,1.34e-05,300.0
Fe56,56,26,0.070026,25.0,1.34e-05,300.0
Fe57,57,26,0.0022973,25.0,1.34e-05,300.0
Fe58,58,26,1.2072e-06,25.0,1.34e-05,300.0
Co59,59,27,8.1893e-05,25.0,1.34e-05,300.0
Ni58,58,28,0.0042243,25.0,1.34e-05,300.0
Ni60,60,28,0.0016915,25.0,1.34e-05,300.0
Ni61,61,28,6.5637e-05,25.0,1.34e-05,300.0
Ni62,62,28,0.00049178,25.0,1.34e-05,300.0
Ni64,64,28,1.1603e-06,25.0,1.34e-05,300.0
Cu63,63,29,1.2979e-05,25.0,1.34e-05,300.0
Cu65,65,29,1.3572e-06,25.0,1.34e-05,300.0
Zn64,64,30,3.0109e-05,25.0,1.34e-05,300.0
Zn66,66,30,8.366e-06,25.0,1.34e-05,300.0
Zn67,67,30,2.2339e-07,25.0,1.34e-05,300.0
Zn68,68,30,1.1868e-06,25.0,1.34e-05,300.0
Zn70,70,30,2.7851e-09,25.0,1.34e-05,300.0
Ga69,69,31,1.8921e-07,25.0,1.34e-05,300.0
Ga71,71,31,1.5252e-07,25.0,1.34e-05,300.0
Ge70,70,32,4.2093e-07,25.0,1.34e-05,300.0
Ge72,72,32,3.2514e-07,25.0,1.34e-05,300.0
Ge73,73,32,1.0685e-07,25.0,1.34e-05,300.0
Ge74,74,32,4.4868e-07,25.0,1.34e-05,300.0
Ge76,76,32,2.8206e-09,25.0,1.34e-05,300.0
As75,75,33,8.4177e-08,25.0,1.34e-05,300.0
Se74,74,34,4.7714e-08,25.0,1.34e-05,300.0
Se76,76,34,1.6659e-07,25.0,1.34e-05,300.0
Se77,77,34,5.2458e-08,25.0,1.34e-05,300.0
Se78,78,34,2.4991e-07,25.0,1.34e-05,300.0
Se80,80,34,1.6985e-07,25.0,1.34e-05,300.0
Se82,82,34,1.083e-09,25.0,1.34e-05,300.0
Br79,79,35,6.9082e-08,25.0,1.34e-05,300.0
Br81,81,35,4.2854e-08,25.0,1.34e-05,300.0
Kr78,78,36,4.8441e-09,25.0,1.34e-05,300.0
Kr80,80,36,4.3696e-08,25.0,1.34e-05,300.0
Kr82,82,36,1.1677e-07,25.0,1.34e-05,300.0
Kr83,83,36,5.1553e-08,25.0,1.34e-05,300.0
Kr84,84,36,2.5351e-07,25.0,1.34e-05,300.0
Kr86,86,36,1.094e-07,25.0,1.34e-05,300.0
Rb85,85,37,9.4838e-08,25.0,1.34e-05,300.0
