#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa
1.1867e+01   4.7426e+10   1.7778e+09   4.5652e+10   1.7778e+00   1.5239e+00   5.0824e+00   3.7486e-02   9.6251e-01   4.5810e+08   6.3115e+07  
1.1868e+01   4.7428e+10   1.7776e+09   4.5653e+10   1.7776e+00   1.5237e+00   5.0833e+00   3.7480e-02   9.6252e-01   4.5803e+08   6.3106e+07  
1.1869e+01   4.7429e+10   1.7773e+09   4.5655e+10   1.7773e+00   1.5235e+00   5.0842e+00   3.7473e-02   9.6253e-01   4.5797e+08   6.3097e+07  
1.1870e+01   4.7431e+10   1.7771e+09   4.5657e+10   1.7771e+00   1.5233e+00   5.0851e+00   3.7466e-02   9.6253e-01   4.5790e+08   6.3088e+07  
1.1871e+01   4.7432e+10   1.7768e+09   4.5659e+10   1.7768e+00   1.5231e+00   5.0859e+00   3.7460e-02   9.6254e-01   4.5784e+08   6.3079e+07  
1.1872e+01   4.7434e+10   1.7766e+09   4.5661e+10   1.7766e+00   1.5228e+00   5.0868e+00   3.7453e-02   9.6255e-01   4.5777e+08   6.3070e+07  
1.1873e+01   4.7435e+10   1.7763e+09   4.5662e+10   1.7763e+00   1.5226e+00   5.0877e+00   3.7447e-02   9.6255e-01   4.5771e+08   6.3061e+07  
1.1874e+01   4.7437e+10   1.7760e+09   4.5664e+10   1.7760e+00   1.5224e+00   5.0886e+00   3.7440e-02   9.6256e-01   4.5764e+08   6.3052e+07  
1.1875e+01   4.7438e+10   1.7758e+09   4.5666e+10   1.7758e+00   1.5222e+00   5.0894e+00   3.7434e-02   9.6257e-01   4.5758e+08   6.3043e+07  
1.1876e+01   4.7440e+10   1.7755e+09   4.5668e+10   1.7755e+00   1.5220e+00   5.0903e+00   3.7427e-02   9.6257e-01   4.5751e+08   6.3034e+07  
1.1877e+01   4.7441e+10   1.7753e+09   4.5669e+10   1.7753e+00   1.5217e+00   5.0912e+00   3.7421e-02   9.6258e-01   4.5744e+08   6.3025e+07  
1.1878e+01   4.7443e+10   1.7750e+09   4.5671e+10   1.7750e+00   1.5215e+00   5.0921e+00   3.7414e-02   9.6259e-01   4.5738e+08   6.3016e+07  
1.1879e+01   4.7444e+10   1.7748e+09   4.5673e+10   1.7748e+00   1.5213e+00   5.0929e+00   3.7408e-02   9.6259e-01   4.5731e+08   6.3007e+07  
1.1880e+01   4.7446e+10   1.7745e+09   4.5675e+10   1.7745e+00   1.5211e+00   5.0938e+00   3.7401e-02   9.6260e-01   4.5725e+08   6.2998e+07  
1.1881e+01   4.7447e+10   1.7743e+09   4.5677e+10   1.7743e+00   1.5209e+00   5.0947e+00   3.7394e-02   9.6261e-01   4.5718e+08   6.2989e+07  
1.1882e+01   4.7449e+10   1.7740e+09   4.5678e+10   1.7740e+00   1.5207e+00   5.0956e+00   3.7388e-02   9.6261e-01   4.5712e+08   6.2980e+07  
1.1883e+01   4.7450e+10   1.7738e+09   4.5680e+10   1.7738e+00   1.5204e+00   5.0964e+00   3.7381e-02   9.6262e-01   4.5705e+08   6.2971e+07  
1.1884e+01   4.7452e+10   1.7735e+09   4.5682e+10   1.7735e+00   1.5202e+00   5.0973e+00   3.7375e-02   9.6263e-01   4.5699e+08   6.2962e+07  
1.1885e+01   4.7454e+10   1.7733e+09   4.5684e+10   1.7733e+00   1.5200e+00   5.0982e+00   3.7368e-02   9.6263e-01   4.5692e+08   6.2953e+07  
1.1886e+01   4.7455e+10   1.7730e+09   4.5685e+10   1.7730e+00   1.5198e+00   5.0991e+00   3.7362e-02   9.6264e-01   4.5686e+08   6.2944e+07  
1.1887e+01   4.7457e+10   1.7727e+09   4.5687e+10   1.7727e+00   1.5196e+00   5.0999e+00   3.7355e-02   9.6264e-01   4.5679e+08   6.2935e+07  
1.1888e+01   4.7458e+10   1.7725e+09   4.5689e+10   1.7725e+00   1.5194e+00   5.1010e+00   3.7349e-02   9.6265e-01   4.5673e+08   6.2926e+07  
1.1889e+01   4.7460e+10   1.7722e+09   4.5691e+10   1.7722e+00   1.5191e+00   5.1020e+00   3.7342e-02   9.6266e-01   4.5666e+08   6.2917e+07  
1.1890e+01   4.7461e+10   1.7720e+09   4.5693e+10   1.7720e+00   1.5189e+00   5.1030e+00   3.7336e-02   9.6266e-01   4.5660e+08   6.2908e+07  
1.1891e+01   4.7463e+10   1.7717e+09   4.5694e+10   1.7717e+00   1.5187e+00   5.1040e+00   3.7329e-02   9.6267e-01   4.5653e+08   6.2899e+07  
1.1892e+01   4.7464e+10   1.7715e+09   4.5696e+10   1.7715e+00   1.5185e+00   5.1050e+00   3.7323e-02   9.6268e-01   4.5647e+08   6.2890e+07  
1.1893e+01   4.7466e+10   1.7712e+09   4.5698e+10   1.7712e+00   1.5183e+00   5.1061e+00   3.7316e-02   9.6268e-01   4.5640e+08   6.2881e+07  
1.1894e+01   4.7467e+10   1.7710e+09   4.5700e+10   1.7710e+00   1.5181e+00   5.1071e+00   3.7310e-02   9.6269e-01   4.5634e+08   6.2872e+07  
1.1895e+01   4.7469e+10   1.7707e+09   4.5701e+10   1.7707e+00   1.5178e+00   5.1081e+00   3.7303e-02   9.6270e-01   4.5627e+08   6.2863e+07  
1.1896e+01   4.7470e+10   1.7705e+09   4.5703e+10   1.7705e+00   1.5176e+00   5.1091e+00   3.7296e-02   9.6270e-01   4.5621e+08   6.2854e+07  
1.1897e+01   4.7472e+10   1.7702e+09   4.5705e+10   1.7702e+00   1.5174e+00   5.1101e+00   3.7290e-02   9.6271e-01   4.5614e+08   6.2845e+07  
1.1898e+01   4.7473e+10   1.7700e+09   4.5707e+10   1.7700e+00   1.5172e+00   5.1112e+00   3.7283e-02   9.6272e-01   4.5607e+08   6.2836e+07  
1.1899e+01   4.7475e+10   1.7697e+09   4.5708e+10   1.7697e+00   1.5170e+00   5.1122e+00   3.7277e-02   9.6272e-01   4.5601e+08   6.2827e+07  
1.1900e+01   4.7476e+10   1.7695e+09   4.5710e+10   1.7695e+00   1.5168e+00   5.1132e+00   3.7270e-02   9.6273e-01   4.5594e+08   6.2818e+07  
1.1901e+01   4.7478e+10   1.7692e+09   4.5712e+10   1.7692e+00   1.5165e+00   5.1142e+00   3.7264e-02   9.6274e-01   4.5588e+08   6.2809e+07  
1.1902e+01   4.7479e+10   1.7690e+09   4.5714e+10   1.7690e+00   1.5163e+00   5.1153e+00   3.7257e-02   9.6274e-01   4.5581e+08   6.2800e+07  
1.1903e+01   4.7481e+10   1.7687e+09   4.5716e+10   1.7687e+00   1.5161e+00   5.1163e+00   3.7251e-02   9.6275e-01   4.5575e+08   6.2791e+07  
1.1904e+01   4.7482e+10   1.7685e+09   4.5717e+10   1.7685e+00   1.5159e+00   5.1173e+00   3.7244e-02   9.6276e-01   4.5568e+08   6.2782e+07  
1.1905e+01   4.7484e+10   1.7682e+09   4.5719e+10   1.7682e+00   1.5157e+00   5.1183e+00   3.7238e-02   9.6276e-01   4.5562e+08   6.2773e+07  
1.1906e+01   4.7485e+10   1.7679e+09   4.5721e+10   1.7679e+00   1.5155e+00   5.1193e+00   3.7231e-02   9.6277e-01   4.5555e+08   6.2765e+07  
1.1907e+01   4.7487e+10   1.7677e+09   4.5723e+10   1.7677e+00   1.5152e+00   5.1204e+00   3.7225e-02   9.6278e-01   4.5549e+08   6.2756e+07  
1.1908e+01   4.7488e+10   1.7674e+09   4.5724e+10   1.7674e+00   1.5150e+00   5.1214e+00   3.7218e-02   9.6278e-01   4.5542e+08   6.2747e+07  
1.1909e+01   4.7490e+10   1.7672e+09   4.5726e+10   1.7672e+00   1.5148e+00   5.1224e+00   3.7212e-02   9.6279e-01   4.5536e+08   6.2738e+07  
1.1910e+01   4.7491e+10   1.7669e+09   4.5728e+10   1.7669e+00   1.5146e+00   5.1234e+00   3.7205e-02   9.6279e-01   4.5529e+08   6.2729e+07  
1.1911e+01   4.7493e+10   1.7667e+09   4.5730e+10   1.7667e+00   1.5144e+00   5.1245e+00   3.7199e-02   9.6280e-01   4.5523e+08   6.2720e+07  
1.1912e+01   4.7494e+10   1.7664e+09   4.5731e+10   1.7664e+00   1.5142e+00   5.1255e+00   3.7192e-02   9.6281e-01   4.5516e+08   6.2711e+07  
1.1913e+01   4.7496e+10   1.7662e+09   4.5733e+10   1.7662e+00   1.5139e+00   5.1265e+00   3.7186e-02   9.6281e-01   4.5510e+08   6.2702e+07  
1.1914e+01   4.7498e+10   1.7659e+09   4.5735e+10   1.7659e+00   1.5137e+00   5.1275e+00   3.7179e-02   9.6282e-01   4.5503e+08   6.2693e+07  
1.1915e+01   4.7499e+10   1.7657e+09   4.5737e+10   1.7657e+00   1.5135e+00   5.1285e+00   3.7173e-02   9.6283e-01   4.5497e+08   6.2684e+07  
1.1916e+01   4.7501e+10   1.7654e+09   4.5738e+10   1.7654e+00   1.5133e+00   5.1296e+00   3.7166e-02   9.6283e-01   4.5490e+08   6.2675e+07  
1.1917e+01   4.7502e+10   1.7652e+09   4.5740e+10   1.7652e+00   1.5131e+00   5.1306e+00   3.7160e-02   9.6284e-01   4.5484e+08   6.2666e+07  
1.1918e+01   4.7504e+10   1.7649e+09   4.5742e+10   1.7649e+00   1.5129e+00   5.1316e+00   3.7153e-02   9.6285e-01   4.5477e+08   6.2657e+07  
1.1919e+01   4.7505e+10   1.7647e+09   4.5744e+10   1.7647e+00   1.5126e+00   5.1326e+00   3.7147e-02   9.6285e-01   4.5471e+08   6.2648e+07  
1.1920e+01   4.7507e+10   1.7644e+09   4.5746e+10   1.7644e+00   1.5124e+00   5.1337e+00   3.7140e-02   9.6286e-01   4.5464e+08   6.2639e+07  
1.1921e+01   4.7508e+10   1.7642e+09   4.5747e+10   1.7642e+00   1.5122e+00   5.1347e+00   3.7134e-02   9.6287e-01   4.5458e+08   6.2630e+07  
1.1922e+01   4.7510e+10   1.7639e+09   4.5749e+10   1.7639e+00   1.5120e+00   5.1357e+00   3.7127e-02   9.6287e-01   4.5451e+08   6.2621e+07  
1.1923e+01   4.7511e+10   1.7637e+09   4.5751e+10   1.7637e+00   1.5118e+00   5.1367e+00   3.7121e-02   9.6288e-01   4.5445e+08   6.2612e+07  
1.1924e+01   4.7513e+10   1.7634e+09   4.5753e+10   1.7634e+00   1.5116e+00   5.1378e+00   3.7114e-02   9.6289e-01   4.5438e+08   6.2603e+07  
1.1925e+01   4.7514e+10   1.7632e+09   4.5754e+10   1.7632e+00   1.5113e+00   5.1388e+00   3.7108e-02   9.6289e-01   4.5432e+08   6.2594e+07  
1.1926e+01   4.7516e+10   1.7629e+09   4.5756e+10   1.7629e+00   1.5111e+00   5.1398e+00   3.7102e-02   9.6290e-01   4.5425e+08   6.2586e+07  
1.1927e+01   4.7517e+10   1.7627e+09   4.5758e+10   1.7627e+00   1.5109e+00   5.1408e+00   3.7095e-02   9.6290e-01   4.5419e+08   6.2577e+07  
1.1928e+01   4.7519e+10   1.7624e+09   4.5760e+10   1.7624e+00   1.5107e+00   5.1419e+00   3.7089e-02   9.6291e-01   4.5412e+08   6.2568e+07  
1.1929e+01   4.7520e+10   1.7621e+09   4.5761e+10   1.7621e+00   1.5105e+00   5.1429e+00   3.7082e-02   9.6292e-01   4.5406e+08   6.2559e+07  
1.1930e+01   4.7522e+10   1.7619e+09   4.5763e+10   1.7619e+00   1.5103e+00   5.1439e+00   3.7076e-02   9.6292e-01   4.5400e+08   6.2550e+07  
1.1931e+01   4.7523e+10   1.7616e+09   4.5765e+10   1.7616e+00   1.5101e+00   5.1449e+00   3.7069e-02   9.6293e-01   4.5393e+08   6.2541e+07  
1.1932e+01   4.7525e+10   1.7614e+09   4.5767e+10   1.7614e+00   1.5098e+00   5.1459e+00   3.7063e-02   9.6294e-01   4.5387e+08   6.2532e+07  
1.1933e+01   4.7526e+10   1.7611e+09   4.5768e+10   1.7611e+00   1.5096e+00   5.1470e+00   3.7056e-02   9.6294e-01   4.5380e+08   6.2523e+07  
1.1934e+01   4.7528e+10   1.7609e+09   4.5770e+10   1.7609e+00   1.5094e+00   5.1480e+00   3.7050e-02   9.6295e-01   4.5374e+08   6.2514e+07  
1.1935e+01   4.7529e+10   1.7606e+09   4.5772e+10   1.7606e+00   1.5092e+00   5.1490e+00   3.7043e-02   9.6296e-01   4.5367e+08   6.2505e+07  
1.1936e+01   4.7531e+10   1.7604e+09   4.5774e+10   1.7604e+00   1.5090e+00   5.1500e+00   3.7037e-02   9.6296e-01   4.5361e+08   6.2496e+07  
1.1937e+01   4.7532e+10   1.7601e+09   4.5776e+10   1.7601e+00   1.5088e+00   5.1511e+00   3.7030e-02   9.6297e-01   4.5354e+08   6.2487e+07  
1.1938e+01   4.7534e+10   1.7599e+09   4.5777e+10   1.7599e+00   1.5085e+00   5.1521e+00   3.7024e-02   9.6298e-01   4.5348e+08   6.2478e+07  
1.1939e+01   4.7535e+10   1.7596e+09   4.5779e+10   1.7596e+00   1.5083e+00   5.1531e+00   3.7017e-02   9.6298e-01   4.5341e+08   6.2469e+07  
1.1940e+01   4.7537e+10   1.7594e+09   4.5781e+10   1.7594e+00   1.5081e+00   5.1541e+00   3.7011e-02   9.6299e-01   4.5335e+08   6.2461e+07  
1.1941e+01   4.7538e+10   1.7591e+09   4.5783e+10   1.7591e+00   1.5079e+00   5.1552e+00   3.7004e-02   9.6300e-01   4.5328e+08   6.2452e+07  
1.1942e+01   4.7540e+10   1.7589e+09   4.5784e+10   1.7589e+00   1.5077e+00   5.1562e+00   3.6998e-02   9.6300e-01   4.5322e+08   6.2443e+07  
1.1943e+01   4.7541e+10   1.7586e+09   4.5786e+10   1.7586e+00   1.5075e+00   5.1572e+00   3.6992e-02   9.6301e-01   4.5315e+08   6.2434e+07  
1.1944e+01   4.7543e+10   1.7584e+09   4.5788e+10   1.7584e+00   1.5073e+00   5.1583e+00   3.6985e-02   9.6301e-01   4.5309e+08   6.2425e+07  
1.1945e+01   4.7544e+10   1.7581e+09   4.5790e+10   1.7581e+00   1.5070e+00   5.1593e+00   3.6979e-02   9.6302e-01   4.5302e+08   6.2416e+07  
1.1946e+01   4.7546e+10   1.7579e+09   4.5791e+10   1.7579e+00   1.5068e+00   5.1603e+00   3.6972e-02   9.6303e-01   4.5296e+08   6.2407e+07  
1.1947e+01   4.7547e+10   1.7576e+09   4.5793e+10   1.7576e+00   1.5066e+00   5.1613e+00   3.6966e-02   9.6303e-01   4.5289e+08   6.2398e+07  
1.1948e+01   4.7549e+10   1.7574e+09   4.5795e+10   1.7574e+00   1.5064e+00   5.1624e+00   3.6959e-02   9.6304e-01   4.5283e+08   6.2389e+07  
1.1949e+01   4.7550e+10   1.7571e+09   4.5797e+10   1.7571e+00   1.5062e+00   5.1634e+00   3.6953e-02   9.6305e-01   4.5276e+08   6.2380e+07  
1.1950e+01   4.7552e+10   1.7569e+09   4.5798e+10   1.7569e+00   1.5060e+00   5.1644e+00   3.6946e-02   9.6305e-01   4.5270e+08   6.2371e+07  
1.1951e+01   4.7553e+10   1.7566e+09   4.5800e+10   1.7566e+00   1.5057e+00   5.1654e+00   3.6940e-02   9.6306e-01   4.5264e+08   6.2363e+07  
1.1952e+01   4.7555e+10   1.7564e+09   4.5802e+10   1.7564e+00   1.5055e+00   5.1665e+00   3.6934e-02   9.6307e-01   4.5257e+08   6.2354e+07  
1.1953e+01   4.7556e+10   1.7561e+09   4.5804e+10   1.7561e+00   1.5053e+00   5.1675e+00   3.6927e-02   9.6307e-01   4.5251e+08   6.2345e+07  
1.1954e+01   4.7558e+10   1.7559e+09   4.5805e+10   1.7559e+00   1.5051e+00   5.1685e+00   3.6921e-02   9.6308e-01   4.5244e+08   6.2336e+07  
1.1955e+01   4.7559e+10   1.7556e+09   4.5807e+10   1.7556e+00   1.5049e+00   5.1695e+00   3.6914e-02   9.6309e-01   4.5238e+08   6.2327e+07  
1.1956e+01   4.7561e+10   1.7554e+09   4.5809e+10   1.7554e+00   1.5047e+00   5.1706e+00   3.6908e-02   9.6309e-01   4.5231e+08   6.2318e+07  
1.1957e+01   4.7562e+10   1.7551e+09   4.5811e+10   1.7551e+00   1.5045e+00   5.1716e+00   3.6901e-02   9.6310e-01   4.5225e+08   6.2309e+07  
1.1958e+01   4.7564e+10   1.7549e+09   4.5812e+10   1.7549e+00   1.5042e+00   5.1726e+00   3.6895e-02   9.6311e-01   4.5218e+08   6.2300e+07  
1.1959e+01   4.7565e+10   1.7546e+09   4.5814e+10   1.7546e+00   1.5040e+00   5.1736e+00   3.6888e-02   9.6311e-01   4.5212e+08   6.2291e+07  
1.1960e+01   4.7567e+10   1.7544e+09   4.5816e+10   1.7544e+00   1.5038e+00   5.1747e+00   3.6882e-02   9.6312e-01   4.5205e+08   6.2282e+07  
1.1961e+01   4.7568e+10   1.7541e+09   4.5818e+10   1.7541e+00   1.5036e+00   5.1757e+00   3.6876e-02   9.6312e-01   4.5199e+08   6.2274e+07  
1.1962e+01   4.7570e+10   1.7539e+09   4.5819e+10   1.7539e+00   1.5034e+00   5.1767e+00   3.6869e-02   9.6313e-01   4.5192e+08   6.2265e+07  
1.1963e+01   4.7571e+10   1.7536e+09   4.5821e+10   1.7536e+00   1.5032e+00   5.1778e+00   3.6863e-02   9.6314e-01   4.5186e+08   6.2256e+07  
1.1964e+01   4.7573e+10   1.7534e+09   4.5823e+10   1.7534e+00   1.5030e+00   5.1788e+00   3.6856e-02   9.6314e-01   4.5180e+08   6.2247e+07  
1.1965e+01   4.7574e+10   1.7531e+09   4.5825e+10   1.7531e+00   1.5027e+00   5.1798e+00   3.6850e-02   9.6315e-01   4.5173e+08   6.2238e+07  
1.1966e+01   4.7576e+10   1.7529e+09   4.5826e+10   1.7529e+00   1.5025e+00   5.1808e+00   3.6843e-02   9.6316e-01   4.5167e+08   6.2229e+07  
1.1967e+01   4.7577e+10   1.7526e+09   4.5828e+10   1.7526e+00   1.5023e+00   5.1819e+00   3.6837e-02   9.6316e-01   4.5160e+08   6.2220e+07  
1.1968e+01   4.7579e+10   1.7524e+09   4.5830e+10   1.7524e+00   1.5021e+00   5.1829e+00   3.6831e-02   9.6317e-01   4.5154e+08   6.2211e+07  
1.1969e+01   4.7580e+10   1.7521e+09   4.5832e+10   1.7521e+00   1.5019e+00   5.1839e+00   3.6824e-02   9.6318e-01   4.5147e+08   6.2202e+07  
1.1970e+01   4.7582e+10   1.7519e+09   4.5833e+10   1.7519e+00   1.5017e+00   5.1849e+00   3.6818e-02   9.6318e-01   4.5141e+08   6.2194e+07  
1.1971e+01   4.7583e+10   1.7516e+09   4.5835e+10   1.7516e+00   1.5014e+00   5.1860e+00   3.6811e-02   9.6319e-01   4.5134e+08   6.2185e+07  
1.1972e+01   4.7585e+10   1.7514e+09   4.5837e+10   1.7514e+00   1.5012e+00   5.1870e+00   3.6805e-02   9.6320e-01   4.5128e+08   6.2176e+07  
1.1973e+01   4.7586e+10   1.7511e+09   4.5839e+10   1.7511e+00   1.5010e+00   5.1880e+00   3.6798e-02   9.6320e-01   4.5122e+08   6.2167e+07  
1.1974e+01   4.7588e+10   1.7509e+09   4.5840e+10   1.7509e+00   1.5008e+00   5.1891e+00   3.6792e-02   9.6321e-01   4.5115e+08   6.2158e+07  
1.1975e+01   4.7589e+10   1.7506e+09   4.5842e+10   1.7506e+00   1.5006e+00   5.1901e+00   3.6786e-02   9.6321e-01   4.5109e+08   6.2149e+07  
1.1976e+01   4.7591e+10   1.7504e+09   4.5844e+10   1.7504e+00   1.5004e+00   5.1911e+00   3.6779e-02   9.6322e-01   4.5102e+08   6.2140e+07  
1.1977e+01   4.7592e+10   1.7501e+09   4.5846e+10   1.7501e+00   1.5002e+00   5.1921e+00   3.6773e-02   9.6323e-01   4.5096e+08   6.2131e+07  
1.1978e+01   4.7594e+10   1.7499e+09   4.5847e+10   1.7499e+00   1.4999e+00   5.1932e+00   3.6766e-02   9.6323e-01   4.5089e+08   6.2123e+07  
1.1979e+01   4.7595e+10   1.7496e+09   4.5849e+10   1.7496e+00   1.4997e+00   5.1942e+00   3.6760e-02   9.6324e-01   4.5083e+08   6.2114e+07  
1.1980e+01   4.7597e+10   1.7494e+09   4.5851e+10   1.7494e+00   1.4995e+00   5.1952e+00   3.6754e-02   9.6325e-01   4.5076e+08   6.2105e+07  
1.1981e+01   4.7598e+10   1.7491e+09   4.5853e+10   1.7491e+00   1.4993e+00   5.1963e+00   3.6747e-02   9.6325e-01   4.5070e+08   6.2096e+07  
1.1982e+01   4.7600e+10   1.7489e+09   4.5854e+10   1.7489e+00   1.4991e+00   5.1973e+00   3.6741e-02   9.6326e-01   4.5064e+08   6.2087e+07  
1.1983e+01   4.7601e+10   1.7486e+09   4.5856e+10   1.7486e+00   1.4989e+00   5.1983e+00   3.6734e-02   9.6327e-01   4.5057e+08   6.2078e+07  
1.1984e+01   4.7603e+10   1.7484e+09   4.5858e+10   1.7484e+00   1.4987e+00   5.1993e+00   3.6728e-02   9.6327e-01   4.5051e+08   6.2069e+07  
1.1985e+01   4.7604e+10   1.7481e+09   4.5860e+10   1.7481e+00   1.4984e+00   5.2004e+00   3.6722e-02   9.6328e-01   4.5044e+08   6.2061e+07  
1.1986e+01   4.7606e+10   1.7479e+09   4.5861e+10   1.7479e+00   1.4982e+00   5.2014e+00   3.6715e-02   9.6328e-01   4.5038e+08   6.2052e+07  
1.1987e+01   4.7607e+10   1.7476e+09   4.5863e+10   1.7476e+00   1.4980e+00   5.2024e+00   3.6709e-02   9.6329e-01   4.5031e+08   6.2043e+07  
1.1988e+01   4.7609e+10   1.7474e+09   4.5865e+10   1.7474e+00   1.4978e+00   5.2034e+00   3.6702e-02   9.6330e-01   4.5025e+08   6.2034e+07  
1.1989e+01   4.7610e+10   1.7471e+09   4.5867e+10   1.7471e+00   1.4976e+00   5.2045e+00   3.6696e-02   9.6330e-01   4.5019e+08   6.2025e+07  
1.1990e+01   4.7612e+10   1.7469e+09   4.5868e+10   1.7469e+00   1.4974e+00   5.2055e+00   3.6690e-02   9.6331e-01   4.5012e+08   6.2016e+07  
1.1991e+01   4.7613e+10   1.7466e+09   4.5870e+10   1.7466e+00   1.4972e+00   5.2065e+00   3.6683e-02   9.6332e-01   4.5006e+08   6.2007e+07  
1.1992e+01   4.7615e+10   1.7464e+09   4.5872e+10   1.7464e+00   1.4970e+00   5.2076e+00   3.6677e-02   9.6332e-01   4.4999e+08   6.1999e+07  
1.1993e+01   4.7616e+10   1.7461e+09   4.5874e+10   1.7461e+00   1.4967e+00   5.2086e+00   3.6670e-02   9.6333e-01   4.4993e+08   6.1990e+07  
1.1994e+01   4.7618e+10   1.7459e+09   4.5875e+10   1.7459e+00   1.4965e+00   5.2096e+00   3.6664e-02   9.6334e-01   4.4986e+08   6.1981e+07  
1.1995e+01   4.7619e+10   1.7456e+09   4.5877e+10   1.7456e+00   1.4963e+00   5.2106e+00   3.6658e-02   9.6334e-01   4.4980e+08   6.1972e+07  
1.1996e+01   4.7621e+10   1.7454e+09   4.5879e+10   1.7454e+00   1.4961e+00   5.2117e+00   3.6651e-02   9.6335e-01   4.4974e+08   6.1963e+07  
1.1997e+01   4.7622e+10   1.7451e+09   4.5881e+10   1.7451e+00   1.4959e+00   5.2127e+00   3.6645e-02   9.6336e-01   4.4967e+08   6.1954e+07  
1.1998e+01   4.7624e+10   1.7449e+09   4.5882e+10   1.7449e+00   1.4957e+00   5.2137e+00   3.6638e-02   9.6336e-01   4.4961e+08   6.1945e+07  
1.1999e+01   4.7625e+10   1.7446e+09   4.5884e+10   1.7446e+00   1.4955e+00   5.2148e+00   3.6632e-02   9.6337e-01   4.4954e+08   6.1937e+07  
1.2000e+01   4.7627e+10   1.7444e+09   4.5886e+10   1.7444e+00   1.4952e+00   5.2158e+00   3.6626e-02   9.6337e-01   4.4948e+08   6.1928e+07  
1.2001e+01   4.7628e+10   1.7441e+09   4.5888e+10   1.7441e+00   1.4950e+00   5.2168e+00   3.6619e-02   9.6338e-01   4.4941e+08   6.1919e+07  
1.2002e+01   4.7630e+10   1.7439e+09   4.5889e+10   1.7439e+00   1.4948e+00   5.2179e+00   3.6613e-02   9.6339e-01   4.4935e+08   6.1910e+07  
1.2003e+01   4.7631e+10   1.7436e+09   4.5891e+10   1.7436e+00   1.4946e+00   5.2189e+00   3.6607e-02   9.6339e-01   4.4929e+08   6.1901e+07  
1.2004e+01   4.7633e+10   1.7434e+09   4.5893e+10   1.7434e+00   1.4944e+00   5.2199e+00   3.6600e-02   9.6340e-01   4.4922e+08   6.1892e+07  
1.2005e+01   4.7634e+10   1.7431e+09   4.5895e+10   1.7431e+00   1.4942e+00   5.2209e+00   3.6594e-02   9.6341e-01   4.4916e+08   6.1884e+07  
1.2006e+01   4.7636e+10   1.7429e+09   4.5896e+10   1.7429e+00   1.4940e+00   5.2220e+00   3.6587e-02   9.6341e-01   4.4909e+08   6.1875e+07  
1.2007e+01   4.7637e+10   1.7426e+09   4.5898e+10   1.7426e+00   1.4937e+00   5.2230e+00   3.6581e-02   9.6342e-01   4.4903e+08   6.1866e+07  
1.2008e+01   4.7639e+10   1.7424e+09   4.5900e+10   1.7424e+00   1.4935e+00   5.2240e+00   3.6575e-02   9.6343e-01   4.4897e+08   6.1857e+07  
1.2009e+01   4.7640e+10   1.7421e+09   4.5902e+10   1.7421e+00   1.4933e+00   5.2251e+00   3.6568e-02   9.6343e-01   4.4890e+08   6.1848e+07  
1.2010e+01   4.7642e+10   1.7419e+09   4.5903e+10   1.7419e+00   1.4931e+00   5.2261e+00   3.6562e-02   9.6344e-01   4.4884e+08   6.1839e+07  
1.2011e+01   4.7643e+10   1.7416e+09   4.5905e+10   1.7416e+00   1.4929e+00   5.2271e+00   3.6556e-02   9.6344e-01   4.4877e+08   6.1831e+07  
1.2012e+01   4.7645e+10   1.7414e+09   4.5907e+10   1.7414e+00   1.4927e+00   5.2281e+00   3.6549e-02   9.6345e-01   4.4871e+08   6.1822e+07  
1.2013e+01   4.7646e+10   1.7411e+09   4.5909e+10   1.7411e+00   1.4925e+00   5.2292e+00   3.6543e-02   9.6346e-01   4.4865e+08   6.1813e+07  
1.2014e+01   4.7648e+10   1.7409e+09   4.5910e+10   1.7409e+00   1.4923e+00   5.2302e+00   3.6537e-02   9.6346e-01   4.4858e+08   6.1804e+07  
1.2015e+01   4.7649e+10   1.7406e+09   4.5912e+10   1.7406e+00   1.4920e+00   5.2312e+00   3.6530e-02   9.6347e-01   4.4852e+08   6.1795e+07  
1.2016e+01   4.7651e+10   1.7404e+09   4.5914e+10   1.7404e+00   1.4918e+00   5.2323e+00   3.6524e-02   9.6348e-01   4.4845e+08   6.1786e+07  
1.2017e+01   4.7652e+10   1.7401e+09   4.5916e+10   1.7401e+00   1.4916e+00   5.2333e+00   3.6517e-02   9.6348e-01   4.4839e+08   6.1778e+07  
1.2018e+01   4.7654e+10   1.7399e+09   4.5917e+10   1.7399e+00   1.4914e+00   5.2343e+00   3.6511e-02   9.6349e-01   4.4832e+08   6.1769e+07  
1.2019e+01   4.7655e+10   1.7396e+09   4.5919e+10   1.7396e+00   1.4912e+00   5.2353e+00   3.6505e-02   9.6350e-01   4.4826e+08   6.1760e+07  
1.2020e+01   4.7657e+10   1.7394e+09   4.5921e+10   1.7394e+00   1.4910e+00   5.2364e+00   3.6498e-02   9.6350e-01   4.4820e+08   6.1751e+07  
1.2021e+01   4.7658e+10   1.7391e+09   4.5922e+10   1.7391e+00   1.4908e+00   5.2374e+00   3.6492e-02   9.6351e-01   4.4813e+08   6.1742e+07  
