#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa
5.6841e+00   3.2291e+10   4.2675e+09   2.8026e+10   4.2675e+00   3.6861e+00   1.6241e+00   1.3216e-01   8.6784e-01   1.0995e+09   1.5000e+08  
5.6851e+00   3.2294e+10   4.2669e+09   2.8030e+10   4.2669e+00   3.6856e+00   1.6243e+00   1.3213e-01   8.6787e-01   1.0994e+09   1.4998e+08  
5.6861e+00   3.2298e+10   4.2663e+09   2.8034e+10   4.2663e+00   3.6851e+00   1.6246e+00   1.3209e-01   8.6791e-01   1.0992e+09   1.4996e+08  
5.6871e+00   3.2302e+10   4.2658e+09   2.8038e+10   4.2658e+00   3.6845e+00   1.6249e+00   1.3206e-01   8.6794e-01   1.0991e+09   1.4994e+08  
5.6881e+00   3.2306e+10   4.2652e+09   2.8043e+10   4.2652e+00   3.6840e+00   1.6252e+00   1.3203e-01   8.6797e-01   1.0989e+09   1.4993e+08  
5.6891e+00   3.2309e+10   4.2646e+09   2.8047e+10   4.2646e+00   3.6835e+00   1.6254e+00   1.3199e-01   8.6801e-01   1.0988e+09   1.4991e+08  
5.6901e+00   3.2313e+10   4.2640e+09   2.8051e+10   4.2640e+00   3.6830e+00   1.6257e+00   1.3196e-01   8.6804e-01   1.0986e+09   1.4989e+08  
5.6911e+00   3.2317e+10   4.2634e+09   2.8055e+10   4.2634e+00   3.6824e+00   1.6260e+00   1.3193e-01   8.6807e-01   1.0985e+09   1.4987e+08  
5.6921e+00   3.2320e+10   4.2628e+09   2.8060e+10   4.2628e+00   3.6819e+00   1.6263e+00   1.3189e-01   8.6811e-01   1.0983e+09   1.4985e+08  
5.6931e+00   3.2324e+10   4.2623e+09   2.8064e+10   4.2623e+00   3.6814e+00   1.6265e+00   1.3186e-01   8.6814e-01   1.0982e+09   1.4983e+08  
5.6941e+00   3.2328e+10   4.2617e+09   2.8068e+10   4.2617e+00   3.6809e+00   1.6268e+00   1.3183e-01   8.6817e-01   1.0980e+09   1.4981e+08  
5.6951e+00   3.2331e+10   4.2611e+09   2.8072e+10   4.2611e+00   3.6803e+00   1.6271e+00   1.3180e-01   8.6820e-01   1.0979e+09   1.4979e+08  
5.6961e+00   3.2335e+10   4.2605e+09   2.8077e+10   4.2605e+00   3.6798e+00   1.6273e+00   1.3176e-01   8.6824e-01   1.0978e+09   1.4977e+08  
5.6971e+00   3.2339e+10   4.2599e+09   2.8081e+10   4.2599e+00   3.6793e+00   1.6276e+00   1.3173e-01   8.6827e-01   1.0976e+09   1.4975e+08  
5.6981e+00   3.2342e+10   4.2594e+09   2.8085e+10   4.2594e+00   3.6788e+00   1.6279e+00   1.3170e-01   8.6830e-01   1.0975e+09   1.4973e+08  
5.6991e+00   3.2346e+10   4.2588e+09   2.8090e+10   4.2588e+00   3.6782e+00   1.6282e+00   1.3166e-01   8.6834e-01   1.0973e+09   1.4972e+08  
5.7001e+00   3.2350e+10   4.2582e+09   2.8094e+10   4.2582e+00   3.6777e+00   1.6284e+00   1.3163e-01   8.6837e-01   1.0972e+09   1.4970e+08  
5.7011e+00   3.2353e+10   4.2576e+09   2.8098e+10   4.2576e+00   3.6772e+00   1.6287e+00   1.3160e-01   8.6840e-01   1.0970e+09   1.4968e+08  
5.7021e+00   3.2357e+10   4.2570e+09   2.8102e+10   4.2570e+00   3.6767e+00   1.6290e+00   1.3156e-01   8.6844e-01   1.0969e+09   1.4966e+08  
5.7031e+00   3.2361e+10   4.2565e+09   2.8107e+10   4.2565e+00   3.6761e+00   1.6293e+00   1.3153e-01   8.6847e-01   1.0967e+09   1.4964e+08  
5.7041e+00   3.2364e+10   4.2559e+09   2.8111e+10   4.2559e+00   3.6756e+00   1.6295e+00   1.3150e-01   8.6850e-01   1.0966e+09   1.4962e+08  
5.7051e+00   3.2368e+10   4.2553e+09   2.8115e+10   4.2553e+00   3.6751e+00   1.6298e+00   1.3147e-01   8.6853e-01   1.0964e+09   1.4960e+08  
5.7061e+00   3.2372e+10   4.2547e+09   2.8119e+10   4.2547e+00   3.6746e+00   1.6301e+00   1.3143e-01   8.6857e-01   1.0963e+09   1.4958e+08  
5.7071e+00   3.2375e+10   4.2541e+09   2.8124e+10   4.2541e+00   3.6740e+00   1.6304e+00   1.3140e-01   8.6860e-01   1.0961e+09   1.4956e+08  
5.7081e+00   3.2379e+10   4.2536e+09   2.8128e+10   4.2536e+00   3.6735e+00   1.6306e+00   1.3137e-01   8.6863e-01   1.0960e+09   1.4954e+08  
5.7091e+00   3.2383e+10   4.2530e+09   2.8132e+10   4.2530e+00   3.6730e+00   1.6309e+00   1.3133e-01   8.6867e-01   1.0958e+09   1.4952e+08  
5.7101e+00   3.2386e+10   4.2524e+09   2.8136e+10   4.2524e+00   3.6725e+00   1.6312e+00   1.3130e-01   8.6870e-01   1.0957e+09   1.4950e+08  
5.7111e+00   3.2390e+10   4.2518e+09   2.8141e+10   4.2518e+00   3.6719e+00   1.6315e+00   1.3127e-01   8.6873e-01   1.0955e+09   1.4949e+08  
5.7121e+00   3.2394e+10   4.2512e+09   2.8145e+10   4.2512e+00   3.6714e+00   1.6317e+00   1.3124e-01   8.6876e-01   1.0954e+09   1.4947e+08  
5.7131e+00   3.2397e+10   4.2507e+09   2.8149e+10   4.2507e+00   3.6709e+00   1.6320e+00   1.3120e-01   8.6880e-01   1.0952e+09   1.4945e+08  
5.7141e+00   3.2401e+10   4.2501e+09   2.8153e+10   4.2501e+00   3.6704e+00   1.6323e+00   1.3117e-01   8.6883e-01   1.0951e+09   1.4943e+08  
5.7151e+00   3.2405e+10   4.2495e+09   2.8158e+10   4.2495e+00   3.6698e+00   1.6326e+00   1.3114e-01   8.6886e-01   1.0949e+09   1.4941e+08  
5.7161e+00   3.2408e+10   4.2489e+09   2.8162e+10   4.2489e+00   3.6693e+00   1.6328e+00   1.3111e-01   8.6889e-01   1.0948e+09   1.4939e+08  
5.7171e+00   3.2412e+10   4.2483e+09   2.8166e+10   4.2483e+00   3.6688e+00   1.6331e+00   1.3107e-01   8.6893e-01   1.0946e+09   1.4937e+08  
5.7181e+00   3.2416e+10   4.2478e+09   2.8170e+10   4.2478e+00   3.6683e+00   1.6334e+00   1.3104e-01   8.6896e-01   1.0945e+09   1.4935e+08  
5.7191e+00   3.2419e+10   4.2472e+09   2.8175e+10   4.2472e+00   3.6677e+00   1.6337e+00   1.3101e-01   8.6899e-01   1.0943e+09   1.4933e+08  
5.7201e+00   3.2423e+10   4.2466e+09   2.8179e+10   4.2466e+00   3.6672e+00   1.6339e+00   1.3097e-01   8.6903e-01   1.0942e+09   1.4931e+08  
5.7211e+00   3.2427e+10   4.2460e+09   2.8183e+10   4.2460e+00   3.6667e+00   1.6342e+00   1.3094e-01   8.6906e-01   1.0940e+09   1.4929e+08  
5.7221e+00   3.2430e+10   4.2454e+09   2.8187e+10   4.2454e+00   3.6662e+00   1.6345e+00   1.3091e-01   8.6909e-01   1.0939e+09   1.4928e+08  
5.7231e+00   3.2434e+10   4.2449e+09   2.8192e+10   4.2449e+00   3.6656e+00   1.6348e+00   1.3088e-01   8.6912e-01   1.0937e+09   1.4926e+08  
5.7241e+00   3.2438e+10   4.2443e+09   2.8196e+10   4.2443e+00   3.6651e+00   1.6350e+00   1.3084e-01   8.6916e-01   1.0936e+09   1.4924e+08  
5.7251e+00   3.2441e+10   4.2437e+09   2.8200e+10   4.2437e+00   3.6646e+00   1.6353e+00   1.3081e-01   8.6919e-01   1.0934e+09   1.4922e+08  
5.7261e+00   3.2445e+10   4.2431e+09   2.8204e+10   4.2431e+00   3.6641e+00   1.6356e+00   1.3078e-01   8.6922e-01   1.0933e+09   1.4920e+08  
5.7271e+00   3.2449e+10   4.2425e+09   2.8209e+10   4.2425e+00   3.6635e+00   1.6359e+00   1.3075e-01   8.6925e-01   1.0931e+09   1.4918e+08  
5.7281e+00   3.2452e+10   4.2420e+09   2.8213e+10   4.2420e+00   3.6630e+00   1.6362e+00   1.3071e-01   8.6929e-01   1.0930e+09   1.4916e+08  
5.7291e+00   3.2456e+10   4.2414e+09   2.8217e+10   4.2414e+00   3.6625e+00   1.6364e+00   1.3068e-01   8.6932e-01   1.0928e+09   1.4914e+08  
5.7301e+00   3.2460e+10   4.2408e+09   2.8221e+10   4.2408e+00   3.6620e+00   1.6367e+00   1.3065e-01   8.6935e-01   1.0927e+09   1.4912e+08  
5.7311e+00   3.2463e+10   4.2402e+09   2.8226e+10   4.2402e+00   3.6615e+00   1.6370e+00   1.3062e-01   8.6938e-01   1.0925e+09   1.4910e+08  
5.7321e+00   3.2467e+10   4.2397e+09   2.8230e+10   4.2397e+00   3.6609e+00   1.6373e+00   1.3058e-01   8.6942e-01   1.0924e+09   1.4908e+08  
5.7331e+00   3.2471e+10   4.2391e+09   2.8234e+10   4.2391e+00   3.6604e+00   1.6375e+00   1.3055e-01   8.6945e-01   1.0922e+09   1.4907e+08  
5.7341e+00   3.2474e+10   4.2385e+09   2.8238e+10   4.2385e+00   3.6599e+00   1.6378e+00   1.3052e-01   8.6948e-01   1.0921e+09   1.4905e+08  
5.7351e+00   3.2478e+10   4.2379e+09   2.8242e+10   4.2379e+00   3.6594e+00   1.6381e+00   1.3049e-01   8.6951e-01   1.0919e+09   1.4903e+08  
5.7361e+00   3.2482e+10   4.2373e+09   2.8247e+10   4.2373e+00   3.6588e+00   1.6384e+00   1.3045e-01   8.6955e-01   1.0918e+09   1.4901e+08  
5.7371e+00   3.2485e+10   4.2368e+09   2.8251e+10   4.2368e+00   3.6583e+00   1.6386e+00   1.3042e-01   8.6958e-01   1.0916e+09   1.4899e+08  
5.7381e+00   3.2489e+10   4.2362e+09   2.8255e+10   4.2362e+00   3.6578e+00   1.6389e+00   1.3039e-01   8.6961e-01   1.0915e+09   1.4897e+08  
5.7391e+00   3.2493e+10   4.2356e+09   2.8259e+10   4.2356e+00   3.6573e+00   1.6392e+00   1.3036e-01   8.6964e-01   1.0913e+09   1.4895e+08  
5.7401e+00   3.2496e+10   4.2350e+09   2.8264e+10   4.2350e+00   3.6567e+00   1.6395e+00   1.3032e-01   8.6968e-01   1.0912e+09   1.4893e+08  
5.7411e+00   3.2500e+10   4.2344e+09   2.8268e+10   4.2344e+00   3.6562e+00   1.6397e+00   1.3029e-01   8.6971e-01   1.0910e+09   1.4891e+08  
5.7421e+00   3.2504e+10   4.2339e+09   2.8272e+10   4.2339e+00   3.6557e+00   1.6400e+00   1.3026e-01   8.6974e-01   1.0909e+09   1.4889e+08  
5.7431e+00   3.2507e+10   4.2333e+09   2.8276e+10   4.2333e+00   3.6552e+00   1.6403e+00   1.3023e-01   8.6977e-01   1.0907e+09   1.4887e+08  
5.7441e+00   3.2511e+10   4.2327e+09   2.8281e+10   4.2327e+00   3.6547e+00   1.6406e+00   1.3019e-01   8.6981e-01   1.0906e+09   1.4885e+08  
5.7451e+00   3.2515e+10   4.2321e+09   2.8285e+10   4.2321e+00   3.6541e+00   1.6409e+00   1.3016e-01   8.6984e-01   1.0904e+09   1.4884e+08  
5.7461e+00   3.2518e+10   4.2316e+09   2.8289e+10   4.2316e+00   3.6536e+00   1.6411e+00   1.3013e-01   8.6987e-01   1.0903e+09   1.4882e+08  
5.7471e+00   3.2522e+10   4.2310e+09   2.8293e+10   4.2310e+00   3.6531e+00   1.6414e+00   1.3010e-01   8.6990e-01   1.0901e+09   1.4880e+08  
5.7481e+00   3.2526e+10   4.2304e+09   2.8298e+10   4.2304e+00   3.6526e+00   1.6417e+00   1.3006e-01   8.6994e-01   1.0900e+09   1.4878e+08  
5.7491e+00   3.2529e+10   4.2298e+09   2.8302e+10   4.2298e+00   3.6520e+00   1.6420e+00   1.3003e-01   8.6997e-01   1.0898e+09   1.4876e+08  
5.7501e+00   3.2533e+10   4.2292e+09   2.8306e+10   4.2292e+00   3.6515e+00   1.6422e+00   1.3000e-01   8.7000e-01   1.0897e+09   1.4874e+08  
5.7511e+00   3.2537e+10   4.2287e+09   2.8310e+10   4.2287e+00   3.6510e+00   1.6425e+00   1.2997e-01   8.7003e-01   1.0895e+09   1.4872e+08  
5.7521e+00   3.2540e+10   4.2281e+09   2.8314e+10   4.2281e+00   3.6505e+00   1.6428e+00   1.2993e-01   8.7007e-01   1.0894e+09   1.4870e+08  
5.7531e+00   3.2544e+10   4.2275e+09   2.8319e+10   4.2275e+00   3.6500e+00   1.6431e+00   1.2990e-01   8.7010e-01   1.0892e+09   1.4868e+08  
5.7541e+00   3.2548e+10   4.2269e+09   2.8323e+10   4.2269e+00   3.6494e+00   1.6433e+00   1.2987e-01   8.7013e-01   1.0891e+09   1.4866e+08  
5.7551e+00   3.2551e+10   4.2264e+09   2.8327e+10   4.2264e+00   3.6489e+00   1.6436e+00   1.2984e-01   8.7016e-01   1.0890e+09   1.4864e+08  
5.7561e+00   3.2555e+10   4.2258e+09   2.8331e+10   4.2258e+00   3.6484e+00   1.6439e+00   1.2981e-01   8.7019e-01   1.0888e+09   1.4863e+08  
5.7571e+00   3.2558e+10   4.2252e+09   2.8336e+10   4.2252e+00   3.6479e+00   1.6442e+00   1.2977e-01   8.7023e-01   1.0887e+09   1.4861e+08  
5.7581e+00   3.2562e+10   4.2246e+09   2.8340e+10   4.2246e+00   3.6474e+00   1.6445e+00   1.2974e-01   8.7026e-01   1.0885e+09   1.4859e+08  
5.7591e+00   3.2566e+10   4.2240e+09   2.8344e+10   4.2240e+00   3.6468e+00   1.6447e+00   1.2971e-01   8.7029e-01   1.0884e+09   1.4857e+08  
5.7601e+00   3.2569e+10   4.2235e+09   2.8348e+10   4.2235e+00   3.6463e+00   1.6450e+00   1.2968e-01   8.7032e-01   1.0882e+09   1.4855e+08  
5.7611e+00   3.2573e+10   4.2229e+09   2.8352e+10   4.2229e+00   3.6458e+00   1.6453e+00   1.2964e-01   8.7036e-01   1.0881e+09   1.4853e+08  
5.7621e+00   3.2577e+10   4.2223e+09   2.8357e+10   4.2223e+00   3.6453e+00   1.6456e+00   1.2961e-01   8.7039e-01   1.0879e+09   1.4851e+08  
5.7631e+00   3.2580e+10   4.2217e+09   2.8361e+10   4.2217e+00   3.6448e+00   1.6458e+00   1.2958e-01   8.7042e-01   1.0878e+09   1.4849e+08  
5.7641e+00   3.2584e+10   4.2212e+09   2.8365e+10   4.2212e+00   3.6442e+00   1.6461e+00   1.2955e-01   8.7045e-01   1.0876e+09   1.4847e+08  
5.7651e+00   3.2588e+10   4.2206e+09   2.8369e+10   4.2206e+00   3.6437e+00   1.6464e+00   1.2951e-01   8.7049e-01   1.0875e+09   1.4845e+08  
5.7661e+00   3.2591e+10   4.2200e+09   2.8374e+10   4.2200e+00   3.6432e+00   1.6467e+00   1.2948e-01   8.7052e-01   1.0873e+09   1.4843e+08  
5.7671e+00   3.2595e+10   4.2194e+09   2.8378e+10   4.2194e+00   3.6427e+00   1.6470e+00   1.2945e-01   8.7055e-01   1.0872e+09   1.4842e+08  
5.7681e+00   3.2599e+10   4.2189e+09   2.8382e+10   4.2189e+00   3.6421e+00   1.6472e+00   1.2942e-01   8.7058e-01   1.0870e+09   1.4840e+08  
5.7691e+00   3.2602e+10   4.2183e+09   2.8386e+10   4.2183e+00   3.6416e+00   1.6475e+00   1.2939e-01   8.7061e-01   1.0869e+09   1.4838e+08  
5.7701e+00   3.2606e+10   4.2177e+09   2.8390e+10   4.2177e+00   3.6411e+00   1.6478e+00   1.2935e-01   8.7065e-01   1.0867e+09   1.4836e+08  
5.7711e+00   3.2609e+10   4.2171e+09   2.8395e+10   4.2171e+00   3.6406e+00   1.6481e+00   1.2932e-01   8.7068e-01   1.0866e+09   1.4834e+08  
5.7721e+00   3.2613e+10   4.2165e+09   2.8399e+10   4.2165e+00   3.6401e+00   1.6483e+00   1.2929e-01   8.7071e-01   1.0864e+09   1.4832e+08  
5.7731e+00   3.2617e+10   4.2160e+09   2.8403e+10   4.2160e+00   3.6395e+00   1.6486e+00   1.2926e-01   8.7074e-01   1.0863e+09   1.4830e+08  
5.7741e+00   3.2620e+10   4.2154e+09   2.8407e+10   4.2154e+00   3.6390e+00   1.6489e+00   1.2923e-01   8.7077e-01   1.0861e+09   1.4828e+08  
5.7751e+00   3.2624e+10   4.2148e+09   2.8412e+10   4.2148e+00   3.6385e+00   1.6492e+00   1.2919e-01   8.7081e-01   1.0860e+09   1.4826e+08  
5.7761e+00   3.2628e+10   4.2142e+09   2.8416e+10   4.2142e+00   3.6380e+00   1.6495e+00   1.2916e-01   8.7084e-01   1.0858e+09   1.4824e+08  
5.7771e+00   3.2631e+10   4.2137e+09   2.8420e+10   4.2137e+00   3.6375e+00   1.6497e+00   1.2913e-01   8.7087e-01   1.0857e+09   1.4822e+08  
5.7781e+00   3.2635e+10   4.2131e+09   2.8424e+10   4.2131e+00   3.6369e+00   1.6500e+00   1.2910e-01   8.7090e-01   1.0855e+09   1.4821e+08  
5.7791e+00   3.2639e+10   4.2125e+09   2.8428e+10   4.2125e+00   3.6364e+00   1.6503e+00   1.2907e-01   8.7093e-01   1.0854e+09   1.4819e+08  
5.7801e+00   3.2642e+10   4.2119e+09   2.8433e+10   4.2119e+00   3.6359e+00   1.6506e+00   1.2903e-01   8.7097e-01   1.0852e+09   1.4817e+08  
5.7811e+00   3.2646e+10   4.2114e+09   2.8437e+10   4.2114e+00   3.6354e+00   1.6508e+00   1.2900e-01   8.7100e-01   1.0851e+09   1.4815e+08  
5.7821e+00   3.2649e+10   4.2108e+09   2.8441e+10   4.2108e+00   3.6349e+00   1.6511e+00   1.2897e-01   8.7103e-01   1.0849e+09   1.4813e+08  
5.7831e+00   3.2653e+10   4.2102e+09   2.8445e+10   4.2102e+00   3.6344e+00   1.6514e+00   1.2894e-01   8.7106e-01   1.0848e+09   1.4811e+08  
5.7841e+00   3.2657e+10   4.2096e+09   2.8449e+10   4.2096e+00   3.6338e+00   1.6517e+00   1.2891e-01   8.7109e-01   1.0846e+09   1.4809e+08  
5.7851e+00   3.2660e+10   4.2091e+09   2.8454e+10   4.2091e+00   3.6333e+00   1.6520e+00   1.2887e-01   8.7113e-01   1.0845e+09   1.4807e+08  
5.7861e+00   3.2664e+10   4.2085e+09   2.8458e+10   4.2085e+00   3.6328e+00   1.6522e+00   1.2884e-01   8.7116e-01   1.0843e+09   1.4805e+08  
5.7871e+00   3.2668e+10   4.2079e+09   2.8462e+10   4.2079e+00   3.6323e+00   1.6525e+00   1.2881e-01   8.7119e-01   1.0842e+09   1.4803e+08  
5.7881e+00   3.2671e+10   4.2073e+09   2.8466e+10   4.2073e+00   3.6318e+00   1.6528e+00   1.2878e-01   8.7122e-01   1.0841e+09   1.4801e+08  
5.7891e+00   3.2675e+10   4.2068e+09   2.8470e+10   4.2068e+00   3.6312e+00   1.6531e+00   1.2875e-01   8.7125e-01   1.0839e+09   1.4800e+08  
5.7901e+00   3.2679e+10   4.2062e+09   2.8475e+10   4.2062e+00   3.6307e+00   1.6534e+00   1.2871e-01   8.7129e-01   1.0838e+09   1.4798e+08  
5.7911e+00   3.2682e+10   4.2056e+09   2.8479e+10   4.2056e+00   3.6302e+00   1.6536e+00   1.2868e-01   8.7132e-01   1.0836e+09   1.4796e+08  
5.7921e+00   3.2686e+10   4.2050e+09   2.8483e+10   4.2050e+00   3.6297e+00   1.6539e+00   1.2865e-01   8.7135e-01   1.0835e+09   1.4794e+08  
5.7931e+00   3.2689e+10   4.2045e+09   2.8487e+10   4.2045e+00   3.6292e+00   1.6542e+00   1.2862e-01   8.7138e-01   1.0833e+09   1.4792e+08  
5.7941e+00   3.2693e+10   4.2039e+09   2.8492e+10   4.2039e+00   3.6286e+00   1.6545e+00   1.2859e-01   8.7141e-01   1.0832e+09   1.4790e+08  
5.7951e+00   3.2697e+10   4.2033e+09   2.8496e+10   4.2033e+00   3.6281e+00   1.6547e+00   1.2855e-01   8.7145e-01   1.0830e+09   1.4788e+08  
5.7961e+00   3.2700e+10   4.2027e+09   2.8500e+10   4.2027e+00   3.6276e+00   1.6550e+00   1.2852e-01   8.7148e-01   1.0829e+09   1.4786e+08  
5.7971e+00   3.2704e+10   4.2022e+09   2.8504e+10   4.2022e+00   3.6271e+00   1.6553e+00   1.2849e-01   8.7151e-01   1.0827e+09   1.4784e+08  
5.7981e+00   3.2708e+10   4.2016e+09   2.8508e+10   4.2016e+00   3.6266e+00   1.6556e+00   1.2846e-01   8.7154e-01   1.0826e+09   1.4782e+08  
5.7991e+00   3.2711e+10   4.2010e+09   2.8513e+10   4.2010e+00   3.6261e+00   1.6559e+00   1.2843e-01   8.7157e-01   1.0824e+09   1.4781e+08  
5.8001e+00   3.2715e+10   4.2004e+09   2.8517e+10   4.2004e+00   3.6255e+00   1.6561e+00   1.2840e-01   8.7160e-01   1.0823e+09   1.4779e+08  
5.8011e+00   3.2718e+10   4.1999e+09   2.8521e+10   4.1999e+00   3.6250e+00   1.6564e+00   1.2836e-01   8.7164e-01   1.0821e+09   1.4777e+08  
5.8021e+00   3.2722e+10   4.1993e+09   2.8525e+10   4.1993e+00   3.6245e+00   1.6567e+00   1.2833e-01   8.7167e-01   1.0820e+09   1.4775e+08  
5.8031e+00   3.2726e+10   4.1987e+09   2.8529e+10   4.1987e+00   3.6240e+00   1.6570e+00   1.2830e-01   8.7170e-01   1.0818e+09   1.4773e+08  
5.8041e+00   3.2729e+10   4.1981e+09   2.8534e+10   4.1981e+00   3.6235e+00   1.6573e+00   1.2827e-01   8.7173e-01   1.0817e+09   1.4771e+08  
5.8051e+00   3.2733e+10   4.1976e+09   2.8538e+10   4.1976e+00   3.6229e+00   1.6575e+00   1.2824e-01   8.7176e-01   1.0815e+09   1.4769e+08  
5.8061e+00   3.2737e+10   4.1970e+09   2.8542e+10   4.1970e+00   3.6224e+00   1.6578e+00   1.2820e-01   8.7180e-01   1.0814e+09   1.4767e+08  
5.8071e+00   3.2740e+10   4.1964e+09   2.8546e+10   4.1964e+00   3.6219e+00   1.6581e+00   1.2817e-01   8.7183e-01   1.0812e+09   1.4765e+08  
5.8081e+00   3.2744e+10   4.1958e+09   2.8550e+10   4.1958e+00   3.6214e+00   1.6584e+00   1.2814e-01   8.7186e-01   1.0811e+09   1.4763e+08  
5.8091e+00   3.2747e+10   4.1953e+09   2.8555e+10   4.1953e+00   3.6209e+00   1.6587e+00   1.2811e-01   8.7189e-01   1.0809e+09   1.4761e+08  
5.8101e+00   3.2751e+10   4.1947e+09   2.8559e+10   4.1947e+00   3.6204e+00   1.6589e+00   1.2808e-01   8.7192e-01   1.0808e+09   1.4760e+08  
5.8111e+00   3.2755e+10   4.1941e+09   2.8563e+10   4.1941e+00   3.6198e+00   1.6592e+00   1.2805e-01   8.7195e-01   1.0806e+09   1.4758e+08  
5.8121e+00   3.2758e+10   4.1935e+09   2.8567e+10   4.1935e+00   3.6193e+00   1.6595e+00   1.2801e-01   8.7199e-01   1.0805e+09   1.4756e+08  
5.8131e+00   3.2762e+10   4.1930e+09   2.8571e+10   4.1930e+00   3.6188e+00   1.6598e+00   1.2798e-01   8.7202e-01   1.0803e+09   1.4754e+08  
5.8141e+00   3.2766e+10   4.1924e+09   2.8575e+10   4.1924e+00   3.6183e+00   1.6601e+00   1.2795e-01   8.7205e-01   1.0802e+09   1.4752e+08  
5.8151e+00   3.2769e+10   4.1918e+09   2.8580e+10   4.1918e+00   3.6178e+00   1.6603e+00   1.2792e-01   8.7208e-01   1.0801e+09   1.4750e+08  
5.8161e+00   3.2773e+10   4.1912e+09   2.8584e+10   4.1912e+00   3.6173e+00   1.6606e+00   1.2789e-01   8.7211e-01   1.0799e+09   1.4748e+08  
5.8171e+00   3.2776e+10   4.1907e+09   2.8588e+10   4.1907e+00   3.6167e+00   1.6609e+00   1.2786e-01   8.7214e-01   1.0798e+09   1.4746e+08  
5.8181e+00   3.2780e+10   4.1901e+09   2.8592e+10   4.1901e+00   3.6162e+00   1.6612e+00   1.2782e-01   8.7218e-01   1.0796e+09   1.4744e+08  
5.8191e+00   3.2784e+10   4.1895e+09   2.8596e+10   4.1895e+00   3.6157e+00   1.6615e+00   1.2779e-01   8.7221e-01   1.0795e+09   1.4742e+08  
5.8201e+00   3.2787e+10   4.1889e+09   2.8601e+10   4.1889e+00   3.6152e+00   1.6617e+00   1.2776e-01   8.7224e-01   1.0793e+09   1.4740e+08  
5.8211e+00   3.2791e+10   4.1884e+09   2.8605e+10   4.1884e+00   3.6147e+00   1.6620e+00   1.2773e-01   8.7227e-01   1.0792e+09   1.4739e+08  
5.8221e+00   3.2794e+10   4.1878e+09   2.8609e+10   4.1878e+00   3.6142e+00   1.6623e+00   1.2770e-01   8.7230e-01   1.0790e+09   1.4737e+08  
5.8231e+00   3.2798e+10   4.1872e+09   2.8613e+10   4.1872e+00   3.6136e+00   1.6626e+00   1.2767e-01   8.7233e-01   1.0789e+09   1.4735e+08  
5.8241e+00   3.2802e+10   4.1866e+09   2.8617e+10   4.1866e+00   3.6131e+00   1.6629e+00   1.2764e-01   8.7236e-01   1.0787e+09   1.4733e+08  
5.8251e+00   3.2805e+10   4.1861e+09   2.8622e+10   4.1861e+00   3.6126e+00   1.6631e+00   1.2760e-01   8.7240e-01   1.0786e+09   1.4731e+08  
5.8261e+00   3.2809e+10   4.1855e+09   2.8626e+10   4.1855e+00   3.6121e+00   1.6634e+00   1.2757e-01   8.7243e-01   1.0784e+09   1.4729e+08  
5.8271e+00   3.2813e+10   4.1849e+09   2.8630e+10   4.1849e+00   3.6116e+00   1.6637e+00   1.2754e-01   8.7246e-01   1.0783e+09   1.4727e+08  
5.8281e+00   3.2816e+10   4.1844e+09   2.8634e+10   4.1844e+00   3.6111e+00   1.6640e+00   1.2751e-01   8.7249e-01   1.0781e+09   1.4725e+08  
5.8291e+00   3.2820e+10   4.1838e+09   2.8638e+10   4.1838e+00   3.6105e+00   1.6642e+00   1.2748e-01   8.7252e-01   1.0780e+09   1.4723e+08  
5.8301e+00   3.2823e+10   4.1832e+09   2.8643e+10   4.1832e+00   3.6100e+00   1.6645e+00   1.2745e-01   8.7255e-01   1.0778e+09   1.4721e+08  
5.8311e+00   3.2827e+10   4.1826e+09   2.8647e+10   4.1826e+00   3.6095e+00   1.6648e+00   1.2741e-01   8.7259e-01   1.0777e+09   1.4720e+08  
5.8321e+00   3.2831e+10   4.1821e+09   2.8651e+10   4.1821e+00   3.6090e+00   1.6651e+00   1.2738e-01   8.7262e-01   1.0775e+09   1.4718e+08  
5.8331e+00   3.2834e+10   4.1815e+09   2.8655e+10   4.1815e+00   3.6085e+00   1.6654e+00   1.2735e-01   8.7265e-01   1.0774e+09   1.4716e+08  
5.8341e+00   3.2838e+10   4.1809e+09   2.8659e+10   4.1809e+00   3.6080e+00   1.6656e+00   1.2732e-01   8.7268e-01   1.0772e+09   1.4714e+08  
5.8351e+00   3.2841e+10   4.1803e+09   2.8663e+10   4.1803e+00   3.6075e+00   1.6659e+00   1.2729e-01   8.7271e-01   1.0771e+09   1.4712e+08  
5.8361e+00   3.2845e+10   4.1798e+09   2.8668e+10   4.1798e+00   3.6069e+00   1.6662e+00   1.2726e-01   8.7274e-01   1.0770e+09   1.4710e+08  
5.8371e+00   3.2849e+10   4.1792e+09   2.8672e+10   4.1792e+00   3.6064e+00   1.6665e+00   1.2723e-01   8.7277e-01   1.0768e+09   1.4708e+08  
5.8381e+00   3.2852e+10   4.1786e+09   2.8676e+10   4.1786e+00   3.6059e+00   1.6668e+00   1.2719e-01   8.7281e-01   1.0767e+09   1.4706e+08  
